Unnamed: 0,No.,Title,Artist(s),lyrics,genres
23,24,"""Heaven""",Bryan Adams,"35 ContributorsTranslationsΕλληνικάEspañolHeaven LyricsA song that appeared on the soundtrack to a panned 1983 movie called A Night in Heaven, which later became the fourth track of Bryan Adams’s 1984 album Reckless, and the third single from the album. Written… Read More 
Oh, thinkin' about our younger years
There was only you and me
We were young and wild and free
Now nothin' can take you away from me
We've been down that road before
But that's over now
You keep me comin' back for more

Baby, you're all that I want
When you're lyin' here in my arms
I'm findin' it hard to believe
We're in Heaven
And love is all that I need
And I found it there in your heart
Isn't too hard to see
We're in Heaven

Oh, once in your life, you find someone
Who will turn your world around
Bring you up when you're feelin' down
Yeah, nothin' could change what you mean to me
Oh, there's lots that I could say
But just hold me now
'Cause our love will light the way

And baby, you're all that I want
When you're lyin' here in my arms
I'm finding it hard to believe
We're in Heaven
Yeah, love is all that I need
And I found it there in your heart
It isn't too hard to see
We're in Heaven, yeah

I've been waitin' for so long
For somethin' to arrive
For love to come along
Now our dreams are comin' true
Through the good times and the bad
Yeah, I'll be standin' there by you, oh


And baby, you're all that I want
When you're lyin' here in my arms
I'm findin' it hard to believe
We're in Heaven
And love is all that I need
And I found it there in your heart
Isn't too hard to see
We're in Heaven, Heaven
Woah-oh-oh

You're all that I want
You're all that I need","rock, classic rock, 80s, pop, Canadian"
24,25,"""Everything She Wants""",Wham!,"58 ContributorsTranslationsDeutschEverything She Wants Lyrics“Everything She Wants” is a million-selling hit by British pop duo Wham!.  It was  originally released in 1984 on Epic Records on a double A-side with “Last Christmas”.
It was written and produced by George… Read More 
Uh, huh-huh
Oh yeah
Work

Somebody told me
""Boy, everything she wants, is everything she sees""
I guess I must have loved you
Because I said you were the perfect girl for me, baby
And now we're six months older
And everything you want, and everything you see
Is out of reach, not good enough
I don't know what the hell you want from me, oh

Uh-huh, uh-huh, oh-oh, oh-oh
Ah-ha, ah-ha, doo-doo-doo
La, la, la, la-la
Uh-huh, uh-huh, oh-oh, oh-oh
Ah-ha, ah-ha, doo-doo-doo
La, la, la, la-la

Somebody tell me, oh
(Won't you tell me?)
Why I work so hard for you?
(Give you money, work to give you money, oh)

Some people work for a living
Some people work for fun
Girl, I just work for you
They told me marriage was a give and take
Well, you've shown me you can take
You've got some giving to do
And now you tell me that you're having my baby
I'll tell you that I'm happy if you want me to
But one step further, and my back will break
If my best isn't good enough
Then how can it be good enough for two?

Uh-huh, uh-huh, oh-oh, oh-oh
Ah-ha, ah-ha, doo-doo-doo
I can't work any harder than I do (La, la, la, la-la)
Uh-huh, uh-huh, oh-oh, oh-oh
Ah-ha, ah-ha, doo-doo-doo
La, la, la, la-la

Somebody tell me, oh
(Won't you tell me?)
Why I work so hard for you?
(Give you money, work to give you money, oh)

Oh, why do, I do the things I do?
I'd tell you if I knew
My God, I don't even think that I love you (La, la, la, la-la)
Won't you tell me?
Give you money, work to give you money, oh
Work, work
Work, work

La, la, la, la-la
Uh-huh, uh-huh, oh-oh, oh-oh
Ah-ha, ah-ha, doo-doo-doo
La, la, la, la-la

Somebody tell me, oh
(Won't you tell me?)
Why I work so hard for you?
(Give you money)
Work to give you money, oh
Somebody tell me
(Won't you tell me?)
Why I work so hard for you?
(Give you money)
All to give you money (La, la, la, la-la)
Somebody tell me (Won't you tell me?)
(Won't you tell me?) Oh please, tell me
Why I do the things that I do?
(Give you money, work to give you money)","pop, 80s, new wave, british, dance"
25,26,"""Cool It Now""",New Edition,"26 ContributorsCool It Now Lyrics“Cool It Now” is the first single from New Edition’s 1984 self-titled sophomore album.
It peaked at #4 on the Billboard Hot 100 and topped Billboard’s Hot Black Singles chart for a week in November of 1984.
Everybody's saying silly things
Without knowing that life brings a change
And they've been checking all the signs
My friends say I'm lovesick 'cause I

All I keep thinking about is her in my arms
(Got to see what love is all about)
And I won't be the same until she is mine
And my friends keep telling me to

Cool it now
You got to cool it now
Ooh, watch out
You're gonna lose control
Cool it now
You got to slow it down
Slow it down
You're gonna fall in love

Every day I walk her home from school
And she tells me, how she really feels
And there's no doubt in my mind
That this girl is one of a kind

'Cause all I keep thinking about is her in my arms
(Understand you're one of a kind)
And I won't feel the same until she is mine
And my friends keep telling me to

Cool it now
You got to cool it now
Ooh, watch out
You're gonna lose control
Cool it now
You better slow it down
Slow it down
You're gonna fall in love
Cool it now
You got to cool it now
Ooh, watch out
You're gonna lose control
Cool it now
You got to slow it down
Slow it down
You're gonna fall in love

All I keep thinking about is her in my arms
(Got to see what love is all about)
And I'll never be the same until you are mine
And my friends keep telling me

When you got a girl who takes her time
You must slow the pace, you can't mess with her mind
If she feels the same, she'll let ya know
Just prepare yourself or be ready to go
And I hope this message stays in your mind
'Cause you almost lost a girl who is right on time
There's one more thing that you got to know
Just cool it down and stay in control!

Cool it now
You got to cool it now
Ooh, watch out
You're gonna lose control
Cool it now
You better slow it down
Slow it down
You're gonna fall in love

And all I keep thinking about is her in my arms
(Understand you're one of a kind)
And I'll never be the same until you are mine, oh
Listen to me, let me tell you

Why you all coming down on me?
Tryin' to tell me how my life is supposed to be
I know you're only trying to help me out
Tryin' to show me what life is really about
But this time I'm gonna make it on my own
So why don't you fellas just leave me alone
Ronnie, Bobby, Ricky, and Mike
If I love the girl who cares who you like

Cool it now
Ooh, watch out (Out, out, out)
Cool it now
Slow it down (Down, down, down)
Cool it now
Ooh, watch out (Out, out, out)
Cool it now
Slow it down (Down, down, down)

Cool it now
You got to cool it now
Ooh, watch out
'Cause you're gonna lose control
Cool it now
You got to slow it down
Slow it down
You're gonna fall in love

Cool it now
Slow it down
You're gonna lose control
Cool it now
You got to slow it down
Slow it down
'Cause you're gonna fall in love
Cool it now
Slow it down
'Cause you're gonna lose control
Cool it now
You got to slow it down
Slow it down
Cool it now
Ooh, watch out
Cool it now
Slow it down","rnb, 80s, soul, new jack swing, pop"
26,27,"""Miami Vice Theme""",Jan Hammer,,"electronic, Soundtrack, instrumental, 80s, synth pop"
27,28,"""Loverboy""",Billy Ocean,"12 ContributorsLoverboy LyricsLoverboy was the second single released from Billy Ocean’s album Suddenly.
The song peaked at #2 on the Billboard Hot 100, #20 on Billboard’s Adult Contemporary chart and topped Billboard’s Hot Dance… Read More 
I don't know what you've got
But it plays with my emotions, I want you so much
Darling, I wanna hold you near
Wanna whisper sweet and tender in your ear
Can't stand the thought of you with somebody else
Gotta have your love, gotta have it all to myself
I say yeah, yeah, yeah-yeah

I wanna be your lover, lover, mmm
Wanna be your lover, lover, lover boy
Lover, lover, yeah
Wanna be your lover, lover, lover boy

I'm too far gone, it's hard to stop
Baby, you're my dream in motion, and I won't give up
Mmm, teasing me with your fire
My finger's on the trigger
You're the one I desire
'Cause I have this fever feeling from nobody else
Got to have your tenderness all to myself
I say yeah, yeah, yeah-yeah

Wanna be your lover, lover, mmm
Wanna be your lover, lover, lover boy
Lover, lover, yeah
Wanna be your lover, lover, ooh, ooh-ooh, yeah

And I want you really, but the thing is there's nothing I can say
To stop you, darling, from running, running away
Won't you stay, stay, stay?

I wanna be your (Lover, lover) yeah
I wanna be your (Lover, lover)
I wanna be your love (Ooh-ah, ooh-ah)
I gotta be your love (Ooh-ah, ooh-ah)
I wanna be your love (Ooh-ah, ooh-ah)
And I can't stand it, baby, mmm (Ooh-ah, ooh-ah)
Ooh, ooh, ooh, ooh
Girl, I love you more and more...","pop, soul, 80s, Disco, rnb"
28,29,"""Lovergirl""",Teena Marie,"13 ContributorsLovergirl Lyrics
Hee...
Shoop-de-bop
Funky pops

Coffee, tea or me, baby, touché au lait
My opening line might be a bit passé, yes
But don't think that I don't know what I'm feeling for you
'Cause I got a vibe on you the first time that I saw you, saw you

I need your love and I won't bring no pain
A little birdie told me that you feel the same
I'm for the real and for you I'm true blue
Let's make a deal, sugar, all I wanna do is be your one and only lover

I just want to be your lovergirl
I just want to rock your world
Hey, hey, hey

Hook, line and sinker baby, that's how you caught me
My second verse might be a bit old hat
But don't think that I don't know what it's doing to me
'Cause I got a vibe on you the first time you saw through me, through me

I need your love and I won't bring no pain
A little birdie told me that you feel the same
I'm for the real and for you I'm true blue
Let's make a deal, sugar, all I wanna do is be your one and only lover

I just want to be your lovergirl
I just want to rock your world
Hey, hey, hey, hey


I just want to be your lovergirl
I just want to rock your world
Hey, hey, hey


Baby, let me groove you
Let me groove into your love
I just want to be your lovergirl
Let me prove it to you
Baby, let me rock your world
I just want to rock your world
Coffee, tea or me, baby, touché au lait
My opening line might be a bit passé
But don't think that I don't know what I'm feeling for you
'Cause I got a vibe the first time that I saw you, whoa-oh

When the push comes to shove
And you need a little love
Let me put some rock into your world
Call me up, don't be shy
For my love will make you high
I just wanna be your lovergirl","soul, funk, female vocalists, 80s, rnb"
29,30,"""You Belong to the City""",Glenn Frey,"9 ContributorsYou Belong to the City LyricsYou Belong to the City peaked at #2 on the Billboard Hot 100 and topped Billboard’s rock music chart for 3 weeks in 1985.
The song is well-known for being featured on the soundtrack to “Miami Vice” and was… Read More 
The sun goes down, the night rolls in
You can feel it starting all over again
The moon comes up and the music calls
You're getting tired of staring at the same four walls
You're out of your room and down on the street
Moving through the crowd in the midnight heat
The traffic roars, the sirens scream
You look at the faces, it's just like a dream

Nobody knows where you're going
Nobody cares where you've been

'Cause you belong to the city
You belong to the night
Living in a river of darkness
Beneath the neon light
You were born in the city
Concrete under your feet
It's in your moves, it's in your blood
You're a man of the street

When you said goodbye, you were on the run
Trying to get away from the things you've done
Now you're back again, and you're feeling strange
So much has happened, but nothing has changed

You still don't know where you're going
You're still just a face in the crowd

You belong to the city
You belong to the night
Living in a river of darkness
Beneath the neon light
You were born in the city
Concrete under your feet
It's in your blood, it's in your moves
You're a man of the street

You can feel it
You can taste it
You can see it
You can face it
You can hear it
You're getting near it, yeah-ay
You're gonna make it, ooh-ooh
'Cause you can take it, ooh-ooh, ooh

You belong to the city
You belong to the night
You belong to the city
You belong to the night
You belong
You belong
Ooh, hoo-ooh, ooh","80s, classic rock, rock, singer-songwriter, soft rock"
30,31,"""Oh Sheila""",Ready for the World,"19 ContributorsOh Sheila LyricsNamed after a lyric from a song from their debut album called “Ceramic Girl,” They had a modest underground hit in Detroit and Flint with their first single “Tonight,” which was helped by airplay on the… Read More 
Like they always say –
What's good for the goose
Is always good for the gander
Oh, Sheila

Oh, baby, love me right
Let me love you 'til we get it right
Why can't you let the others be?
'Cause with you is where I got to be
Oh, suga, where you been?
Hangin' out with your male friends?
Listen, somebody's gonna hurt you
The way you love to keep hurting me

And we sing
Oh, oh, Sheila
Let me love you 'til the morning comes
(See the sun)
Oh, oh, Sheila
You know I want to be the only one

Oh, baby, understand
That I want to be the only man
But it seems as though it's getting too hard
And I think I'll start to have my own fun
Oh, baby, it's plain to see
That you're qualified to fill your needs
You think you've pulled one over on me
Well, honey, baby, just you wait and see

And we sing
Oh, oh, Sheila
Let me love you 'til the morning comes
(The sun is set)
Oh, oh, Sheila
You know I want to be the only one
(For her)

Oh, baby, it's one, two, three
I love you, baby, honestly
Uh, I want to di-dal-di-da-li
A di-da-li-da-loo
Oh, oh, Sheila
Uh, uh, uh
Oh, Sheila
Oh, oh, Sheila
Uh, uh, uh
Oh, Sheila

Oh, baby, love me right
Let me love you 'til we get it right
Oh, why can't you let the others be?
'Cause with you is where I got to be – yeah
Oh, baby, understand
That I want to be the only man
You think you've pulled one over on me
Well, honey, baby, just you wait and see

And we sing – oh
Oh, Sheila
Oh, oh, Sheila
Let me love you 'til the morning comes (Oh, Sheila)
(The sun is set)
Oh, oh, Sheila
You know I want to be the only one (Oh, Sheila)
Oh, oh, Sheila
Let me love you till the morning comes (Oh, Sheila)
Oh, oh, Sheila
You know I want to be the only one (Oh, Sheila)
Here we go – uh","80s, rnb, funk, dance, soul"
31,32,"""Rhythm of the Night""",DeBarge,"25 ContributorsRhythm of the Night Lyrics“Rhythm of the Night” was the lead single and title track from DeBarge’s fourth album. The song was also featured in the 1985 film and soundtrack for The Last Dragon, which were both executive produced by… Read More 
When it feels like the world is on your shoulders
And all of the madness has got you going crazy
It's time to get out, step out into the street
Where all of the action is right there at your feet

Well, I know a place where we can dance the whole night away
Underneath electric stars
Just come with me and we can shake your blues right away
You'll be doing fine when the music starts, oh

To the beat of the rhythm of the night
(Dance until the morning light)
Forget about the worries on your mind
(You can leave them all behind)
To the beat of the rhythm of the night
(Oh, the rhythm of the night, oh yeah)

Look out on the street now, the party's just beginning
The music's playing, a celebration's starting
Under the street lights the scene is being set
A night for romance, a night you won't forget

So, come join the fun, this ain't no time to be staying home
Ooh, there's too much going on
Tonight is gonna be a night like you've never known
We're gonna have a good time the whole night long, oh

To the beat of the rhythm of the night
(Dance until the morning light)
Forget about the worries on your mind
(You can leave them all behind)
To the beat of the rhythm of the night
(Oh, the rhythm of the night, oh yeah)

Come join the fun, this ain't no time to be staying home
Ooh, there's too much going on
Tonight is gonna be a night like you've never known
We're gonna have a good time the whole night long, oh

To the beat of the rhythm of the night
(Dance until the morning light)
Forget about the worries on your mind
(You can leave them all behind)
To the beat of the rhythm of the night
(Dance until the morning light)
Forget about the worries on your mind
To the beat of the rhythm of the night
(Oh baby, oh darlin')
Forget about the worries on your mind (Oh)
To the beat of the rhythm of the night
(Oh baby, ooh)
Forget about the worries on your mind (Ooh)

La, la-la-la (La-la-la-la-la-la)
La, la, la, la, la, la (La-la-la-la-la-la-la, la, la-la-la)
La, la-la-la (The music's playing)
La, la, la (It's a celebration), la, la, la
(The music's playing, everybody dance)
To the beat of the rhythm of the night
(Oh-oh, oh-oh, oh-oh-whoa)
Forget about the worries on your mind
('Cause you can leave them all behind)
To the beat of the rhythm of the night
(Dance until the morning light)
Forget about the worries on your mind
You can leave them all behind
To the beat of the rhythm of the night
(Oh-oh, oh-oh, oh-oh-whoa)","80s, soul, motown, pop, Disco"
32,33,"""One More Night""",Phil Collins,"25 ContributorsOne More Night LyricsThis love song by Collins released in 1984 as a promotional single for No Jacket Required.
The song was featured in the background during a scene in the 1986 film The Color of Money.
One more night
One more night

I've been trying, ooh, so long
To let you know, let you know how I feel
And if I stumble, if I fall, just help me back
So I can make you see

Please give me one more night
Give me one more night
One more night
'Cause I can't wait forever (Ooh-ooh-hoo)
Give me just one more night
Ooh, just one more night
Oh, one more night
'Cause I can't wait forever (Ooh-ooh-hoo)

I've been sitting here so long
Wasting time, just staring at the phone
And I was wondering should I call you
Then I thought maybe you're not alone

Please give me one more night
Give me just one more night
Oh, one more night
'Cause I can't wait forever (Ooh-ooh-hoo)
Please give me one more night
Ooh, just one more night
Oh, one more night
'Cause I can't wait forever (Ooh-ooh-hoo)
Give me one more night
Give me just one more night
Ooh, one more night
'Cause I can't wait forever (Ooh-ooh-hoo)

Like a river to the sea
I will always be with you
And if you sail away
I will follow you

Give me one more night
Give me just one more night
Oh, one more night
'Cause I can't wait forever (Ooh-ooh-hoo)

I know there'll never be a time you'll ever feel the same
And I know it's only words
But if you change your mind, you know that I'll be here
And maybe we both can learn

Give me just one more night
Give me just one more night
Ooh, one more night
'Cause I can't wait forever (Ooh-ooh-hoo)
Give me just one more night
Give me just one more night
Ooh, one more night
'Cause I can't wait forever (Ooh-ooh-hoo)","pop, 80s, rock, classic rock, soft rock"
33,34,"""Sea of Love""",The Honeydrippers,"9 ContributorsSea of Love LyricsSea of Love was originally sung by Phil Phillips in 1959.
In 1984, The Honeydrippers covered the song and their version peaked at #3 on the Billboard Hot 100 and topped Billboard’s Adult Contemporary chart… Read More Do you remember when we met
That's the day I knew you were my pet
I wanna tell you how much I love you
Come with me, my love
To the sea, the sea of love
I want to tell you just how much I love you
Come with me, to the sea of love
Do you remember when we met
That's the day I knew you were my pet
I want to tell you oh how much I love you
Come with me, to the sea of love
Come with me, my love
To the sea, the sea of love
I want to tell you just how much I love you
I want to tell you oh how much I love you","classic rock, rock, rock n roll, 80s, oldies"
34,35,"""A View to a Kill""",Duran Duran,"29 ContributorsA View to a Kill LyricsDuran Duran’s “A View to a Kill” is the title track of  Roger Moore’s last James Bond movie, released in 1985. It is the most successful 007 theme in North America, hitting #1 in the Hot 100 in the summer of… Read More 
Meeting you with a view to a kill
Face to face in secret places, feel the chill
Nightfall covers me, but you know the plans I'm making
Still overseas, could it be the whole Earth opening wide
A sacred why, a mystery gaping inside
A week is why, until we...

Dance into the fire
That fatal kiss is all we need
Dance into the fire
To fatal sounds of broken dreams
Dance into the fire
That fatal kiss is all we need
Dance into the fire

The choice for you is the view to a kill
Between the shades assassination standing still
The first crystal tears fall as snowflakes on your body
First time in years to drench your skin in lover's rosy stain
A chance to find the phoenix for the flame
A chance to die, but can we...
Dance into the fire
That fatal kiss is all we need
Dance into the fire
To fatal sounds of broken dreams
Dance into the fire
That fatal kiss is all we need
Dance into the fire
When all we see is the view to a kill","new wave, 80s, pop, synth pop, rock"
35,36,"""The Wild Boys""",Duran Duran,"17 ContributorsThe Wild Boys Lyrics“The Wild Boys” is written about the book of the same name, which was authored by William Burroughs. This song was intended to be used in a film based on the book, but the movie never materialized. Instead… Read More 
Wild boys, wild boys, wild boys
Wild boys
Wild! Boys!

The wild boys are calling
On their way back from the fire
In august moon's surrender to
A dust cloud on the rise
Wild boys fallen far from glory
Reckless and so hungered
On the razors edge you trail
Because there's murder by the roadside
In a sore afraid new world

They tried to break us
Looks like they'll try again

Wild boys never lose it
Wild boys never chose this way
Wild boys never close your eyes
Wild boys always shine

You got sirens for a welcome
There's bloodstain for your pain
And your telephone been ringing while
You're dancing in the rain
Wild boys wonder where is glory
Where is all you angels
Now the figureheads have fell
And lovers war with arrows over
Secrets they could tell
Pre-Chorus
They tried to tame you
Looks like they'll try again

Wild boys never lose it
Wild boys never chose this way
Wild boys never close your eyes
Wild boys always shine

Wild boys, wild boys, wild boys
Wild boys, wild boys, wild boys

Wild boys never lose it
Wild boys never chose this way
Wild boys never close your eyes
Wild boys always

Wild boys never lose it
Wild boys never chose this way
Wild boys never close your eyes
Wild boys always

Wild boys never lose it
Wild boys never chose this way
Wild boys never close your eyes
Wild boys always, wild boys","new wave, 80s, pop, synth pop, rock"
36,37,"""You're the Inspiration""",Chicago,"29 ContributorsYou’re the Inspiration LyricsPeter Cetera was originally contacted by producer David Foster who told him Kenny Rogers wanted Cetera to write a song for him. Foster and Cetera spent two hours coming up with the basic structure, then… Read More 
You know our love was meant to be
The kind of love that lasts forever
And I want you here with me
From tonight until the end of time
You should know, everywhere I go
Always on my mind, in my heart
In my soul, baby

You're the meaning in my life
You're the inspiration
You bring feeling to my life
You're the inspiration
Wanna have you near me
I wanna have you hear me sayin'
""No one needs you more than I need you""

And I know, yes, I know that it's plain to see
So in love when we're together
Now I know (Now I know)
That I need you here with me
From tonight until the end of time
You should know  (Yes, you need to know)
Everywhere I go
You're always on my mind, you're in my heart
In my soul

You're the meaning in my life
You're the inspiration
You bring feeling to my life
You're the inspiration
Wanna have you near me
I wanna have you hear me sayin'
""No one needs you more than I need you""

Wanna have you near me
I wanna have you hear me sayin'
""No one needs you more than I need you""
(No one needs you more)

You're the meaning in my life (Oh-oh-oh-oh-oh)
You're the inspiration (Oh)
You bring feeling to my life (Oh-oh-oh-oh-oh)
You're the inspiration

When you love somebody (Oh) 'til the end of time
When you love somebody
Always on my mind
No one needs you more than I
When you love somebody 'til the end of time
When you love somebody
Always on my mind","classic rock, rock, 70s, 80s, pop"
37,38,"""Neutron Dance""",The Pointer Sisters,"18 ContributorsNeutron Dance Lyrics“Neutron Dance” was written by Allee Willis and Danny Sembello. Initially Ruth Pointer didn’t want to sing the song:
I liked  rhythm and vigorous arrangement but to me the word ‘neutron’ had a violent… Read More 
I don't wanna take it anymore
I'll just stay here locked behind the door
Just no time to stop and get away
'Cause I work so hard to make it every day

Whoo-ooh
Whoo-ooh

There's no money falling from the sky
'Cause a man took my heart and robbed me blind
Someone stole my brand new Chevrolet
And the rent is due, I got no place to stay

Whoo-ooh
Whoo-ooh

And it's hard to say
Just how some things never change
And it's hard to find
Any strength to draw the line
Oh, I'm just burnin' doin' the neutron dance
I'm just burnin' doin' the neutron dance

Industry don't pay a price that's fair
All the common people breathing filthy air (Lord have mercy)
Roof caved in on all the simple dreams
And to get ahead your heart starts pumping schemes

And it's hard to say
Just how some things never change
And it's hard to find
Any strength to draw the line
Oh, I'm just burnin' doin' the neutron dance (Ah, ah, ah)
I'm just burnin' doin' the neutron dance

Whoo-ooh
(Whoo-ooh)
I'm on fire, yeah
I'm on fire, yeah

And it's hard to say
Just how some things never change
And it's hard to find
Any strength to draw the line
Oh, I'm just burnin' doin' the neutron dance (Ah, ah, ah)
I'm just burnin' doin' the neutron dance

I know there's a pot of gold for me
All I got to do is just believe
Oh, I'm so happy doin' the neutron dance
And I'm just burnin' doin' the neutron dance
I'm so happy doin' the neutron dance (It's in my hands)
I'm just burnin' doin' the neutron dance (It's in my feet)
(Well, well, well, well)
Whoo-ooh
Whoo-ooh
I'm so happy doin' the neutron dance
I'm just burnin' doin' the neutron dance
Whoo-ooh
(Whoo-ooh)
Whoo-ooh
(Whoo-ooh)
I'm so happy (It's in my hands)
I'm just burnin' (It's in my feet)
I'm so happy (It's all over me)
I'm just burnin' (I can't help myself)
I'm so happy, I'm just burnin'
I'm so happy, I'm just burnin'
I'm so happy, I'm just burnin'
I'm so happy, I'm just burnin'
I'm so happy, I'm just burnin'","Disco, pop, soul, 80s, female vocalists"
38,39,"""We Belong""",Pat Benatar,"26 ContributorsWe Belong LyricsThis is one of Benatar’s most recognized songs, and peaked at #5 on the Billboard Hot 100 in 1984.
The song is generally interpreted as a song about the struggle of a married couple to find common ground… Read More 
We belong, we belong to the light

Many times, I tried to tell you
Many times, I cried alone
Always I'm surprised how well you
Cut my feelings to the bone
Don't wanna leave you really
I've invested too much time
To give you up that easy
To the doubts that complicate your mind

We belong to the light, we belong to the thunder
We belong to the sound of the words, we've both fallen under
Whatever we deny or embrace, for worse or for better
We belong, we belong, we belong together

Maybe it's a sign of weakness
When I don't know what to say
Maybe I just wouldn't know
What to do with my strength anyway
Have we become a habit?
Do we distort the facts?
Now, there's no looking forward
Now, there's no turning back
When you say

We belong to the light, we belong to the thunder
We belong to the sound of the words, we've both fallen under
Whatever we deny or embrace, for worse or for better
We belong, we belong, we belong together

Close your eyes and try to sleep now
Close your eyes and try to dream
Clear your mind and do your best
To try and wash the palette clean
We can't begin to know it
How much we really care
I hear your voice inside me
I see your face everywhere, still you say

We belong to the light, we belong to the thunder
We belong to the sound of the words, we've both fallen under
Whatever we deny or embrace, for worse or for better
We belong, we belong, we belong together
We belong to the light, we belong to the thunder
We belong to the sound of the words, we've both fallen under
Whatever we deny or embrace, for worse or for better
We belong, we belong, we belong together

We belong to the light, we belong to the thunder","rock, 80s, female vocalists, classic rock, pop"
39,40,"""Nightshift""",Commodores,"33 ContributorsNightshift LyricsThe Commodores had been around for a while, long enough that a lot of their friends and inspirations died.  They give a special dedication to two of those friends, Marvin Gaye and Jackie Wilson.  The… Read More 
Marvin, he was a friend of mine
And he could sing a song, his heart in every line
Marvin sang of the joy and pain
He opened up our minds, and I still can hear him say
""Aw talk to me, so you can see, what's going on""
Say you will sing your songs forevermore

Gonna be some sweet sounds coming down on the nightshift
I bet you're singing proud, oh I bet you'll pull a crowd
Gonna be a long night, it's gonna be all right, on the nightshift
You found another home, I know you're not alone on the nightshift
You found another home, I know you're not alone on the nightshift

Jackie, hey what you doing now?
It seems like yesterday when we were working out
Jackie, oh you set the world on fire
You came and gifted us, your love it lifted us higher and higher
Keep it up and we'll be there at your side
Oh, say you will sing your songs forevermore

Gonna be some sweet sounds coming down on the nightshift
I bet you're singing proud, oh I bet you'll pull a crowd
Gonna be a long night, it's gonna be all right on the nightshift
You found another home, I know you're not alone on the nightshift
Gonna be some sweet sounds, coming down on the nightshift
I bet you're singing proud, I bet you'll pull a crowd
Gonna be a long night, it's gonna be all right on the nightshift
You found another home, I know you're not alone on the nightshift
Gonna miss your sweet voice, that soulful noise on the nightshift
We all remember you, your songs are coming through
At the end of a long day, it's gonna be okay on the nightshift
You found another home, I know you're not alone on the nightshift
Gonna be some sweet sounds","soul, funk, 70s, motown, rnb"
40,41,"""Things Can Only Get Better""",Howard Jones,"21 ContributorsThings Can Only Get Better Lyrics
We're not scared to lose it all, security thrown through the wall
Future dreams we have to realise
A thousand sceptic hands won't keep us from the things we plan
Unless we're clinging to the things we prize

And do you feel scared? I do
But I won't stop and falter
And if we threw it all away
Things can only get better

Whoa, whoa, whoa-oh-oh, whoa-whoa, whoa-oh-oh
(Whoa, whoa, whoa-oh-oh, whoa-whoa, whoa-oh-oh)
Whoa, whoa, whoa-oh-oh, whoa-whoa, whoa-oh-oh
(Whoa, whoa, whoa-oh-oh, whoa-whoa, whoa-oh-oh)

Treating today as though it was the last, the final show
Get to 60 and feel no regret
It may take a little time, a lonely path, an uphill climb
Success or failure will not alter it

And do you feel scared? I do
But I won't stop and falter
And if we threw it all away
Things can only get better

Whoa, whoa, whoa-oh-oh, whoa-whoa, whoa-oh-oh
(Whoa, whoa, whoa-oh-oh, whoa-whoa, whoa-oh-oh)
Whoa, whoa, whoa-oh-oh, whoa-whoa, whoa-oh-oh
(Whoa, whoa, whoa-oh-oh, whoa-whoa, whoa-oh-oh)

And do you feel scared? I do
But I won't stop and falter
And if we threw it all away
Things can only get better
Ah!

Whoa, whoa, whoa-oh-oh, whoa-whoa, whoa-oh-oh
(Whoa, whoa, whoa-oh-oh, whoa-whoa, whoa-oh-oh)
Whoa, whoa, whoa-oh-oh, whoa-whoa, whoa-oh-oh
(Whoa, whoa, whoa-oh-oh, whoa-whoa, whoa-oh-oh)
Whoa, whoa, whoa-oh-oh, whoa-whoa, oh-oh-oh-oh
(Whoa, whoa, whoa-oh-oh, whoa-whoa, whoa-oh-oh)
Whoa, whoa, whoa-whoa, oh-oh-oh
(Whoa, whoa, whoa-oh-oh, whoa-whoa, whoa-oh-oh)
Whoa, whoa, whoa-oh-oh, whoa-whoa, whoa-oh-oh
(Whoa, whoa, whoa)","new wave, 80s, pop, synthpop, synth pop"
41,42,"""All I Need""",Jack Wagner,"7 ContributorsAll I Need Lyrics
Kissin' you was not what I had planned
And now I'm not so sure just where I stand
I wasn't lookin' for true love
But now you're lookin' at me
You're the only one I can think of
You're the only one I see

All I need
Is just a little more time
To be sure what I feel
Is it all in my mind
'Cause it seems so hard to believe
That you're all I need

Yes, it's true we've all been hurt before
But it doesn't seem to matter anymore
It may be a chance we're takin'
But it always comes to this
If this isn't love we're makin'
Then I don't know what it is

All I need
Is just a little more time
To be sure what I feel
Is it all in my mind
'Cause it seems so hard to believe


All I need
Is just a little more time
To be sure what I feel
Is it all in my mind
'Cause it seems so hard to believe
That you're all I need

No stars are out tonight
But we're shinin' our own light
And it's never felt so right
'Cause girl the way I'm feelin'
It's easy to believe
That you're all I need

Ahhhh
You're all I need
Ooo-hah-haahhh-ah-ah-ahhhh-haahhhhh","pop, 80s, AOR, singing actors, male vocalists"
