Unnamed: 0,No.,Title,Artist(s),lyrics,genres
10,11,"""Missing You""",John Waite,"32 ContributorsMissing You Lyrics“Missing You” was a #1 hit single from John Waite’s 1984 album No Brakes. The gold-certified song and its lyrics of a man in total denial about his emotions after the end of a relationship became Waite’s… Read More 
Missing you, missing you
Missing you, missing you
Missing you, missing you
Missing you, missing you

Every time I think of you
I always catch my breath
And I'm still standing here
And you're miles away
And I'm wondering why you left

And there's a storm that's raging
Through my frozen heart tonight

I hear your name in certain circles
And it always makes me smile
I spend my time thinking about you
And it's almost driving me wild

And there's a heart that's breaking
Down this long-distance line tonight

I ain't missing you at all (Missing you, missing you)
Since you've been gone (Missing you) away (Missing you)
I ain't missing you (Missing you, missing you)
No matter what I might say (Missing you, missing you)

There's a message in the wire
And I'm sending you this signal tonight
You don't know
How desperate I've become
And it looks like I'm losing this fight
In your world
I have no meaning
Though I'm trying hard to understand

And it's my heart that's breaking
Down this long-distance line tonight

I ain't missing you at all (Missing you, missing you)
Since you've been gone (Missing you) away (Missing you)
I ain't missing you (Missing you, missing you)
No matter what my friends say (Missing you, missing you)

And there's a message that I'm sending out
Like a telegraph to your soul
And if I can't bridge this distance
Stop this heartbreak overload

I ain't missing you at all (Missing you, missing you)
Since you've been gone (Missing you) away (Missing you)
I ain't missing you (Missing you, missing you)
No matter what my friends say (Missing you, missing you)
I ain't missing you (Missing you, missing you)
I ain't missing you (Missing you, missing you)
I keep lying to myself (Missing you, missing you)

And there's a storm that's raging
Through my frozen heart tonight

I ain't missing you at all (Missing you, missing you)
Since you've been gone (Missing you) away (Missing you)
I ain't missing you (Missing you, missing you)
No matter what my friends say

Ain't missing you (Missing you)
I ain't missing you (Missing you)
I ain't missing you (Missing you)
I keep lying to myself (Missing you)
Ain't missing you (Missing you)
I ain't missing you (Missing you)
I ain't missing you (Missing you)
I ain't missing you (Missing you)
I ain't missing you (Missing you)
I ain't missing you (Missing you)
Ain't missing you (Missing you)
Oh, no (Missing you, missing you)
No matter what my friends might say
I ain't missing you (Missing you, missing you)
Ain't missing you (Missing you)
I keep lying to myself (Missing you)...","80s, rock, soft rock, classic rock, pop"
11,12,"""All Night Long (All Night)""",Lionel Richie,"36 ContributorsAll Night Long (All Night) Lyrics“All Night Long” was an international smash hit. It topped the Billboard Hot 100, R&B and Adult Contemporary charts in late 1983 and also reached the top 10 in several countries overseas.
Writing the song… Read More 
Da, da
Da, da, oh
Da
Woah, oh

Well, my friends, the time has come
To raise the roof and have some fun
Throw away the work to be done
Let the music play on
Everybody sing, everybody dance
Lose yourself in wild romance

We're going to party, Karamu, fiesta, forever
Come on and sing along
We're going to party, Karamu, fiesta, forever
Come on and sing along

All night long (All night, all night, all night)
All night long (All night, all night, all night)
All night long (All night, all night, all night)
All night long (All night)
Oh, yeah (All night)

People dancing all in the street
See the rhythm all in their feet
Life is good, wild and sweet
Let the music play on
Feel it in your heart and feel it in your soul
Let the music take control

We're going to party, Liming, fiesta, forever
Come on and sing along
We're going to party, Liming, fiesta, forever
Come on and sing my song

All night long, oh (All night, all night)
All night long, yeah (All night, all night)
All night long, yeah (All night, all night)
All night long, ah (All night, all night)

Yeah, once you get started, you can't sit down
Come join the fun, it's a merry-go-round
Everyone's dancing their troubles away
Come join our party, see how we play

Tam bo li de say de moi ya
Yeah, Jambo, Jambo
Way to parti, o we goin'
Oh, jambali
Tam bo li de say de moi ya
Yeah, Jambo, Jambo
Oh, yes
We're gonna have a party, yeah, uh

All night long (All night, all night, all night)
All night long, yeah (All night, all night)
All night long (All night, all night, all night)
All night long, oh (All night, all night)

We're going to party, Karamu, fiesta, forever
Come on and sing along
We're going to party, Karamu, fiesta, forever
Come on and sing my song

All night long (All night, all night, all night)
All night long (All night, all night, all night)
All night long (All night, all night, all night)
All night long (All night, all night)

All night, all night
All night, all night
All night, all night
All night, all night
All night, all night
All night, all night
All night, all night
All night, all night

Everyone you meet (All night)
They're jamming in the street (All night)
All night long (All night)
Yeah, I said (All night)
Everyone you meet (All night)
They're jamming in the street (All night)
All night long (All night, all night)
Feel good, feel good
(All night, all night)
(All night, all night)
(All night, all night)
(All night, all night)
(All night, all night)
(All night, all night)
(All night, all night)
(All night, all night)
(All night, all night)
(All night, all night)
(All night, all night)
(All night, all night)
(All night, all night)","soul, pop, 80s, rnb, motown"
12,13,"""Let's Hear It for the Boy""",Deniece Williams,"25 ContributorsTranslationsPortuguêsLet’s Hear It for the Boy LyricsA #1 single for Deniece Williams, and the soundtrack to a key montage in the classic film, Footloose.
My baby, he don't talk sweet
He ain't got much to say
But he loves me, loves me, loves me
I know that he loves me anyway
And maybe he don't dress fine
But I don't really mind

'Cause every time he pulls me near
I just wanna cheer

Let's hear it for the boy
Let's give the boy a hand
Let's hear it for my baby
You know you gotta understand
Maybe he's no Romeo
But he's my loving one-man show
Wooah, wooah, wooah-oh
Let's hear it for the boy

My baby may not be rich
He's watching every dime
But he loves me, loves me, loves me
We always have a real good time
And maybe he sings off-key
But that's all right by me, yeah
'Cause what he does, he does so well
Makes me wanna yell

Let's hear it for the boy
Let's give the boy a hand
Let's hear it for my baby
You know you gotta understand
Maybe he's no Romeo
But he's my loving one-man show
Woah, woah, woah, woah
Let's hear it for the boy

'Cause every time he pulls me near
I just wanna cheer

Let's hear it for the boy
Let's give the boy a hand
Let's hear it for my baby
You know you gotta understand
Maybe he's no Romeo
But he's my loving one-man show
Woah, woah, woah, woah
Let's hear it for the boy

(Let's hear it for the boy)
Let's hear it for my man
(Let's hear it for my baby)
Let's hear it for my baby
(Let's hear it for the boy)
(Let's hear it for my man)
(Let's hear it for the boy)
Let's hear it for my man
(Let's hear it for my man)
(Let's hear it for the boy)
(Let's hear it for my man)
(Let's hear it for the boy)
Let's hear it for my boy
(Let's hear it for my man)
Let's hear it for my man
(Let's hear it for the boy)
(Let's hear it for my man)
Let's hear it for my man, yeah","soul, 80s, female vocalists, pop, Disco"
13,14,"""Dancing in the Dark""",Bruce Springsteen,"69 ContributorsTranslationsDeutschDancing in the Dark LyricsThe first single off of Springsteen’s seminal album Born In The U.S.A., this track was written two years after most of the other songs on the album.
Producer Jon Landau thought the new album lacked a… Read More 
I get up in the evening
And I ain't got nothing to say
I come home in the morning
I go to bed feeling the same way
I ain't nothing but tired
Man, I'm just tired and bored with myself
Hey there, baby
I could use just a little help

You can't start a fire
You can't start a fire without a spark
This gun's for hire
Even if we're just dancing in the dark

Messages keep getting clearer
Radio's on, and I'm moving 'round my place
I check my look in the mirror
I wanna change my clothes, my hair, my face
Man, I ain't getting nowhere
Ah, just living in a dump like this
There's something happening somewhere
Baby, I just know that there is

You can't start a fire
You can't start a fire without a spark
This gun's for hire
Even if we're just dancing in the dark

You sit around getting older
There's a joke here somewhere, and it's on me
I'll shake this world off my shoulders
Come on, baby, the laugh's on me

Stay on the streets of this town
And they'll be carving you up all right
They say, ""You gotta stay hungry""
Hey, baby, I'm just about starving tonight
I'm dying for some action
I'm sick of sitting around here trying to write this book
I need a love reaction
Come on now, baby, give me just one look

You can't start a fire
Sitting 'round crying over a broken heart
This gun's for hire
Even if we're just dancing in the dark
You can't start a fire
Worrying about your little world falling apart
This gun's for hire
Even if we're just dancing in the dark

Even if we're just dancing in the dark
Even if we're just dancing in the dark
Even if we're just dancing in the dark
Hey, baby","rock, classic rock, singer-songwriter, folk, 80s"
14,15,"""Girls Just Want to Have Fun""",Cyndi Lauper,"74 ContributorsTranslationsEspañolPortuguêsΕλληνικάDeutschItalianoGirls Just Want To Have Fun LyricsWritten and demoed by Robert Hazard in 1979, “Girls Just Want to Have Fun” was found and revived by Rick Chertoff and rewritten by Hazard (who retained all songwriting credits) for Cyndi Lauper.
The song was… Read More 
I come home in the mornin' light
My mother says, ""When you gonna live your life right?""
Oh, mama dear, we're not the fortunate ones

And girls, they wanna have fun
Oh, girls just wanna have fun

The phone rings in the middle of the night
My father yells, ""What you gonna do with your life?""
Oh, daddy dear, you know you're still number one

But girls, they wanna have fun
Oh, girls just wanna have

That's all they really want
Some fun
When the workin' day is done
Oh, girls, they wanna have fun
Oh, girls just wanna have fun

Girls, they want, wanna have fun
Girls, wanna have


Some boys take a beautiful girl
And hide her away from the rest of the world
I wanna be the one to walk in the sun

Oh, girls, they wanna have fun
Oh, girls just wanna have

That's all they really want
Is some fun
When the workin' day is done
Oh, girls, they wanna have fun
Oh, girls just wanna have fun

Girls, they want, wanna have fun
Girls, wanna have

They just wanna, they just wanna
(Girls)
They just wanna, they just wanna
(Girls just wanna have fun)
(Girls just wanna have fun)
Girls just wanna have fun
They just wanna, they just wanna
They just wanna, they just wanna
(Girls)
They just wanna, they just wanna
(Girls just wanna have fun)
Girls, girls just wanna have fun
When the workin'
When the workin' day is done
Oh, when the workin' day is done
Oh, girls, girls just wanna have fun
(Everyone)
They just wanna, they just wanna
(Girls)
They just wanna, they just wanna
(Girls just wanna have fun)
Girls, girls just wanna have fun
They just wanna, they just wanna
When the workin'
When the workin' day is done
They just wanna, they just wanna
(Girls)
Oh, when the workin' day is done
Oh, girls, girls just wanna have fun
Girls just wanna have fun
They just wanna, they just wanna
They just wanna","pop, 80s, female vocalists, new wave, rock"
15,16,"""The Reflex""",Duran Duran,"33 ContributorsThe Reflex Lyrics
You've gone too far this time
But I'm dancing on the Valentine
I tell you somebody's fooling around
With my chances on the danger line
I'll cross that bridge when I find it
Another day to make my stand, oh woah
High time is no time for deciding
If I should find a helping hand, oh woah

Why don't you use it?
Try not to bruise it
Buy time, don't lose it
Oh, why don't you use it?
Try not to bruise it
Buy time, don't lose it

The reflex is a lonely child who's waiting by the park
The reflex is in charge of finding treasure in the dark
And watching over lucky clover, isn't that bizarre?
And every little thing the reflex does
Leaves you answered with a question mark

I'm on a ride, and I want to get off
But they won't slow down the roundabout
I sold the Renoir and TV set
Don't wanna be around when this gets out

So why don't you use it?
Try not to bruise it
Buy time, don't lose it
Oh, why don't you use it?
Try not to bruise it
Buy time, don't lose it

The reflex is a lonely child, he's waiting in the park
The reflex is in charge of finding treasure in the dark
And watching over lucky clover, isn't that bizarre?
And every little thing the reflex does
Leaves an answer with a question mark


So why don't you use it?
Try not to bruise it
Buy time, don't lose it
Oh, why don't you use it?
Try not to bruise it
Buy time, don't lose it

The reflex is a lonely child who's waiting by the park
The reflex is in charge of finding treasure in the dark
And watching over lucky clover, isn't that bizarre?
And every little thing the reflex does
Leaves me answered with a question mark
Oh, the reflex, what a game, he's hiding all the cards
The reflex is in charge of finding treasure in the dark
And watching over lucky clover, isn't that bizarre?
And every little thing the reflex does
Leaves you answered with a question mark","new wave, 80s, pop, synth pop, rock"
16,17,"""Time After Time""",Cyndi Lauper,"83 ContributorsTranslationsEspañolEspañolDeutschTime After Time LyricsWritten by Lauper, with assistance from Rob Hyman, “Time After Time” is one of the all-time great love ballads. It was Lauper’s first #1 hit and arguably her signature song.
After Lauper had already recorded… Read More 
Lyin' in my bed, I hear the clock tick and think of you
Caught up in circles, confusion is nothing new
Flashback, warm nights almost left behind
Suitcase of memories
Time after

Sometimes you picture me, I'm walkin' too far ahead
You're callin' to me, I can't hear what you've said
Then you say, ""Go slow"", I fall behind
The second hand unwinds

If you're lost, you can look and you will find me
Time after time
If you fall, I will catch you, I'll be waiting
Time after time
If you're lost, you can look and you will find me
Time after time
If you fall, I will catch you, (I'll be waiting) I will be waiting
Time after time

After my picture fades and darkness has turned to gray
Watchin' through windows, you're wondering if I'm okay
Secrets stolen from deep inside
The drum beats out of time

If you're lost, you can look and you will find me
Time after time
If you fall, I will catch you, I'll be waiting
Time after time


You say, ""Go slow,"" I fall behind
The second hand unwinds

If you're lost, you can look and you will find me
Time after time
If you fall, I will catch you, I'll be waiting
Time after time
If you're lost, you can look and you will find me
Time after time
If you fall, I will catch you, (I will be waiting) I will be waiting
Time after time

Time after time
Time after time
Time after time
Time after time
Time after time
Time after time
Time after
Time","pop, 80s, female vocalists, new wave, rock"
17,18,"""Jump (For My Love)""",The Pointer Sisters,"22 ContributorsJump (For My Love) Lyrics
Your eyes, tell me how you want me
I can feel it in your heartbeat
I know you like what you see
Hold me, I'll give you all that you need
Wrap your love around me
You're so excited
I can feel you getting hotter, oh baby

I'll take you down, I'll take you down
Where no one's ever gone before
And if you want more
If you want more, more, more

Then jump, for my love
Jump in, and feel my touch
Jump, if you want to taste my kisses in the night then
Jump, jump, for my love
Jump, I know my heart can make you happy
Jump in, you know these arms can feel you up
Jump, if you want to taste my kisses in the night then
Jump, jump, for my love

You told me, I'm the only woman for you
Nobody does you like I do
Then make a move before you try
And go much farther, oh baby

You are the one, you are the one
And heaven waits here at my door
And if you want more
If you want more, more, more

Then jump, for my love
Jump in, and feel my touch
Jump, if you want to taste my kisses in the night then
Jump, jump, for my love
Jump, I know my heart can make you happy
Jump in, you know these arms can feel you up
Jump, if you want to taste my kisses in the night then
Jump, jump, for my love

When you are next to me, oh, I come alive
Your love burns inside
Feels so right
Come to me if you want me tonight, jump

Jump, if you want to taste my kisses in the night then
Jump, jump, jump
Jump, you know my heart can make you happy
Jump, you know these arms can feel you up
Jump in, you want to taste my kisses in the night then
Jump, jump, for my love

Jump, come on, and jump on in
Jump, you know I need you
Jump in, I got to have you, yeah
Jump, jump, for my love
Got to have you
Jump, yeah, yeah
Jump, yeah yeah yeah yeah
Jump in, hey yeah, come on and jump
Jump, jump, for my love, oh, oh yeah
Jump, ooh ooh
Jump, oh baby
Jump in, yeah, ooh yeah
Jump in, come on in
Jump, jump, for my love
Jump","Disco, pop, soul, 80s, female vocalists"
18,19,"""Talking in Your Sleep""",The Romantics,"36 ContributorsTalking in Your Sleep Lyrics“Talking in Your Sleep” was a single from The Romantics‘ 1983 album In Heat.
The song peaked at #3 on the Billboard Hot 100 and topped Billboard’s Hot Dance Music\Club Play chart for two weeks in December of… Read More 
When you close your eyes and you go to sleep
And it's down to the sound of a heartbeat
I can hear the things that you're dreaming about
When you open up your heart and the truth comes out

You tell me that you want me
You tell me that you need me
You tell me that you love me
And I know that I'm right
'Cause I hear it in the night

I hear the secrets that you keep
When you're talking in your sleep
I hear the secrets that you keep
When you're talking in your sleep

When I hold you in my arms at night
Don't you know you're sleeping in the spotlight
And all your dreams that you keep inside
You're telling me the secrets that you just can't hide

You tell me that you want me
You tell me that you need me
You tell me that you love me
And I know that I'm right
'Cause I hear it in the night

I hear the secrets that you keep
When you're talking in your sleep
I hear the secrets that you keep
When you're talking in your sleep
I hear the secrets that you keep
When you're talking in your sleep
I hear the secrets that you keep
When you're talking in your sleep

When you close your eyes and you fall asleep
Everything about you is a mystery

You tell me that you want me
You tell me that you need me
You tell me that you love me
And I know that I'm right
'Cause I hear it in the night

I hear the secrets that you keep
When you're talking in your sleep
I hear the secrets that you keep
When you're talking in your sleep
I hear the secrets that you keep
When you're talking in your sleep
I hear the secrets that you keep
When you're talking in your sleep
I hear the secrets that you keep
When you're talking in your sleep
I hear the secrets that you keep","new wave, 80s, power pop, rock, pop"
19,20,"""Self Control""",Laura Branigan,"46 ContributorsTranslationsDeutschفارسیSelf Control Lyrics“Self Control” is the lead single and title track of Branigan’s third album. The song explores “losing your self-control to the night or to someone”.
It was an international smash hit, reaching #1 in four… Read More 
Oh, the night is my world
City light painted girl
In the day, nothing matters
It's the nighttime that flatters
In the night, no control
Through the wall something's breaking
Wearing white as you're walkin'
Down the street of my soul

You take my self, you take my self control
You got me livin' only for the night
Before the morning comes, the story's told
You take my self, you take my self control
Another night, another day goes by
I never stop myself to wonder why
You help me to forget to play my role
You take my self, you take my self control

I, I live among the creatures of the night
I haven't got the will to try and fight
Against a new tomorrow, so I guess I'll just believe it
That tomorrow never comes
A safe night (You take my self, you take my self control)
I'm living in the forest of a dream (You take my self, you take my self control)
I know the night is not as it would seem (You take my self, you take my self control)
I must believe in something, so I'll make myself believe it (You take my self, you take my self control)
This night will never go

Oh-oh-oh, oh-oh-oh
Oh-oh-oh, oh-oh-oh
Oh-oh-oh, oh-oh-oh
Oh-oh-oh, oh-oh-oh

Oh, the night is my world
City light painted girl
In the day, nothing matters
It's the nighttime that flatters

I, I live among the creatures of the night
I haven't got the will to try and fight
Against a new tomorrow, so I guess I'll just believe it
That tomorrow never comes
A safe night (You take my self, you take my self control)
I'm living in the forest of a dream (You take my self, you take my self control)
I know the night is not as it would seem (You take my self, you take my self control)
I must believe in something, so I'll make myself believe it (You take my self, you take my self control)
This night will never go

Oh-oh-oh, oh-oh-oh
Oh-oh-oh, oh-oh-oh
Oh-oh-oh

You take my self, you take my self control (Oh-oh-oh, oh-oh-oh)
You take my self, you take my self control (Oh-oh-oh, oh-oh-oh)
You take my self, you take my self control (Oh-oh-oh, oh-oh-oh)
You take my self, you take my self control (Oh-oh-oh, oh-oh-oh)
You take my self, you take my self control (Oh-oh-oh, oh-oh-oh)
You take my self, you take my self control (Oh-oh-oh, oh-oh-oh)
You take my self, you take my self control (Oh-oh-oh, oh-oh-oh)
You take my self, you take my self control (Oh-oh-oh, oh-oh-oh)","80s, pop, female vocalists, dance, Disco"
20,21,"""Let's Go Crazy""",Prince & the Revolution,"78 ContributorsTranslationsEspañolPolskiDeutschLet’s Go Crazy Lyrics“Let’s Go Crazy” opens Purple Rain, both the movie and the album. The song opens with a eulogy-style sermon.
Counter to what you might expect from the song’s title, the song calls on listeners to rise above… Read More 
Dearly beloved
We are gathered here today
To get through this thing called ""life""
Electric word, life
It means forever, and that's a mighty long time
But I'm here to tell you there's something else:
The afterworld
A world of never ending happiness
You can always see the sun, day or night
So when you call up that shrink in Beverly Hills
You know the one, Dr. Everything'll-Be-All-Right
Instead of asking him how much of your time is left
Ask him how much of your mind, babe
'Cause in this life
Things are much harder than in the afterworld
In this life
You're on your own
And if de-elevator tries to bring you down
Go crazy (Punch a higher floor)
Whoo

If you don't like
The world you're living in
Take a look around
At least you got friends
You see, I called my old lady
For a friendly word
She picked up the phone
Dropped it on the floor
""Ah, ah,"" is all I heard

Are we gonna let de-elevator bring us down?
Oh, no, let's go

Let's go crazy
Let's get nuts
Let's look for the purple banana
Until they put us in the truck, let's go
Come..

We're all excited
But we don't know why
Maybe it's 'cause
We're all gonna die
And when we do (When we do)
What's it all for? (What's it all for?)
You better live now
'Fore the grim reaper come knocking on your door

Tell me, are we gonna let de-elevator bring us down?
Oh, no, let's go

Let's go crazy
Let's get nuts
Look for the purple banana
Until they put us in the truck, let's go

C'mon, baby
Let's get nuts
Yeah
(Crazy)
Let's go crazy

Are we gonna let de-elevator bring us down?
Oh, no, let's go
Go (Go crazy)
Whoo!

I said let's go crazy (Go crazy)
Let's go (Let's go)
Go (Let's go)

Dr. Everything'll-Be-All-Right
Will make everything go wrong
Pills and thrills and daffodils will kill
Hang tough, children
He's coming
He's coming
Coming


Take me away!","funk, pop, rock, soul, 80s"
21,22,"""Say It Isn't So""",Daryl Hall & John Oates,"12 ContributorsSay It Isn’t So LyricsA single from their “Rock N Soul” Greatest hits album, this song peaked at number 2 back in 1983, having been held back from number one by the Michael Jackson/Paul McCartney collaboration “Say Say Say”.
… Read More 
Say it
Say it isn't so
Say it
Say it isn't so

Say it isn't so painful
To tell me that you're dissatisfied
The last time I asked you, I really got a lame excuse
I know that you lied
Now wicked things can happen
You see em' goin' down in war
But when you play in a quiet way
That bites it even more

Say it
Tell me what you want
Yeah, I'll do it, Baby, I promise right now
Say it
Who propped you up when you were stopped
Low motivation had you on the ground?

I know your first reaction
You slide away, hide away, goodbye
But if there's a doubt, maybe I can give out
A thousand reasons why you have to say it isn't so

It isn't so
Now say It isn't so
It isn't so
Now say it isn't so
It isn't so
Oh, say it isn't so
It isn't so

Say it
We like to be the strangers at the party
Two rebels in a shell
Say it
You like to move with the best of them
You know we, move so well

Don't need someone to lean on
I know why there's an open door
But if I'm faced with being replaced
I want you even more
So baby, say it isn't so

It isn't so
Now say It isn't so
It isn't so
Now say it isn't so
It isn't so
Oh, say it isn't so
It isn't so

Say it
Say it isn't so
Say it
Say it isn't so
Say it
Say it isn't so

Why you wanna go
Do you have to say
You wanna go?
Ooh, oh baby say it isn't

Say it isn't
Say, say, say it isn't
Say it isn't
So
So, say it isn't
Why you have to say it isn't
Say it isn't
So
Say it isn't
So
So, say it isn't
I know its so hard for you
Say it isn't
So hard
Say it isn't
Don't say it, babe
So, say it isn't
There must be some other way
Don't have to
Say it isn't
Some other way
So, say it isn't
Ha, you don't have to say
Say it isn't
Oh, you don't have to say
So, say it isn't
Ooh, you know I wanna make you
Say it isn't
Say it isn't
So","80s, pop, soft rock, classic rock, rock"
22,23,"""Hold Me Now""",Thompson Twins,"35 ContributorsHold Me Now Lyrics“Hold Me Now” remains Thompson Twins biggest and most-remembered song of their career, reaching the top 10 in several countries including a #3 peak in the US in the spring of 1984. It was written after an… Read More 
I have a picture
Pinned to my wall
An image of you and of me and we're laughing, we're loving it all
But look at our life now
All tattered and torn
We fuss and we fight and delight in the tears that we cry until dawn
Oh, oh

Hold me now, woah
Warm my heart
Stay with me
Let lovin' start, let lovin' start

You say I'm a dreamer
We're two of a kind
Both of us searching for some perfect world we know we'll never find
So, perhaps I should leave here
Yeah, yeah, and go far away
But you know that there's nowhere that I'd rather be than with you here today
Oh, woah, oh, woah

Hold me now, woah
Warm my heart
Stay with me
Let lovin' start, let lovin' start, woah
Hold me now, woah
Warm my heart
Stay with me
Let lovin' start, let lovin' start
Woah

You ask if I love you
Well, what can I say?
You know that I do and that this is just one of those games that we play
So, I'll sing you a new song
Please don't cry anymore
I'll even ask your forgiveness, though I don't know just what I'm asking it for
Oh, woah, oh, woah, oh-oh

Hold me now (Hold me in your lovin' arms), woah
Warm my heart (Warm my cold and tired heart)
Stay with me (Stay with me)
Let lovin' start, let lovin' start
Woah, hold me now (Hold me in your lovin' arms), woah
Warm my heart (Warm my cold and tired heart)
Stay with me (Stay with me)
Let lovin' start, let lovin' start
Woah, hold me now (Hold me in your lovin' arms), woah
Warm my heart (Warm my cold and tired heart)
Stay with me (Stay with me)
Let lovin' start, let lovin' start
Woah, hold me now (Hold me in your lovin' arms), woah
Warm my heart (Warm my cold and tired heart)
Stay with me (Stay with me)
Let lovin' start, let lovin' start
Woah, hold me now (Hold me in your lovin' arms), woah
Warm my heart (Warm my cold and tired heart)
Stay with me (Stay with me)
Let lovin' start, let lovin' start","new wave, 80s, pop, synth pop, synthpop"
23,24,"""Joanna""",Kool & the Gang,"16 ContributorsJoanna LyricsJoanna is an R&B/Pop song by Kool & the Gang. It was released in 1983 on the album, In the Heart, and as a single on December 17, 1983. It peaked at #2 in the US for one week, behind “Karma Chameleon” by… Read More 
Joanna, I love you
You're the one, the one for me

I'm in love, and I won't lie
She's my girl and always on my mind
She gives me her love, and a feeling that's right
Never lets me down, especially at night
So, I'm gonna do the best I can
To please that girl and be her only man
See, she picks me up when I'm feelin' low
And that's why baby, I've got to let you know

Joanna, I love you
You're the one, the one for me, my baby

She's the one, the one for me
She's the kind of girl makes you feel nice
So, I'll try my best to do what's right
Take her for a ride, everything's fine

Joanna, I love you
You're the one, the one for me

Searched so far, searched so long
To find someone, someone to count on
Now I feel I've got it right here
Found it in you, baby, you, my dear
We can do all night, so nice
We'll have it all, and everything will be alright
I'm promising you, take it from me
Take it home, baby, take it home, baby

She's the one, the one for me
She's the kind of girl makes you feel nice, so
I'll try my best to do what's right
Take her for a ride, everything's fine

Ooh, Joanna
Ooh, Joanna

Joanna, I love you
You're the one, the one for me (Ooh, yeah)

Joanna, I love you (Yes, I love you)
You're the one, the one for me
Believe me, babe (When I say)","funk, soul, Disco, 70s, 80s"
24,25,"""I Just Called to Say I Love You""",Stevie Wonder,"50 ContributorsTranslationsРусский (Russian)CatalàDeutschEspañolI Just Called to Say I Love You LyricsThis song was written, produced, and performed by Stevie Wonder for Gene Wilder’s October 1984 romantic-comedy, The Woman in Red. The song won both the Golden Globe and Academy Award for Best Original Song… Read More 
No New Year's Day to celebrate
No chocolate-covered candy hearts to give away
No first of spring, no song to sing
In fact, here's just another ordinary day

No April rain, no flowers bloom
No wedding Saturday within the month of June
But what it is, it's something true
Made up of these three words that I must say to you

I just called to say I love you
I just called to say how much I care
I just called to say I love you
And I mean it from the bottom of my heart

No summer's high, no warm July
No harvest moon to light one tender August night
No autumn breeze, no falling leaves
Not even time for birds to fly to southern skies

No Libra sun, no Halloween
No giving thanks to all the Christmas joy you bring
But what it is, though old, so new
To fill your heart like no three words could ever do

I just called to say I love you
I just called to say how much I care, I do
I just called to say I love you
And I mean it from the bottom of my heart
I just called to say I love you, yeah
I just called to say how much I care, I do
I just called to say I love you
And I mean it from the bottom of my heart

Of my heart, of my heart
Baby, of my heart","soul, funk, motown, pop, rnb"
25,26,"""Somebody's Watching Me""",Rockwell,"90 ContributorsTranslationsDeutschSomebody’s Watching Me Lyrics“Somebody’s Watching Me” is Rockwell’s biggest hit. Released on January 14, 1984, it peaked at #2 on the Billboard 100, and was certified gold in the US. It also reached the top 10 in eight countries overseas… Read More 
Who's watching?
Tell me, who's watching?
Who's watching me?

I'm just an average man with an average life
I work from nine to five, hey, hell, I pay the price
All I want is to be left alone in my average home
But why do I always feel like I'm in The Twilight Zone? And

I always feel like somebody's watchin' me
And I have no privacy (Oh-oh-oh)
I always feel like somebody's watchin' me
Tell me, is it just a dream?

When I come home at night
I bolt the door real tight
People call me on the phone, I'm trying to avoid
But can the people on TV see me, or am I just paranoid?
When I'm in the shower, I'm afraid to wash my hair
'Cause I might open my eyes and find someone standing there
People say I'm crazy, just a little touched
But maybe showers remind me of Psycho too much, that's why

I always feel like somebody's watchin' me
And I have no privacy (Oh-oh-oh)
I always feel like somebody's watchin' me
Who's playing tricks on me?


(Who's watching me?) I don't know anymore
Are the neighbors watching me? (Who's watching?)
Well, is the mailman watching me? (Tell me, who's watching?)
And I don't feel safe anymore, oh, what a mess
I wonder who's watching me now (Who?), the IRS?

I always feel like somebody's watchin' me
And I have no privacy (Oh-oh-oh)
I always feel like somebody's watchin' me
Tell me, is it just a dream?
I always feel like somebody's watchin' me (Hee-hee-hee)
And I have no privacy (Oh-oh-oh-oh)
I always feel like somebody's watchin' me
Who's playing tricks on me? (Who's watching?)

Oh-oh-oh
(Who's watching me?)
I always feel like somebody's watchin' me
Ooh, now, ah, ooh
I always feel like somebody's watchin' me
(Who's watching me?)
I always feel like somebody's watchin' me
Ooh, now, ah, ooh
I always feel like somebody's watchin' me
(Who's watching me?)

I always feel like somebody's watchin' me
And I have no privacy (Oh-oh-oh-oh)
I always feel like somebody's watchin' me
I can't enjoy my tea (Who's watching me?)
I always feel like somebody's watchin' me
Can I have my privacy? (Oh-oh-oh)
I always feel like somebody's watchin' me
Who's watching me? (Who's watching me?)
I always feel like somebody's watchin' me
Hee-hee, oh-oh-oh-oh
I always feel like somebody's watchin' me
Stop playing tricks on me, yeah (Who's watching me?)
I always feel like somebody's watchin' me
Why don't they leave me be? (Oh-oh-oh)
I always feel like somebody's watchin' me
I can't enjoy my tea (Who's watching me?)","Drum and bass, pop, 80s, electronic, dnb"
