Unnamed: 0,No.,Title,Artist(s),lyrics,genres
27,28,"""Boyfriend""",Justin Bieber,"106 ContributorsTranslationsTürkçeDeutschBoyfriend LyricsThe song was the first to be released from Bieber’s 2012 album Believe. It gained a lot of attention due to the sound — much different from Justin’s other material.
With “Boyfriend”, he proved that he wasn’t… Read More 
If I was your boyfriend, I'd never let you go
I could take you places you ain’t never been before
Baby, take a chance, or you'll never ever know
I got money in my hands that I'd really like to blow
Swag swag swag, on you
Chillin' by the fire while we eating fondue
I don't know about me, but I know about you
So say hello to falsetto in three, two, swag

I'd like to be everything you want
Hey girl, let me talk to you

If I was your boyfriend, I'd never let you go
Keep you on my arm, girl, you'd never be alone
And I can be a gentleman, anything you want
If I was your boyfriend, I'd never let you go, I'd never let you go

Tell me what you like, yeah, tell me what you don't
I could be your Buzz Lightyear, fly across the globe
I don't never wanna fight, yeah, you already know
I'ma make you shine bright, like you’re laying in the snow, burr
Girlfriend, girlfriend, you could be my girlfriend
You could be my girlfriend until the-the-the world ends
Make you dance, do a spin, and a twirl, and
Voice goin' crazy on this hook, like a whirl wind
Swaggy

I'd like to be everything you want
Hey girl, let me talk to you

If I was your boyfriend, I'd never let you go
Keep you on my arm, girl, you'd never be alone
And I can be a gentleman, anything you want
If I was your boyfriend, I'd never let you go, I'd never let you go

So give me a chance 'cause you're all I need, girl
Spend a week with your boy, I'll be calling you my girlfriend
If I was your man (If I was your man), I'd never leave you, girl
I just wanna love and treat you right
If I was your boyfriend, I'd never let you go (Oh yeah)
Keep you on my arm, girl, you'd never be alone (Never be alone)
And I could be a gentleman (A gentleman, ooh), anything you want
If I was your boyfriend (Boyfriend), I'd never let you go
I'd never let you go (If I was your boyfriend)

(Uh) Na-na-na (Yeah), na-na-na, (Uh) na-na-na, yeah, girl
(Uh) Na-na-na (Yeah), na-na-na, yeah, if I was your boyfriend
(Uh) Na-na-na (Yeah), na-na-na, (Uh) na-na-na, hey
(Uh) Na-na-na (Yeah), na-na-na, hey, if I was your boyfriend","pop, black metal, rnb, justin bieber, Hip-Hop"
28,29,"""Party Rock Anthem""",LMFAO featuring Lauren Bennett and GoonRock,"152 ContributorsTranslationsPortuguêsDeutschParty Rock Anthem Lyrics“Party Rock Anthem” is the first single off Party Rock Anthem’s sophomore album Sorry for Party Rocking. Its electronic, club-friendly production and catchy chorus propelled it to #1 on the Billboard Hot 100,… Read More 
Party Rock
Yeah
Woo
Let's go

Party Rock is in the house tonight
Everybody just have a good time (Yeah)
And we gon' make you lose your mind (Woo)
Everybody just have a good time (Clap)
Party Rock is in the house tonight (Oh)
Everybody just have a good time (I can feel it, baby)
And we gon' make you lose your mind (Yeah)
We just wanna see you
Shake that

In the club, Party Rock
Looking for your girl? She on my jock (Huh)
Non-stop when we in the spot
Booty moving weight like she on the block (Woo)
Where the drank? I gots to know
Tight jeans, tattoo, 'cause I'm rock and roll
Half-black, half-white, domino
Gainin' money, Oprah, dough

Yo, I'm runnin' through these hoes like Drano
I got that devilish flow, rock and roll, no halo
We Party Rock, yeah, that's the crew that I'm reppin'
On the rise to the top, no Led in our Zeppelin (Hey)

Party Rock is in the house tonight (Woo)
Everybody just have a good time (Yeah)
And we gon' make you lose your mind
Everybody just have a good time (Let's go)
Party Rock is in the house tonight
Everybody just have a good time (I can feel it, baby)
And we gon' make you lose your mind
We just wanna see you
Shake that

Every day I'm shufflin'
(Shake)
Shufflin', shufflin' (Shake)

Step up fast and be the first girl to make me throw this cash
We get money, don't be mad, now stop, hatin' is bad
One more shot for us (Another round)
Please fill up my cup (Don't mess around)
We just wanna see (You shake it now)
Now you home with me (You're naked now)

Get up, get down, put your hands up to the sound
Get up, get down, put your hands up to the sound
Get up, get down, put your hands up to the sound (Woo)
Put your hands up to the sound, put your hands up to the sound (Let's go)
Get up, get up, get up, get up
Get up, get up, get up, get up (Yeah)
Get up, put your hands up to the sound, to the sound (Woo)
Put your hands up, put your hands up, put your hands up, put your hands up

Party Rock is in the house tonight (Put your hands up; woo)
Everybody just have a good time (Put your hands up; yeah)
And we gon' make you lose your mind (Put your hands up)
Everybody just have a good, good, good time

Oh (Put your hands up)
Oh (I can feel it, baby)
Oh (Put your hands up)
Oh (Put your hands up)
Shake that
Every day I'm shu-ffl-fflin'
Put your, put your
Put your, put your (Yeah)
Put your, put your (Woo)
—nds up
Put your, put your
Your hands up
Your hands up
Put your hands up",
29,30,"""Too Close""",Alex Clare,"49 ContributorsTranslationsDeutschToo Close Lyrics“Too Close” is the second single and fourth track of Alex Clare’s debut album The Lateness of the Hour . It was released on 15th April 2011.
The song became popular after it was used in an advert for… Read More 
You know I'm not one to break promises
I don't want to hurt you, but I need to breathe
At the end of it all, you're still my best friend
But there's something inside that I need to release

Which way is right?
Which way is wrong?
How do I say that I need to move on?
You know we're heading separate ways

And it feels like I am just too close to love you
There's nothing I can really say
I can't lie no more
I can't hide no more
Got to be true to myself
And it feels like I am just too close to love you
So I'll be on my way

You've given me more than I can return
Yet there's oh so much that you deserve
Nothing to say, nothing to do
I've nothing to give, I must live without you
You know we're heading separate ways

And it feels like I am just too close to love you
There's nothing I can really say
I can't lie no more
I can't hide no more
Got to be true to myself
And it feels like I am just too close to love you
So I'll be on my way

So I'll be on my way

And it feels like I am just too close to love you
There's nothing I can really say
I can't lie no more
I can't hide no more
Got to be true to myself
And it feels like I am just too close to love you
So I'll be on my way

So I'll be on my way
So I'll be on my way","dubstep, electronic, soul, british, pop rock"
30,31,"""Part of Me""",Katy Perry,"59 ContributorsTranslationsPortuguêsItalianoEspañolČeskyTürkçePart Of Me Lyrics“Part of Me” details a relationship in which a man holds Katy down. He took a lot of things away from her, but she tells him that there’s still a part of her left that he will never be able to take away-… Read More 
Days like this, I want to drive away
Pack my bags and watch your shadow fade

You chewed me up and spit me out
Like I was poison in your mouth
You took my light, you drained me down
But that was then and this is now
Now look at me

This is the part of me
That you're never gonna ever take away from me, no
This is the part of me
That you're never gonna ever take away from me, no
Throw your sticks and your stones
Throw your bombs and your blows
But you're not gonna break my soul
This is the part of me
That you're never gonna ever take away from me, no

I just wanna throw my phone away
Find out who is really there for me

You ripped me off, your love was cheap
Was always tearing at the seams
I fell deep, you let me drown
But that was then and this is now
Now look at me

This is the part of me
That you're never gonna ever take away from me, no
This is the part of me
That you're never gonna ever take away from me, no
Throw your sticks and your stones
Throw your bombs and your blows
But you're not gonna break my soul
This is the part of me
That you're never gonna ever take away from me, no

Now look at me, I'm sparkling
A firework, a dancing flame
You won't ever put me out again
I'm glowing, oh whoa
So you can keep the diamond ring
It don't mean nothing anyway
In fact, you can keep everything, yeah, yeah
Except for me

This is the part of me
That you're never gonna ever take away from me, no
This is the part of me
That you're never gonna ever take away from me, no (Away from me)
Throw your sticks and your stones
Throw your bombs and your blows
But you're not gonna break my soul (My soul)
This is the part of me
That you're never gonna ever take away from me, no

This is the part of me (No)
Away from me (No)
This is the part of me
(No)

Throw your sticks and your stones
Throw your bombs and your blows
But you're not gonna break my soul
This is the part of me
That you're never gonna ever take away from me, no","pop, female vocalists, pop rock, indie, rock"
31,32,"""Young, Wild & Free""",Snoop Dogg and Wiz Khalifa featuring Bruno Mars,"117 ContributorsYoung, Wild & Free LyricsThe lead single from Snoop Dogg and Wiz Khalifa’s film Mac and Devin Go To Highschool.
The song features a drum sample from Tom Scott’s “Sneakin' in the Back.”
Is this thing on? Word

So what we get drunk?
So what we smoke weed?
We're just having fun
We don't care who sees (Shit)
So what we go out? (Ayy, lemme get a lighter, please?)
That's how it's supposed to be ('Cause you know I'm high as fuck and I forgot one)
Living young and wild and free (Keep that in there)

Ah, ah-ah
So what, I keep 'em rolled up?
Saggin' my pants, not carin' what I show
Keep it real with my niggas, keep it player for these hoes
It look clean, don't it?
Washed it the other day, watch how you lean on it
Give me some 501 jeans on it
Roll joints bigger than King Kong's fingers
And smoke them hoes down 'til they stingers
You a class clown and if I skip for the day
I'm with your bitch smokin' grade A

You know what? It's like I'm seventeen again
Peach fuzz on my face, lookin' on the case
Tryna find a hella taste, oh, my God
I'm on the chase, Chevy, It's gettin' kinda heavy, relevant, sellin' it
Dippin' away, time keeps slippin' away
Zip in the safe, flippin' for pay
Tippin' like I'm drippin' in paint
Upfront, four blunts, like, ""Khalifa put the weed in a J""

So what we get drunk?
So what we smoke weed?
We're just having fun
We don't care who sees
So what we go out?
That's how it's supposed to be
Living young and wild and free

Uh, and I don't even care
'Cause if me and my team in there
There's gon' be some weed in the air
Tell 'em, Mac
Blowin' everywhere we goin' and now you knowin'
When I step right up, get my lighter so I can light up
That's how it should be done
Soon as you thinkin' you're down
Find how to turn things around
Now things are lookin' up
From the ground up, pound up, this Taylor Gang
So turn my sound up and mount up and do my thang
Uh, now I'm chillin', fresh outta class, feelin'
Like I'm on my own and I could probably own a building
Got my own car, no job, no children
Had a science project, me and Mac killed it
T-H-C, M-A-C, D-E-V, H-D-3, high as me
This is us, we gon' fuss
And we gon' fight and we gon' roll
And live off life

So what we get drunk?
So what we smoke weed?
We're just having fun
We don't care who sees
So what we go out?
That's how it's supposed to be
Living young and wild and free

Yeah, roll one, smoke one
When you live like this, you're supposed to party
Roll one, smoke one, and we all just havin' fun
So we just roll one, smoke one
When you live like this, you're supposed to party
Roll one, smoke one, and we all just havin' fun

So what we get drunk?
So what we smoke weed?
We're just having fun
We don't care who sees
So what we go out?
That's how it's supposed to be
Living young and wild and free",
32,33,"""We Are Never Ever Getting Back Together""",Taylor Swift,"114 ContributorsTranslationsEspañolPortuguêsFrançaisDeutschsrpskiČeskyCatalàWe Are Never Ever Getting Back Together LyricsTaylor Swift refuses to continue an on-and-off relationship with her boyfriend and declares that “We Are Never Ever Getting Back Together”.
The song was released as the lead single for Taylor Swift’s fourth… Read More 
I remember when we broke up the first time
Saying, ""This is it, I've had enough,"" 'cause like
We hadn't seen each other in a month
When you said you needed space (What?)
Then you come around again and say
""Baby, I miss you and I swear I'm gonna change, trust me""
Remember how that lasted for a day?
I say, ""I hate you,"" we break up, you call me, ""I love you""

Ooh-ooh-ooh-ooh-ooh
We called it off again last night, but
Ooh-ooh-ooh-ooh-ooh
This time, I'm telling you, I'm telling you

We are never, ever, ever getting back together
We are never, ever, ever getting back together
You go talk to your friends, talk to my friends, talk to me
But we are never, ever, ever, ever getting back together
Like, ever

I'm really gonna miss you picking fights
And me falling for it, screaming that I'm right
And you would hide away and find your peace of mind
With some indie record that's much cooler than mine

Ooh-ooh-ooh-ooh-ooh
You called me up again tonight, but
Ooh-ooh-ooh-ooh-ooh
This time, I'm telling you, I'm telling you

We (We) are never, ever, ever getting back together
We are never, ever, ever getting back together
You go talk to your friends, talk to my friends, talk to me (Talk to me)
But we are never, ever, ever, ever getting back together

Ooh-ooh-ooh-ooh-ooh (Yeah)
Ooh-ooh-ooh-ooh-ooh-ooh (Yeah)
Ooh-ooh-ooh-ooh-ooh (Yeah)
Oh-oh-oh

I used to think that we were forever, ever
And I used to say, ""Never say never""
Ugh, so he calls me up and he's like, ""I still love you""
And I'm like, ""I just, I mean, this is exhausting, you know?
Like, we are never getting back together, like, ever""

(No) We are never, ever, ever getting back together
We are never, ever, ever (Ooh) getting back together
You go talk to your friends, talk to my friends, talk to me
But we are never, ever, ever, ever getting back together

We (Ooh-ooh-ooh-ooh-ooh, ooh-ooh-ooh, no)
Getting back together
We (Ooh-ooh-ooh-ooh-ooh, oh, oh)
Getting back together (Yeah)
You go talk to your friends, talk to my friends, talk to me (Talk to me)
But we are never, ever, ever, ever getting back together","country, pop, female vocalists, singer-songwriter, acoustic"
33,34,"""As Long as You Love Me""",Justin Bieber featuring Big Sean,"140 ContributorsTranslationsTürkçeAs Long as You Love Me LyricsThird and final promotion single off his third album Believe which was released on iTunes on June 11th, 2012.
The collaboration with an established rapper, Big Sean, surprised many people, but it seemed to… Read More 
As long as you love me
As long as you love me
As long as you love me

We're under pressure
Seven billion people in the world tryna fit in
Keep it together
Smile on your face, even though your heart is frowning
But hey now (Hey now), you know, girl (You know, girl)
We both know, it's a cruel world
But I will take my chances

As long as you love me
We could be starving, we could be homeless, we could be broke
As long as you love me
I'll be your platinum, I'll be your silver, I'll be your gold
As long as you love me, love me
As long as you love me, love me

I'll be your soldier
Fighting every second of the day for your dreams, girl
I'll be your Hova
You could be my Destiny's Child on the scene, girl
So don't stress (Don't stress), and don't cry (And don't cry)
Oh, we don't need no wings to fly
Just take (Take), my hand

As long as you love me
We could be starving, we could be homeless, we could be broke
As long as you love me
I'll be your platinum, I'll be your silver, I'll be your gold
As long as you love me, love me
As long as you love me, love me

Woah, woah, B-I-G
I don't know if this makes sense, but, you're my hallelujah
Give me a time and place, I'll rendezvous it, I'll fly you to it, I'll beat you there
Girl, you know I got you
Us, trust, a couple things I can't spell without 'U'
Now we on top of the world (World) 'cause that's just how we do (Do it)
Used to tell me sky's the limit, now the sky's our point of view
Man, we stepping out, like woah (Oh God)
Cameras point and shoot (Shoot)
Ask me what's my best side, I stand back and point at you, you, you
The one that I argue with, feel like I need a new girl to be bothered with
But the grass ain't always greener on the other side
It's green where you water it
So I know, we got issues, baby, true, true, true
But I'd rather work on this with you
Than to go ahead and start with someone new
As long as you love me

As long as you love me (Yeah, yeah, baby)
We could be starving, we could be homeless, we could be broke
As long as you love me
I'll be your platinum (Platinum), I'll be your silver, I'll be your gold

As long as you love me
As long as you love me
As long as you love me (I'll be your silver, I'll be your gold)
As long as you love me, you love me, you love me (It's all I want, baby)
As long as you love me, you love me (Please don't go)
As long as you love me, as long as you love me
As long as you love me, yeah
As long as you love me","pop, black metal, rnb, justin bieber, Hip-Hop"
34,35,"""Turn Me On""",David Guetta featuring Nicki Minaj,"51 ContributorsTranslationsEspañolTurn Me On LyricsThe fifth single from Nothing but the Beat, “Turn Me On” continued Nicki Minaj’s trend of Billboard Top 10 hits and features Guetta ever-formulaic production.
Doctor, doctor, need you back home, baby
Doctor, doctor, where ya at? Give me something
I need your love, I need your love, I need your lovin'
You got that kind of medicine that keeps me comin'

My body needs a hero, come and save me
Something tells me you know how to save me
I've been feeling weird, oh
Oh, I need you to come and rescue me
Oh-oh, oh, oh

Make me come alive, come on and turn me on
Touch me, save my life, come on and turn me on
I'm too young to die, come on and turn me on
Turn me on, turn me on, turn me on, turn me on
Make me come alive, come on and turn me on
Touch me, save my life, come on and turn me on
I'm too young to die, come on and turn me on
Turn me on, turn me on, turn me on, turn me on

Boy, you make it, make it right
My temperature is super high
If I scream, if I cry
It's only 'cause I feel alive

My body needs a hero, come and save me
Something tells me you know how to save me
I've been feeling weird, oh
Oh, I need you to come and rescue me
Oh-oh, oh, oh

Make me come alive, come on and turn me on
Touch me, save my life, come on and turn me on
I'm too young to die, come on and turn me on
Turn me on, turn me on, turn me on, turn me on
Make me come alive, come on and turn me on
Touch me, save my life, come on and turn me on
I'm too young to die, come on and turn me on
Turn me on, turn me on, turn me on, turn me on

You've got my life in the palm of your hands (Palm of your hands)
Come and save me now, I know you can (I know you can)

Ah, ah
D-d-d-d-don't let me die young
I just want you to father my young
I just want you to be my doctor
We can get it cracking, chiropractor
I-I-I-I-I-I-I-I-I
I know you can save me and make me feel alive

Make me come alive, come on and turn me on
Touch me, save my life, come on and turn me on
I'm too young to die, come on and turn me on
Turn me on, turn me on, turn me on, turn me on","House, dance, electronic, club, techno"
35,36,"""Moves like Jagger""",Maroon 5 featuring Christina Aguilera,"97 ContributorsTranslationsDeutschفارسیPolskiEspañolMoves Like Jagger Lyrics“Moves Like Jagger” was first performed on an episode of The Voice, a singing competition which Adam Levine and Christina both judge. It peaked at number one on the Billboard Hot 100, becoming Adam Levine &… Read More 
Oh, na
Oh

Just shoot for the stars if it feels right
Then aim for my heart if you feel like it
Take me away, and make it okay
I swear I'll behave
You wanted control, so we waited
I put on a show, now we're naked
You say I'm a kid, my ego is big
I don't give a shit

And it goes like this (Uh)
Take me by the tongue and I'll know you (Uh)
Kiss me 'til you're drunk and I'll show you
All the moves like Jagger
I've got them moves like Jagger
I've got them moves like Jagger (Uh)
I don't need to try to control you (Uh)
Look into my eyes and I'll own you
With them moves like Jagger
I've got them moves like Jagger
I've got them moves like Jagger

Maybe it's hard when you feel like
You're broken and scarred, nothing feels right
But when you're with me, I'll make you believe
That I've got the key
Oh, so get in the car, we can ride it
Wherever you want, get inside it
And you wanna steer, but I'm shifting gears
I'll take it from here (Oh, yeah, yeah)
And it goes like this (Uh)
Take me by the tongue and I'll know you (Uh)
Kiss me 'til you're drunk and I'll show you
All the moves like Jagger
I've got them moves like Jagger
I've got them moves like Jagger (Woo, uh)
I don't need to try to control you (Oh yeah, uh)
Look into my eyes and I'll own you
With them moves like Jagger
I've got them moves like Jagger (Yeah, yeah, yeah)
I've got them moves like Jagger

Uh, you wanna know how to make me smile?
Take control, own me just for the night (Ah)
And if I share my secret, you're gonna have to keep it (Shh)
Nobody else can see this (Ah, uh)
So watch and learn, I won't show you twice
Head to toe, ooh, baby, rub me right, yeah
And if I share my secret, you're gonna have to keep it
Nobody else can see this, hey, hey, hey, yeah

And it goes like this (Uh)
Take me by the tongue and I'll know you (Take me by the tongue, uh)
Kiss me 'til you're drunk and I'll show you (Yeah, yeah)
All the moves like Jagger
I've got them moves like Jagger
I've got them moves like Jagger (Oh yeah; woo, uh)
I don't need to try to control you (Yeah, ooh; uh)
Look into my eyes and I'll own you (Oh-oh)
With them moves like Jagger
I've got them moves like Jagger
I've got them moves like Jagger","dance, pop, rock, sexy, maroon 5"
36,37,"""Blow Me (One Last Kiss)""",Pink,"34 ContributorsBlow Me (One Last Kiss) Lyrics“Blow Me (One Last Kiss)” is a song by American singer Pink, released as the lead single from her sixth album, The Truth About Love.
White knuckles
And sweaty palms from hanging on too tight
Clenched shut jaw
I've got another headache again tonight
Eyes on fire, eyes on fire
And they burn from all the tears
I've been crying, I've been crying
I've been dying over you
Tie a knot in the rope
Tryna hold, tryna to hold
But there's nothing to grab
So I let go

I think I finally had enough
I think I maybe think too much
I think this might be it for us
Blow me one last kiss
You think I'm just too serious
I think you're full of shit
My head is spinning so
Blow me one last kiss
Just when it can't get worse
I've had a shit day
You had a shit day
We've had a shit day
I think that life's too short for this
I want back my ignorance and bliss
I think I've had enough of this
Blow me one last kiss

I won't miss
All of the fighting that we always did
Take it in
I mean what I say when I say there is nothing left
No more sick Whiskey dick
No more battles for me
You'll be calling a trick
'Cause you no longer sleep
I'll dress nice, I'll look good
I'll go dancing alone
I will laugh, I'll get drunk
I'll take somebody home

I think I finally had enough
I think I maybe think too much
I think this might be it for us
Blow me one last kiss
You think I'm just too serious
I think you're full of shit
My head is spinning so
Blow me one last kiss
Just when it can't get worse
I've had a shit day
You had a shit day
We've had a shit day
I think that life's too short for this
I want back my ignorance and bliss
I think I've had enough of this
Blow me one last kiss

Da, da, da-da, da-da, da, da-da
Blow me one last kiss
Da, da, da-da, da-da, da, da-da
Blow me one last kiss

I will do what I please
Anything that I want
I will breathe, I will breathe
I won't worry at all
You will pay for your sins
You'll be sorry, my dear
All the lies, all the ""whys"" will all be crystal clear

I think I finally had enough
I think I maybe think too much
I think this might be it for us
Blow me one last kiss
You think I'm just too serious
I think you're full of shit
My head is spinning so
Blow me one last kiss
Just when it can't get worse
I've had a shit day
You had a shit day
We've had a shit day
I think that life's too short for this
I want back my ignorance and bliss
I think I've had enough of this
Blow me one last kiss

La-la, la-la, da, da-da
La-la, la-la, da, da-da
La-la, la-la, da, da-da
Blow me one last kiss
La-la, la-la, da, da-da
La-la, la-la, da, da-da
La-la, la-la, da, da-da
Blow me one last kiss

Just when it can't get worse
I've had a shit day
Have you had a shit day?
We've had a shit day
I think that life's too short for this
I want back my ignorance and bliss
I think I've had enough of this
Blow me one last kiss

Just when it can't get worse
I've had a shit day
You had a shit day
We've had a shit day
I think that life's too short for this
I want back my ignorance and bliss
I think I've had enough of this
Blow me one last kiss","pop, pop rock, female vocalists, P!nk, rock"
37,38,"""Good Time""",Owl City and Carly Rae Jepsen,"57 ContributorsTranslationsTürkçeGood Time LyricsCarly Rae Jepsen of “Call Me Maybe” fame joins Owl City on this radio-friendly comeback single, which peaked at #8 on the Billboard Hot 100.
In October 2012, Jepsen and Adam Young (the man behind Owl City)… Read More 
Hmm-mmm-mmm
Woah-oh-oh-oh
It's always a good time
Woah-oh-oh-oh
It's always a good time

Woke up on the right side of the bed
What's up with this Prince song inside my head?
Hands up if you're down to get down tonight (Hmm-mm-mm)
'Cause it's always a good time
Slept in all my clothes like I didn't care
Hopped into a cab, take me anywhere
I'm in if you're down to get down tonight
'Cause it's always a good time

Good morning and goodnight
I wake up at twilight
It's gonna be alright
We don't even have to try, it's always a good time (Woo)

Woah-oh-oh-oh, oh-oh-oh
Woah-oh-oh-oh, it's always a good time
Woah-oh-oh-oh, oh-oh-oh
We don't even have to try, it's always a good time

It's always a good time
Woah-oh-oh-oh

Freaked out, dropped my phone in the pool again
Checked out of my room, hit the ATM
Let's hang out if you're down to get down tonight
'Cause it's always a good time

Good morning and goodnight
I wake up at twilight
It's gonna be alright
We don't even have to try, it's always a good time (Woo)

Woah-oh-oh-oh, oh-oh-oh
Woah-oh-oh-oh, it's always a good time
Woah-oh-oh-oh, oh-oh-oh
We don't even have to try, it's always a good time
Woah-oh-oh-oh, oh-oh-oh
Woah-oh-oh-oh, it's always a good time
Woah-oh-oh-oh, oh-oh-oh
We don't even have to try, it's always a good time

Doesn't matter when, it's always a good time then
Doesn't matter where, it's always a good time there
Doesn't matter when, it's always a good time then
(It's always a good time)

Woah-oh-oh-oh, oh-oh-oh
Woah-oh-oh-oh, it's always a good time
Woah-oh-oh-oh, oh-oh-oh
We don't even have to try, it's always a good time
Woah-oh-oh-oh, oh-oh-oh (Doesn't matter where)
Woah-oh-oh-oh, it's always a good time
Woah-oh-oh-oh, oh-oh-oh (Doesn't matter where)
We don't even have to try, it's always a good time

Woah-oh-oh-oh, oh-oh-oh
Woah-oh-oh-oh, it's always a good time
Woah-oh-oh-oh, oh-oh-oh
We don't even have to try…",
38,39,"""Give Your Heart a Break""",Demi Lovato,"44 ContributorsTranslationsTiếng ViệtPortuguêsFrançaisGive Your Heart a Break Lyrics“Give Your Heart a Break” is the last single from Demi Lovato’s third album Unbroken.
The song was written & produced by Josh Alexander and Billy Steinberg.
According to MTV, Demi explained that despite the… Read More 
The day I first met you
You told me you'd never fall in love
But now that I get you
I know fear is what it really was

Now here we are, so close
Yet so far, haven't I passed the test?
When will you realize
Baby, I'm not like the rest?

Don't wanna break your heart, wanna give your heart a break
I know you're scared it's wrong, like you might make a mistake
There's just one life to live and there's no time to wait, to waste
So let me give your heart a break

Give your heart a break, let me give your heart a break
Your heart a break, oh yeah, yeah

On Sunday, you went home
Alone, there were tears in your eyes
I called your cell phone
My love, but you did not reply

The world is ours if we want it
We can take it, if you just take my hand
There's no turning back now
Baby, try to understand

Don't wanna break your heart, wanna give your heart a break
I know you're scared it's wrong, like you might make a mistake
There's just one life to live and there's no time to wait, to waste
So let me give your heart a break

Give your heart a break, let me give your heart a break
Your heart a break, there's just so much you can take
Give your heart a break, let me give your heart a break
Your heart a break, oh yeah, yeah

When your lips are on my lips
Then our hearts beat as one
But you slip out of my fingertips
Every time you run
Woah, woah

Don't wanna break your heart, wanna give your heart a break (Don't wanna break your heart)
I know you're scared it's wrong, like you might make a mistake (I know you're scared it's wrong)
There's just one life to live and there's no time to wait, to waste
So let me give your heart a break (Let me give your heart)
'Cause you've been hurt before, I can see it in your eyes
You try to smile it away, some things, you can't disguise
Don't wanna break your heart, baby, I can ease the ache, the ache
So let me give your heart a break

Give your heart a break, let me give your heart a break
Your heart a break, there's just so much you can take
Give your heart a break, let me give your heart a break (Your heart)
Your heart a break (A break), oh yeah, yeah

The day I first met you
You told me you'd never fall in love","pop, pop rock, female vocalists, Disney, guilty pleasure"
39,40,"""Niggas in Paris""",Jay-Z and Kanye West,"16 ContributorsTranslationsEnglishTürkçeРусский (Russian)PortuguêsItalianoSvenskaEspañolJAY-Z & Kanye West - Niggas in Paris (Traduction française) LyricsNiggas in Paris est une chanson de Jay-Z et Kanye West, 4e single extrait de leur album commun Watch the Throne. La pochette du single reprend le drapeau français avec inscrit «Jay-Z Kanye West » dans le… Read More 
Alors, j'me la pète tellement, que ces cons veulent me foutre une amende, faudrait déjà que ces mecs me trouvent
Ça représente quoi pour moi $50 000, tu peux me le rappeler putain ?
(J'flambe tellement) Un truc de ouf' vous ne savez pas à quel point ça me laisse indifférent
Les Nets pourraient ne pas gagner et perdre 82 fois, je te regarderai toujours d'un air joueur
(J'flambe tellement) C'est fou, nous ne devrions même pas être ici
(J'flambe tellement)Vu que nous sommes là, c'est logique qu'on montre qu'on est honnête
Je suis susceptible de devenir un Michael, fais ton choix
Jackon, Tyson, Jordan, Game 6
(J'flambe tellement) Mon horloge est pété, mes Rolex ne font plus tic toc
Mes Audemars perdent du temps, cachés derrières toute ces grosses pierres
(J'flambe tellement), je suis choqué moi aussi, je devrais aussi être en taule
Si tu as échapper à ce que j'ai échapper, tu serais à Paris en train de te fonc-dé
(J'flambe tellement), défonçons nous, Le Meurice pour 6 jours
Bouteille dorée, en train de disputer des mannequins pour avoir renverser du Ace sur mes Jordans
(j'flambe tellement), Tasspé comporte toi bien et je pourrais peut être te laisser rencontrer Kanye West
Originaire de Chicago comme D. Rose, j'emmène les Nets à Brooklyn

J'flambe tellement, que ces cons veulent me foutre une amende
(Un truc de fou, un truc de fou, un truc de fou)

Elle m'a dit : ""Ye', on peut se marier au centre commercial ?""
J'ai répondu : ""faudra que tu rampes avant de flamber
Rejoins-moi dans les toilettes
Et montre moi pourquoi tu mérite de tout posséder""
Un truc de ouf', n'est-ce pas Jay ? Elle a commander quoi, un filet o fish ?
Tes potes sont froid, c'est pas nouveau ?
Profite, car tu ne seras pas avec des putains d'enfoirés comme nous de si tôt
Une bourge, je la prends par la main, cette tasspé ne veut pas danser
Excusez mon langage, mais je suis en France, je peux le dire
Le prince Williams a déconné si tu veux mon avis
Car si j'étais lui, j'aurais été épousé Marie-Kate et Ashley
Quoi d'Gucci mon renoi ? Quoi d'Louis mon tueur ?
Quelle drogue mon dealeur ? Qu'elle est veste Margiela ?
Le Doc' a dit que j'étais le plus fou, parce que je souffre d'un excès de réalisme
J'ai amené mes renois à Paris et ils sont en mode Gorille, uh

Je ne sais même pas si ça signifie quelque chose
Personne ne sait ce que ça veut dire, mais c'est provocant
Non, ce n'est pas le cas, c'est dégoûtant (Fait bouger les gens)

J'flambe tellement, que ces cons veulent me foutre une amende
(Un truc de fou, un truc de fou, un truc de fou)

Vous regardez maintenant le trône, ne me laissez pas entrer dans ma zone
Ne me laissez pas entrer dans ma zone, ne me laissez pas entrer dans ma zone
Ces négros mentent, ils agissent comme si l'été ne m'appartenait pas
(J'ai cette bonne tasspé chez moi) Tu sais combien de tasspé je possède
Ne me laissez pas entrer dans ma zone, ne me laissez pas entrer dans ma zone
Ne me laissez pas entrer dans ma zone, ne me laissez pas entrer dans ma zone
Les étoiles sont dans le bâtiment, leurs mains sont au plafond
Je sais que je suis sur le point de le tuer, comment le savez-vous ? J'ai ce sentiment
Vous regardez maintenant le trône, ne me laissez pas entrer dans ma zone
Ne me laissez pas entrer dans ma zone (Je suis définitivement dans ma zone)","Hip-Hop, rap, Kanye West, jay-z, hip hop"
