Unnamed: 0,No.,Title,Artist(s),lyrics,genres
28,29,"""Party in the U.S.A.""",Miley Cyrus,"142 ContributorsTranslationssrpskiPortuguêsالعربيةČeskyParty in the U.S.A. Lyrics“Party in the U.S.A.” was co-written by English singer-songwriter Jessie J; she originally intended to sing it (listen to the leaked snippet of the demo version), but decided to pass the song over to Miley… Read More 
I hopped off the plane at LAX
With a dream and my cardigan
Welcome to the land of fame excess (Whoa)
Am I gonna fit in?
Jumped in the cab, here I am for the first time
Look to my right, and I see the Hollywood sign
This is all so crazy
Everybody seems so famous

My tummy's turnin' and I'm feelin' kinda homesick
Too much pressure and I'm nervous
That's when the taxi man turned on the radio
And a Jay-Z song was on
And a Jay-Z song was on
And a Jay-Z song was on

So I put my hands up
They're playin' my song, the butterflies fly away
I'm noddin' my head like, ""Yeah""
Movin' my hips like, ""Yeah""
I got my hands up, they're playin' my song
I know I'm gonna be okay
Yeah, it's a party in the U.S.A
Yeah, it's a party in the U.S.A

Get to the club in my taxi cab
Everybody's lookin' at me now
Like, ""Who's that chick that's rockin' kicks?""
""She gotta be from out of town""
So hard with my girls not around me
It's definitely not a Nashville party
'Cause all I see are stilettos
I guess I never got the memo

My tummy's turnin' and I'm feelin' kinda homesick
Too much pressure and I'm nervous
That's when the DJ dropped my favorite tune
And a Britney song was on
And a Britney song was on
And a Britney song was on

So I put my hands up
They're playin' my song, the butterflies fly away
I'm noddin' my head like, ""Yeah""
Movin' my hips like, ""Yeah""
I got my hands up, they're playin' my song
I know I'm gonna be okay
Yeah, it's a party in the U.S.A
Yeah, it's a party in the U.S.A

Feel like hopping on a flight (On a flight)
Back to my hometown tonight (Town tonight)
Something stops me every time (Every time)
The DJ plays my song, and I feel all right (Hey, hey)

So I put my hands up
They're playin' my song, the butterflies fly away
I'm noddin' my head like, ""Yeah"" (N-n-n-noddin' my head)
Movin' my hips like, ""Yeah"" (Ooh, yeah)
I got my hands up, they're playin' my song
I know I'm gonna be okay (Gonna be okay)
Yeah (Na-na, na-na), it's a party in the U.S.A
Yeah, it's a party in the U.S.A
So I put my hands up
They're playin' my song, the butterflies fly away (Flying away)
I'm noddin' my head like, ""Yeah"" (Noddin' my head like, ""Yeah"")
Movin' my hips like, ""Yeah"" (Movin' my hips like, ""Yeah"")
I got my hands up, they're playin' my song
I know I'm gonna be okay (I'm gonna be okay)
Yeah (Yeah), it's a party in the U.S.A
Yeah (Ha-ha-ha, ha-ha), it's a party in the U.S.A","pop, female vocalists, dance, Disney, guilty pleasure"
29,30,"""Don't Trust Me""",3OH!3,"63 ContributorsDon’t Trust Me Lyrics“Don’t Trust Me” is the second single released by 3OH!3 from their second studio album, Want. The song became 3OH!3’s first hit single, peaking at number seven on the Billboard Hot 100.
Black dress with the tights underneath
I got the breath of a last cigarette on my teeth
And she's an actress (Actress), but she ain't got no need
She's got money from her parents in a trust fund back East
T-t-t-tongues always pressed to your cheeks
While my tongue is on the inside of some other girl's teeth
You tell your boyfriend (Boyfriend), if he says he's got beef
That I'm a vegetarian and I ain't fucking scared of him

She wants to touch me, woah-oh, she wants to love me, woah-oh
She'll never leave me, woah-oh, woah-oh, oh-oh
Don't trust a ho, never trust a ho
Won't trust a ho 'cause a ho won't trust me
She wants to touch me, woah-oh, she wants to love me, woah-oh
She'll never leave me, woah-oh, woah-oh, oh-oh
Don't trust a ho, never trust a ho
Won't trust a ho 'cause a ho won't trust me

X's on the back of your hands
Washed them in the bathroom to drink like the bands
And the setlist (Setlist) you stole off the stage
Has red and purple lipstick all over the page
Br-br-br-bruises cover your arms
Shaking in the fingers with the bottle in your palm
And the best is (Best is), no one knows who you are
Just another girl alone at the bar

She wants to touch me, woah-oh, she wants to love me, woah-oh
She'll never leave me, woah-oh, woah-oh, oh-oh
Don't trust a ho, never trust a ho
Won't trust a ho 'cause a ho won't trust me
She wants to touch me, woah-oh, she wants to love me, woah-oh
She'll never leave me, woah-oh, woah-oh, oh-oh
Don't trust a ho, never trust a ho
Won't trust a ho 'cause a ho won't trust me

Shush girl, shut your lips
Do the Helen Keller and talk with your hips, I said
Shush girl, shut your lips
Do the Helen Keller and talk with your hips, I said
Shush girl, shut your lips
Do the Helen Keller and talk with your h—

She wants to touch me, woah-oh, she wants to love me, woah-oh
She'll never leave me, woah-oh, woah-oh, oh-oh
Don't trust a ho, never trust a ho
Won't trust a ho 'cause a ho won't trust me
She wants to touch me, woah-oh, she wants to love me, woah-oh
She'll never leave me, woah-oh, woah-oh, oh-oh
Don't trust a ho, never trust a ho
Won't trust a ho 'cause a ho won't trust me","electronic, Hip-Hop, Crunk, electronica, rap"
30,31,"""Run This Town""",Jay-Z featuring Rihanna and Kanye West,"1 ContributorTranslationsEnglishPortuguêsJAY-Z - Run This Town ft. Kanye West & Rihanna (Traducción al Español) Lyrics

Lo siento viniendo en el aire (Sí)
Escucho los gritos en todos lados (Sí)
Soy adicta a la emoción (Estoy listo)
Es un amorío peligroso (¿Qué pasa? Vamos)
No puedo asustarme cuando eso viene bajo
Tienes un problema, dímelo ahora (¿Qué pasa?)
La única cosa que está en mi mente (¿Qué pasa?)
Es quién va a dirigir esta ciudad esta noche (Ah, ¿Qué pasa?)
Es quién va a dirigir esta ciudad esta noche (Sí, ¿Qué pasa? Sí)
Nosotros vamos a dirigir esta ciudad

Lo hacemos, sí, yo dije: lo hacemos
Este es Roc Nation, jura tu fidelidad
Ten tu uniforme puesto, de negro todo
Tarjetas negras, autos nеgros, de negro todo
Y nuestras chicas son pájaros nеgros yendo con los Dillinger
Profundizo más si estos chicos son lo suficientemente reales
Este es la Familia, te lo explicaré luego
Pero por ahora, déjame volver a este papel
Tengo un par de billetes guardados y estoy tratando de volver
Le di un apretón a Doug y perdí un flip por cinco pilas
Sí, estoy hablando de 5 comas, 6 ceros, punto cero, aquí Doug
De vuelta a correr en círculos alrededor de los negros, ahora nos cuadramos
Espera

La vida es un juego, pero no es justo (Sí)
Rompo las reglas, así que no me importa (Uh-huh)
Así que sigo haciendo mi propia cosa
Caminando alto contra la lluvia (¿Qué pasa?)
La victoria está dentro de la milla
Casi allí, no te rindas ahora (¿Qué pasa?)
La única cosa que está en mi mente (¿Qué pasa?)
Es quién va a dirigir esta ciudad esta noche (Uh, sí)
Ey, ey, ey, ey (¿Qué pasa?)
¿Quién va a dirigir esta ciudad esta noche?

Lo hacemos, sí, yo dije: lo hacemos
Tú puedes llamarme Caesar, en un Caesar negro
Por favor sigue al líder, asi que, Eric B, lo hacemos
Microfono cruel, este es el regreso del dios
Paz, Dios, ah, ah, no hay nadie más fresco
Estoy en Maison, ah, Martin Margiela
En la mesa, gritando, ""Al carajo el otro lado! Ellos andan celosos!""
Tenemos un banquete lleno de chicas, ellas tienen una mesa llena de muchachos
Sí, y no están gastando en ningún pastel
Ellos deberían tirar sus manos allí porque ellos no tienen ninguna pica
Sí, todo mi equipo tiene dinero
Así que mi banquete se parece a ""Millionaires' Row""

La vida es un juego, pero no es justo
Rompo las reglas, así que no me importa
Así que sigo haciendo mi propia cosa
Caminando alto contra la lluvia
La victoria está dentro de la milla
Casi allí, no te rindas ahora
La única cosa que está en mi mente
Es quién va a dirigir esta ciudad esta noche
Ey, ey, ey, ey
¿Quién va a dirigir esta ciudad esta noche?

Está loco como tú puedes ir de ser Joe Blow
A que todos estén en tu pene; no homo
Le compré a mi familia entera carros; no Volvos
La próxima vez estoy en la Iglesia: por favor, sin fotos
Escoltas policiales, pasaportes de todos
Esta es la vida que todos piden
Esta es la vida rápida, estamos en un curso acelerado
¿Para qué crees que rapeo, para promocionar un jodido Rav 4?
Pero sé que si me quedo atrofiado
Todas estas chicas solo van a querer una cosa
Puedo pasar toda mi vida de Good Will Hunting
Lo único bueno que viene es tan bueno cuando me ando viniendo
Ella tiene un culo que se tragará una tanga
Y por arriba, ungh, dos picaduras de abeja
Y estoy bebiendo el Riesling
Y mi negro acaba de salir de la comisaría
Nos importa un carajo el drama que tu amigo trae
Solo estoy tratando de cambiar el color de tu anillo de estado de ánimo
Reebok, nena, necesitas probar algunas cosas nuevas
¿Alguna vez has tenido zapatos sin cordones?
""¿Qué es eso, Ye?"" ""Nena, estos son tacones""
""Es eso un May— ¡¿Qué?!"" ""Nena estas son ruedas""
Te equivocas cuando no estás bebiendo, toma una recarga
Te sientes como si estuvieras corriendo, ¿huh? Ahora ya sabes cómo nos sentimos (¿Qué pasa?)

Ey, ey (Sí, sí)
Ey, ey (¿Qué pasa?)
Ey, ey
Ey, nosotros vamos a dirigir esta ciudad
¿Qué pasa?",
31,32,"""Let It Rock""",Kevin Rudolf featuring Lil Wayne,"53 ContributorsLet It Rock Lyrics“Let It Rock” is the debut single of Kevin Rudolf. It was released in 2008 as a lead single from his first studio album In the City. The single features Lil Wayne, who was on the roll of his career, having… Read More 
Let it rock, let it rock, let it rock

I see your dirty face, hide behind your collar
What is done in vain, truth is hard to swallow
So you pray to God to justify the way
You live a lie, live a lie, live a lie

And you take your time
And you do your crime
Well, you made your bed
I made mine

Because when I arrive, I, I'll bring the fire
Make you come alive, I can take you higher
What the saints forgot, I must now remind you
Let it rock, let it rock, let it rock

Now the son's disgraced, he who knew his father
When he cursed his name, turned and chased the dollar
But it broke his heart, so he stuck his middle finger
To the world, to the world, to the world

And you take your time
And you stand in line
Well, you'll get what's yours
I got mine

Because when I arrive, I, I'll bring the fire
Make you come alive, I can take you higher
What the saints forgot, I must now remind you
Let it rock (Rock!), let it rock (Rock!), let it rock (Yeoaw!)

Wayne's World, Planet Rock
Panties drop, and the tops
And she gon' rock 'til the camera stop
And I sing about angels like Angela (Rock!)
And Pamela (Rock!) and Samantha (Rock!)
And Amanda and Tamara, ménage à moi
I'm in here like, ""Bitch, what's up?""
Mechanic, me, I can fix you up
I can dick you up, I can dick you down
Shorty, we can go wherever, just pick a town
And my jewelry is louder than an engine sound
Big-ass rocks like on the ground
Dirty like socks that's on the ground, Weezy

Because when I arrive, I, I'll bring the fire
Make you come alive, I can take you higher
What this is, forgot, I must now remind you
Let it rock, let it rock, let it rock
Because when I arrive, I, I'll bring the fire
Make you come alive, I can take you higher
What the saints forgot, I must now remind you
Let it rock (Rock!), let it rock (Rock!), let it rock
Just let it rock (Rock!), let it rock (Rock!), let it rock

Let it rock
Let it rock

I'm back like I forgot somethin', I'm somethin'
Ruling rock rubbin' rap runnin'
Miles like I'm trying to get a flat stomach
Like Wayne the personal trainer
My aim is perfect, I'll bang ya
Period, like the reminder

And I wish I could be as cruel as you
And I wish I could say the things you do
But I can't and I won't live a lie
No, not this time","Hip-Hop, pop, electronic, dance, rap"
32,33,"""Fire Burning""",Sean Kingston,"31 ContributorsFire Burning Lyrics
Somebody call 9-1-1
Shawty fire burning on the dance floor, whoa
(Fire burning, fire burning) What a guann?
Kingston, let's go, hey (Hey, hey)
RedOne (Hey)
Hey, hey (Hey)

Shawty got that super thang
Hotter than the sun of the South of Spain
Got me soon as I walked through the door, oh
My pocket started tickling
The way she dropped it low, that thang
Got me wanna spend my money on her, her

She get it, pop it, lock it, drop it, that birthday cake
Got a candle, need to blow that crazy flame away
Now take my red, black card and my jewelry
Shawty is cool like the fire, cool like fire

Somebody call 9-1-1
Shawty fire burning on the dance floor, whoa
I gotta cool her down
She gon' bring the roof to ground on the dance floor, whoa

She's fire burning, fire burning on the dance floor
That little shawty's fire burning on the dance floor
She's fire burning, fire burning on the dance floor
That little shawty's fire burning on the dance floor
(Fire burning, fire burning)

That body is a masterpiece
The order is one in every hundred years
But ain't no doubt I'm takin' it home, home
I'm afraid we'll blow them legs
Little mama game is about to change
She'll be on covers over the world, world

She get it, pop it, lock it, drop it, that birthday cake
Got a candle, need to blow that crazy flame away
Now take my red, black card and my jewelry
Shawty is cool like the fire, cool like fire

Somebody call 9-1-1
Shawty fire burning on the dance floor, whoa
I gotta cool her down
She will bring the roof to ground on the dance floor, whoa

She's fire burning, fire burning on the dance floor
That little shawty's fire burning on the dance floor
She's fire burning, fire burning on the dance floor
That little shawty's fire burning on the dance floor
(Fire burning, fire burning)

She got that fire in her dance
That make them fellas run around (Hey)
No exit from the dance floor
So them boys want more (Hey)
She got that fire in her dance (Fire burning, fire burning)
That make them fellas run around
(My day, get out my way, everybody, sing now)
No exit from the dance floor so them boys want more
(What that boy? Let's go, my day, let's go)

She get it, pop it, lock it, drop it, that birthday cake
Got a candle, need to blow that crazy flame away
Now take my red, black card and my jewelry
Shawty is cool like the fire, cool like fire

Somebody call 9-1-1
Shawty fire burning on the dance floor, whoa
I gotta cool her down
She will bring the roof to ground on the dance floor, whoa

She's fire burning, fire burning on the dance floor
That little shawty's fire burning on the dance floor
She's fire burning, fire burning on the dance floor
That little shawty's fire burning on the dance floor

Somebody call 9-1-1","rnb, Hip-Hop, reggae, pop, hip hop"
33,34,"""Whatcha Say""",Jason Derulo,"70 ContributorsTranslationsEnglishWhatcha Say Lyrics“Whatcha Say” is an apology song about a man who cheated on his girl and now feels sorry after being caught.
In an interview with Digital Spy, Jason mentioned that the song was based on his brother:
… Read More 
Wha-wha-wha-wha-what did she say? (J-J-J-J-J.R.)

Mm, whatcha say?
Oh, that you only meant well?
Well, of course, you did
Mm, whatcha say? (Jason Derulo)
Mm, that it's all for the best?
Of course, it is

I (I) was so wrong (Wrong) for so long (Long)
Only tryna please myself (Myself)
Girl, I (I) was caught up (Up) in her lust (Lust)
When I don't really want no one else, so no
I know I shoulda treated you better
But me and you were meant to last forever

So let me in (Let me in)
Give me another chance (Another chance)
To really be your man (Oh)
'Cause when the roof caved in and the truth came out
I just didn't know what to do
But when I become a star, we'll be livin' so large
I'll do anything for you
So tell me, girl

Mm, whatcha say?
Oh, that you only meant well?
Well, of course, you did
Mm, whatcha say? (Oh, whatcha say? Whatcha say?)
Mm, that it's all for the best?
Of course, it is
Mm, whatcha say?
Oh, that you only meant well?
Well, of course, you did
Mm, whatcha say? (Oh, whatcha say? Whatcha say?)
Wha-wha-wha-wha-what did she say?

How (How) could I live (Live) with myself (Self)
Knowin' that I let our love go? (Love go)
And ooh (Ooh), what I'd do (Do) with one chance (Chance)
I just gotta let you know
I know what I did wasn't clever
But me and you we're meant to be together

So let me in (Let me in)
Give me another chance (Another chance)
To really be your man (Oh)
'Cause when the roof caved in and the truth came out
I just didn't know what to do
But when I become a star, we'll be livin' so large
I'll do anything for you
So tell me, girl

Mm, whatcha say?
Oh, that you only meant well?
Well, of course, you did
Mm, whatcha say? (Oh, whatcha say? Whatcha say?)
Mm, that it's all for the best?
Of course, it is
Mm, whatcha say?
Oh, that you only meant well?
Well, of course, you did
Mm, whatcha say? (Oh, whatcha say? Whatcha say?)
Wha-wha-wha-wha-what did she say?

Girl, tell me what you say, I (Say, I)
I don't want you to leave me, though you caught me cheatin'
Tell me, tell me what you say, I (Say, I)
I really need you in my life 'cause things ain't right, girl
Tell me, tell me what you say, I (Say, I)
I don't want you to leave me, though you caught me cheatin'
Tell me, tell me what you say, I (Say, I)
I really need you in my life 'cause things ain't right (Oh-oh-ohh)

'Cause when the roof caved in and the truth came out
I just didn't know what to do (I just didn't know what to do, mm)
But when I become a star, we'll be livin' so large
I'll do anything for you
So, baby, what you say?

Mm, whatcha say?
Oh, that you only meant well?
Well, of course, you did (Well, of course, I did, baby)
Mm, whatcha say? (Oh, whatcha say? Whatcha say? Ohh)
Mm, that it's all for the best?
Of course, it is (Oh well, of course, it is)
Mm, whatcha say?
Oh, that you only meant well? (What did you say)
Well, of course, you did (Woah, oh, oh)
Mm, whatcha say? (Oh, whatcha say? Whatcha say?)
Wha-wha-wha-wha-what did she say?

(Beluga Heights)","rnb, pop, male vocalists, urban, Jason Derulo"
34,35,"""LoveGame""",Lady Gaga,"73 ContributorsTranslationsEspañolPortuguêsČeskyDeutschLoveGame LyricsThroughout “LoveGame,” Gaga references an encounter with someone that she may have fallen in love (or lust) with and is playing the game of love with this person. She wrote this track after an encounter at a… Read More 
Let's have some fun, this beat is sick
I wanna take a ride on your disco stick
Let's have some fun, this beat is sick
I wanna take a ride on your disco stick

Huh!
Huh!

I wanna kiss you (Huh!)
But if I do, then I might miss you, babe (Huh!)
It's complicated and stupid (Huh!)
Got my ass squeezed by sexy Cupid
Guess he wants to play, wants to play (Huh!)
A love game, a love game (Huh!)

Hold me and love me
Just wanna touch you for a minute
Maybe three seconds
Is enough for my heart to quit it

Let's have some fun, this beat is sick
I wanna take a ride on your disco stick
Don't think too much, just bust that kick
I wanna take a ride on your disco stick

Let's play a love game, play a love game
Do you want love or you want fame?
Are you in the game? (Huh!)
Dans the love game
Let's play a love game, play a love game (Huh!)
Do you want love or you want fame?
Are you in the game? (Huh!)
Dans the love game

Huh!
Huh!

I'm on a mission
And it involves some heavy touching, yeah
You've indicated your interest
I'm educated in sex, yes
And now I want it bad, want it bad
A love game, a love game

Hold me and love me
Just wanna touch you for a minute
Maybe three seconds
Is enough for my heart to quit it

Let's have some fun, this beat is sick
I wanna take a ride on your disco stick (Huh!)
Don't think too much, just bust that kick
I wanna take a ride on your disco stick (Huh!)

Let's play a love game, play a love game
Do you want love or you want fame?
Are you in the game? (Huh!)
Dans the love game
Let's play a love game, play a love game (Huh!)
Do you want love or you want fame?
Are you in the game? (Huh!)
Dans the love game

Huh!
Huh!

I can see you staring there from across the block
With a smile on your mouth and your hand on your (Huh!)
The story of us, it always starts the same
With a boy and a girl and a huh!

And a game (Huh!)
And a game (Huh!)
And a game (Huh!)
And a game (Huh!)
A love game!

Let's play a love game, play a love game
Do you want love or you want fame?
Are you in the game? (Huh!)
Dans the love game
Let's play a love game, play a love game (Huh!)
Do you want love or you want fame?
Are you in the game? (Huh!)
Dans the love game (Huh!)
Let's play a love game, play a love game
Do you want love or you want fame?
Are you in the game? (Huh!)
(Let's have some fun, this beat is sick)
Dans the love game
(I wanna take a ride on your disco stick)
Let's play a love game, play a love game (Huh!)
Do you want love or you want fame?
Are you in the game? (Huh!)
(Don't think too much, just bust that kick)
Dans the love game
(I wanna take a ride on your disco stick)

Huh!
Dans the love game
Huh!","pop, dance, electronic, female vocalists, female vocalist"
35,36,"""Waking Up in Vegas""",Katy Perry,"48 ContributorsTranslationsItalianoČeskyWaking Up In Vegas Lyrics“Waking Up in Vegas” is a song by Katy Perry, released as the fourth and final single from One of the Boys. The song was born out of a suggestion by co-writer Desmond Child telling Perry they should stop… Read More 
You gotta help me out
It's all a blur last night
We need a taxi
'Cause you're hungover and I'm broke
I lost my fake ID
But you lost the motel key
Spare me your freakin'
Dirty looks now, don't blame me

You wanna cash out
And get the hell outta town
Don't be a baby, remember what you told me

Shut up and put your money where your mouth is
That's what you get for wakin' up in Vegas
Get up and shake the glitter off your clothes now
That's what you get for wakin' up in Vegas

Why are these lights so bright?
Did we get hitched last night?
Dressed up like Elvis
Why am I wearing your class ring?

Don't call your mother
'Cause now we're partners in crime
Don't be a baby, remember what you told me

Shut up and put your money where your mouth is
That's what you get for wakin' up in Vegas
Get up and shake the glitter off your clothes now
That's what you get for wakin' up in Vegas

You got me into this
Information overload, situation lost control
Send out an SOS
(Oh) Ha, and get some cash out
(Oh) We're gonna tear up the town
(Oh) No, don't be a baby, remember what you told me

Remember what you told me
Remember what you told me, told me, told me
Oh, yeah

Shut up and put your money where your mouth is
That's what you get for wakin' up in Vegas
Get up and shake the glitter off your clothes now
That's what you get for wakin' up in Vegas

That's what you get, baby
Shake the glitter
Shake, shake, shake the glitter
Give me some cash out, baby
Give me some cash out, baby","pop, female vocalists, pop rock, indie, rock"
36,37,"""Birthday Sex""",Jeremih,"82 ContributorsBirthday Sex Lyrics“Birthday Sex” is Jeremih’s debut sensual R&B single about celebrating sexual intimacy given as a gift on a person’s birthday.
This serves as the lead single and track on Jeremih’s self-titled debut album.… Read More 
Yeah
Yeah, yeah (Oh)

It's yo' birthday so I know you want to ri-i-ide out
Even if we only go to my-y-y house
Sip mo' easy as we sit up on my-y-y couch
Feels good, but I know you want to cry-y-y out
You say you want passion, I think you found it
Get ready for action, don't be astounded
We switchin' positions, you feel surrounded
Tell me where you want your gift, girl

Girl, you know I-I-I, girl, you know I-I-I
I've been fiendin', wake up in the late-night dreamin' about your lovin' girl
Girl, you know I-I-I, girl, you know I-I-I
Don't need candles or cake, just need yo' body to make, ooh
Birthday sex, birthday sex (It's the best day of the year, girl)
Birthday sex, birthday sex (It feels like, feels like, lemme hit that G-spot, G-spot, girl)

See you sexy and them jeans got me on tent
One, two, three, think I got you pinned (Uh-huh)
Don't tap out, fight until the end (Uh-huh)
Ring that bell; we gon' start over again
We grindin' with passion 'cause it's yo' birthday
Been at it for hours, I know you thirsty
You kiss me so sweetly, taste just like Hershey's
Just tell me how you want your gift, girl

Girl, you know I-I-I, girl, you know I-I-I
I've been fiendin', wake up in the late-night dreamin' about your lovin' girl
Girl, you know I-I-I, girl, you know I-I-I
Don't need candles or cake, just need yo' body to make, ooh
Birthday sex, birthday sex (It's the best day of the year, girl)
Birthday sex, birthday sex (It feels like, feels like, lemme hit that G-spot, G-spot, girl)

First, I'm gonna take a dive into the water
Deep until I know I pleased that body, body, ah-ooh
Or, girl, without a broom, I might just sweep you off your feet
And make you wanna tell somebody, body how I do
Or maybe we can float on top my waterbed (Yeah)
You close your eyes as I improv between yo' legs (Yo' legs)
We work our way from kitchen stoves and tables
Girl, you know I'm more than able to please, yeah
Say you wanted flowers on the bed (On the bed)
But you got me and hours on the bed (Oh, yeah)

Girl, you know I-I-I, girl, you know I-I-I
I've been fiendin', wake up in the late-night dreamin' 'bout your lovin' girl (Oh, I've been fiendin' for your lovin' girl)
Girl, you know I-I-I, girl, you know I-I-I (Oh-oh)
Don't need candles or cake, just need yo' body to make, ooh (We do not, we don't need, no)
Birthday sex, birthday sex (Oh, it's the best day of the year, girl)
Birthday sex, birthday sex (Oh, it feels like, feels like, lemme hit that G-spot, G-spot, girl)","rnb, Hip-Hop, soul, hip hop, r&b"
37,38,"""Sober""",Pink,"66 ContributorsSober Lyrics“Sober” is a song by American singer-songwriter P!nk from her fifth studio album, Funhouse, which was released as the album’s second single. The song peaked at number fifteen on the Billboard Hot 100… Read More 
I don't wanna be the girl that laughs the loudest
Or the girl who never wants to be alone
I don't wanna be that call at four o'clock in the morning
'Cause I'm the only one you know in the world that won't be home

Ah, sun is blinding
I stayed up again
Oh, I am finding
That's not the way I want my story to end

I'm safe up high
Nothing can touch me
Why do I feel this party's over?
No pain inside
You're my protection
But how do I feel this good sober?

I don't wanna be the girl that has to fill the silence
The quiet scares me 'cause it screams the truth
Please don't tell me that we had that conversation (I know we did)
'Cause I won't remember, save your breath 'cause what's the use? (Ooh)

Ah, the night is calling
And it whispers to me softly, ""Come and play""
I, I am falling
And if I let myself go, I'm the only one to blame

I'm safe up high
Nothing can touch me
But why do I feel this party's over? (Oh, whoa, whoa)
No pain inside
You're like perfection
But how do I feel this good sober? (Oh)

Comin' down, comin' down, comin' down
Spinning 'round, spinning 'round, spinning 'round
I'm looking for myself sober
Comin' down, comin' down, comin' down
Spinning 'round, spinning 'round, spinning 'round
Looking for myself sober

When it's good then it's good, it's so good 'til it goes bad
'Til you're tryin' to find the you that you once had
I have heard myself cry, never again
Broken down in agony and just tryin' to find a friend
Oh
Oh

I'm safe up high
Nothing can touch me (Nothing can touch me)
But why do I feel this party's over? (But why do I feel this party's over?)
No pain (No) inside (No)
You're like perfection
But how do I feel this good sober? (How do I feel this good sober?)
I'm safe up high (Nothing)
Nothing can touch me
But why do I feel this party's over? (Over)
No pain inside
You're like perfection
But how do I feel this good sober? (How do I feel this good sober?)","pop, pop rock, female vocalists, P!nk, rock"
38,39,"""Womanizer""",Britney Spears,"68 ContributorsTranslations한국어 (Korean)日本語 (Japanese)PortuguêsTürkçeWomanizer Lyrics“Womanizer” was released as the lead single and first track from Britney Spears‘ sixth studio album, Circus (2008).
It’s basically saying, ‘We know what you’re up to.’ It’s about guys cheating on girls. It’s… Read More 
Superstar, where you from? How's it goin'?
I know you, got a clue what you're doin'
You can play brand new to all the other chicks out here
But I know what you are, what you are, baby
Look at you, gettin' more than just a re-up
Baby, you got all the puppets with their strings up
Fakin' like a good one, but I call 'em like I see 'em
I know what you are, what you are, baby

Womanizer, woman-womanizer, you're a womanizer
Oh, womanizer, oh, you're a womanizer, baby
You, you-you are, you, you-you are
Womanizer, womanizer, womanizer (Womanizer)

Boy, don't try to front, I-I know just, just what you are, a-are
Boy, don't try to front, I-I know just, just what you are, a-are
(You) You got me goin'
(You) You're oh-so-charmin'
(You) But I can't do it
(You) You womanizer
Boy, don't try to front, I-I know just, just what you are, a-are
Boy, don't try to front, I-I know just, just what you are, a-are
(You) You say I'm crazy
(You) I got your crazy
(You) You're nothin' but a
(You) Womanizer

Daddy-o, you got the swagger of a champion
Too bad for you, you just can't find the right companion
I guess when you have one too many makes it hard, it could be easy
Who you are, that's just who you are, baby
Lollipop, must mistake me for a sucker
To think that I would be a victim, not another
Say it, play it how you wanna, but no way, I'm never gonna
Fall for you, never you, baby

Womanizer, woman-womanizer, you're a womanizer
Oh, womanizer, oh, you're a womanizer, baby
You, you-you are (Womanizer), you, you-you are (Womanizer)
Womanizer, womanizer, womanizer (Womanizer)

Boy, don't try to front, I-I know just, just what you are, a-are
Boy, don't try to front, I-I know just, just what you are, a-are
(You) You got me goin'
(You) You're oh-so-charmin'
(You) But I can't do it
(You) You womanizer
Boy, don't try to front, I-I know just, just what you are, a-are
Boy, don't try to front, I-I know just, just what you are, a-are
(You) You say I'm crazy
(You) I got your crazy
(You) You're nothin' but a
(You) Womanizer

Maybe if we both lived in a different world, yeah
(Womanizer, womanizer, womanizer, womanizer)
It would be all good and maybe I could be your girl
But I can't 'cause we don't, you

Womanizer, woman-womanizer, you're a womanizer
Oh, womanizer, oh, you're a womanizer, baby
You, you-you are (Womanizer), you, you-you are (Womanizer)
Womanizer, womanizer, womanizer (Womanizer)

Boy, don't try to front, I-I know just, just what you are, a-are
Boy, don't try to front, I-I know just, just what you are, a-are
(You) You got me goin'
(You) You're oh-so-charmin'
(You) But I can't do it
(You) You womanizer
Boy, don't try to front, I-I know just, just what you are, a-are
Boy, don't try to front, I-I know just, just what you are, a-are
(You) You say I'm crazy
(You) I got your crazy
(You) You're nothin' but a
(You) Womanizer

Boy, don't try to front, I-I know just, just what you are, a-are
Boy, don't try to front, I-I know just, just what you are, a-are
Womanizer, woman-womanizer, you're a womanizer
Oh, womanizer, oh, you're a womanizer, baby","pop, dance, female vocalists, Britney Spears, legend"
