Unnamed: 0,№,Title,Artist(s),lyrics,genres
77,78,"""Money, Power & Respect""",The Lox featuring DMX and Lil' Kim,"64 ContributorsTranslationsPortuguêsMoney, Power & Respect Lyrics
See, I believe in money, power and respect
First you get the money, then you get the motherfuckin' power
After you get the fuckin' power, motherfuckers will respect you (What's the key to life?)

Money, power and respect what you need in life
Money, power and respect, you'll be eatin' right
Money, power and respect, you can sleep at night
You'll see the light, what's the key to life?
Money, power and respect what you need in life
Money, power and respect, you'll be eatin' right
Money, power and respect, money, power and respect
Money, power and respect

Ayo, my whole clique 'bout it, 'bout it
We take yours while you pout about it
Truck, step out, the whores wanna crowd around it
You could see me on Optimum TV
Go in your bathroom turn the light out
Scream, ""Bloody Mary, 1, 2, 3""
Sheek ain't your usual friend
But I could set you up like Keyser and walk straight at the end
I'm done with ice and charms
I'm tryna ice my whole casket when I'm gone
Pull up with class on the don, once I meet 'em I greet 'em
Kiss his feet for freedom, tell em' thank you Lord
'Cause on Earth I was gettin' bored
Now resurrect me back to this cat called Sheek
So I can make this album and get back the cats that's weak
Two-thirty, six two
Me budge for you? That's like a cat vers' a pitbull
Gun, know clip full, keep hunger
And plan for the future, 'cause you figure you gon' be older
Way longer than you gon' be younger (What's the key to life?)

Money, power and respect what you need in life
Money, power and respect, you'll be eatin' right
Money, power and respect, you can sleep at night
You'll see the light, what's the key to life?
Money, power and respect what you need in life
Money, power and respect, you'll be eatin' right
Money, power and respect, money, power and respect
Money, power and respect, it's the key to life

Only time could tell how the clock tick
I'm really loved here, but I'm still a hostage
Two personalities, check the posture
Smoke out the mouth, flare out the nostrils
Think of death, then life seem scary
I'm passin' graveyards seein' people Hail Mary
I ain't chillin' 'til I'm out parachutin'
Race my man in mountain climbin' for about ten diamonds
Twenty five thousand a piece, fuck streets
Tryin' to own the island, forget about wildin'
Try ridin' in the car that be glidin'
If I showed you where I lived, you would think I was hidin'
Sling dick to chicks that don't speak English
Wake up in Trinidad like, ""Fuck it, I'm rich""
Come back, private jet, live on set
If you can shit gold, then I can spit baguettes (What's the key to life?)

Money, power and respect what you need in life
Money, power and respect, you'll be eatin' right
Money, power and respect, you can sleep at night
You'll see the light, what's the key to life?
Money, power and respect what you need in life
Money, power and respect, you'll be eatin' right
Money, power and respect, money, power and respect
Money, power and respect

Nothin' but the hotness whenever we drop this
Monotonous for y'all to keep hatin' 'cause y'all never gon' stop us
I keep my rocks spotless and my hoes topless
Take time, try to figure out who The Lox is
Fear no one, kick rhymes like shoguns
You scared to blow one, get robbed with your own gun
If I don't respect you I'ma check you
And if I don't kiss you I'ma peck you
Right before I wet you I sneeze on tracks and bless you
I'm special and if you like workin' out then I'm gon' stretch you
Hustlin' is dead, but we still get red
Turn the spots into bakeries to get back bread
And y'all said my money's spent, but it's in the Bent'
So when the Feds come, the dogs can't get a scent
And my story, self-explanatory
That I'm the hottest thing on the street
And y'all ain't got nothin' for me (What's the key to life?), yeah

Money, power and respect what you need in life
Money, power and respect, you'll be eatin' right
Money, power and respect, you can sleep at night
You'll see the light, what's the key to life?
Money, power and respect what you need in life
Money, power and respect, you'll be eatin' right
Money, power and respect, money, power and respect
Money, power and respect

This is a beat that I can freak to, just drop the reels
Bless a nigga with the ill, y'all niggas know my skills
X in their grills, hit 'em up, split 'em up
Wet 'em up and watch 'em come get 'em up
Set em' up, when you do dirt, you get dirt
Bitch, I'll make your shit hurt, step back like, ""I did work""
This ain't no fuckin' game, what, you think I'm playin'?
'Til you layin' somewhere in the junkyard decayin'
Moms at home prayin' that you comin' home, but you not
'Cause you sittin' up in the trunk, startin' to rot
And hell is hot, I know because I'm here now, baby
It's goin' down, baby, get the four pound, baby
And let off up in a nigga
Especially if he think he bigger than my motherfuckin' trigger
Dead eye, can I get mine? Is he gone?
DMX representin' one time, put us on (What's the key to life?)

Money, power and respect what you need in life
Money, power and respect, you'll be eatin' right
Money, power and respect, you can sleep at night
You'll see the light, what's the key to life?
Money, power and respect what you need in life
Money, power and respect, you'll be eatin' right
Money, power and respect, money, power and respect
Money, power and respect",
78,79,"""Bitter Sweet Symphony""",The Verve,"106 ContributorsTranslationsPolskiČeskyBitter Sweet Symphony Lyrics“Bitter Sweet Symphony” is perhaps the most ambitious Britpop hit of the late 90s. It is now absolutely everywhere. It’s lyrically opaque, and it is six minutes long, but that hasn’t stopped it becoming an… Read More 
'Cause it's a bitter sweet symphony that's life
Trying to make ends meet, you're a slave to money then you die
I'll take you down the only road I've ever been down
You know the one that takes you to the places
Where all the veins meet, yeah

No change, I can change
I can change, I can change
But I'm here in my mould
I am here in my mould
But I'm a million different people from one day to the next
I can't change my mould
No, no, no, no, no, no, no
(Have you ever been down?)

Well I've never prayed, but tonight I'm on my knees, yeah
I need to hear some sounds that recognize the pain in me, yeah
I let the melody shine, let it cleanse my mind, I feel free now
But the airwaves are clean and there's nobody singing to me now

No change, I can change
I can change, I can change
But I'm here in my mould
I am here in my mould
And I'm a million different people from one day to the next
I can't change my mould
No, no, no, no, no
Have you ever been down?
I can't change it you know, I can't change it

'Cause it's a bitter sweet symphony, that's life
Trying to make ends meet
Trying to find some money, then you die
I'll take you down the only road I've ever been down
You know the one that takes you to the places
Where all the veins meet, yeah

You know I can change, I can change
I can change, I can change
But I'm here in my mould
I am here in my mould
And I'm a million different people from one day to the next
I can't change my mould, no, no, no, no, no
I can't change my mould, no, no, no, no, no
I can't change my mould, no, no, no, no, no
You've gotta change my mould, no, no, no
(It's just sex and violence, melody and silence)
(It's just  sex and violence, melody and violence)
(It's just sex and silence, melody and silence)
(I'll take you down the only road I've ever been down)
(It's just sex and violence, melody and silence)
(I'll take you down the only road I've ever been down)
(It's just sex and violence, melody and violence)
Been down
Ever been down
(I can't change my mould, no, no, no, no, no)
(It's just sex and violence, melody and violence)
Ever been down
(I can't change my mould, no, no, no, no, no)
Ever been down
Ever been down
Have you ever been down?
Have you ever been down?
Have you ever been down?","britpop, rock, alternative, british, indie"
79,80,"""Dangerous""",Busta Rhymes,"42 ContributorsDangerous Lyrics“Dangerous” is the second single from Busta Rhymes‘ second studio album When Disaster Strikes…. The song peaked at number 9 on the Billboard Hot 100 chart and was nominated for the Grammy Award for Best Rap… Read More 
Yeah, 'nother one of them Flipmode joints
Busta Rhymes, y'all, word mother, y'all (Uhh), check it out, y'all (Uhh)
Just swing to the left (Ohh), swing to the right
Make you feel good, make you feel alright
One time, feel good, yeah, y'all (Uh)
Busta Rhymes in the place, y'all (Come on)
Makin' you feel real good, y'all
Flipmode is the squad in the place, y'all

Buckwild to all of my niggas (Ha) who don't care
Floss like a bunch of young black millionaires (Uh-huh)
Makin' you run, me and my dunn stackin' my ones (Woo)
Floss a little, invest up in a mutual fund (That's right)
Blowin' the horn, a sense of every day I was born (Ha)
Never dream, I see a nigga landscapin' my lawn (Uh-huh)
Dangerous, my nigga shit be accurate (Uh)
Have to get, the flow (Hoo) be so immaculate
Ayo, ayo, watchin' my dough (Ha), sippin' my Moe' (Uh-huh)
Slippin' in slow, them pretty bitches sayin' ""Hello""
Anyway go 'head (Ha) and diss, play your Oil of Olay (Uh-huh)
Little honey dip whippin' a little Cabriolet (Ha)
I don't mean to hold you up but I got somethin' to say (Right)
Swear to only give you hot shit everyday
Afraid of us (Ha), you know this ain't no game to us (Uh-huh)
You strange to us, that's when we gettin' dangerous, come on

This is serious (Uh-huh)
We could make you delirious (Right)
You should have a healthy fear of us (That's right)
'Cause too much of us is dangerous (Come on)
So dangerous (Uh-huh), we so dangerous (Alright)
My Flipmode Squad is dangerous
So dangerous, we so dangerous (Uh-huh)
My whole entire unit is dangerous (Come on)

Hold your breath, we swingin' it from right to left (Uh-huh)
Word to Wyclef, nigga shit be hot to death (Ha!)
Stayin' alive, you know (Hoo) only the stronger survive (Uh-huh)
Holdin' my heat, under my seat, whippin' my five
Bassline (Ha) for all of my people movin' around (Uh-huh)
Gimme' a pound, all of my niggas holdin' it down
Cuttin' you up (Ha), the new shit ruckin' you up (Uh)
Fuckin' you up (Hoo), my black hole suckin' you up (Uh-huh)
Back in the days a nigga used to be ass out (Uh-huh)
Now a nigga holdin' several money market accounts (Hahaha)
Blaze the street and the I (Hoo) would just like to announce (Uh-huh)
Feelin' my groove, my jigga-jigga makin' you bounce (That's right)
Others is fair, me and my niggas breakin' the bread (Uh-huh)
Straight gettin' it, we got you niggas holdin' your head
Afraid of us (Haa), you know this ain’t no game to us
You strange to us, that’s when we gettin' dangerous, come on

This is serious (Ah)
We could make you delirious (Uh-huh)
You should have a healthy fear of us (Right)
'Cause too much of us is dangerous
So dangerous (Uh, uh-huh), we so dangerous (Uh-huh, uh-huh)
My Flipmode Squad is dangerous
We so dangerous (Right, right), we so dangerous (Uh-huh)
My whole entire unit is dangerous (Come on)

One time, y'all (Ahhh, ahh-ahhh)
Throw your hands real high y'all (Ahhh, ah-ah)
Yeah, get down y'all (Ahhh, ahhh, ahhh)
Let me see you, all y'all (Ahhh, ah, ahhh)
Busta Rhymes, Flipmode, y'all
1998, y'all (Haa, ho-ho)
Ha, get down, y’all (Uh, uh)
Let’s have a ball, y'all

Feelin' the heat up in the street, rockin' the beat (Uh-huh)
Step up in the club, take me to my reserved seat (Right)
Comin' around all of my niggas surround me (Uh)
So much bottles (Ha) of liquor, y'all niggas’ll drown me (What?)
Makin' you drunk (Wooo), feelin' the funk, blazin' the skunk (Uh)
Stay hittin' with the shit that blow a hole in your trunk
Afraid of us (Wooo), you know this ain’t no game to us (Ha)
You strange to us, that’s when we gettin' dangerous, come on

This is serious (Uh-huh)
We could make you delirious (Right)
You should have a healthy fear of us (Uh-huh)
'Cause too much of us is dangerous
So dangerous, we so dangerous (Uh-huh, uh-huh)
My Flipmode Squad is dangerous
So dangerous, we so dangerous (That's right)
My whole entire unit is dangerous (Come on)

Uh-huh, uh (Ah)
Uh-huh, uh-huh, uh (Boom-boom, boom, ah-ah)
Uh-huh, uh (Boom-boom, ih, ah)
Uh, uh, uh (Boom-boom, ah, people)
Uh, uh (Ah, oh, ah, ih)
Uh, uh, uh (Sticky, ah-ah, ih, ah)
Uh, uh (Oh, ih, ah, oh)
Uh, uh (Ih, ah, ih, oh)
Uh, uh
Uh, uh
Uh-uh-uh, uh, uh
Uh, uh, uh, uh","Hip-Hop, rap, Gangsta Rap, East Coast, hip hop"
80,81,"""Spice Up Your Life""",Spice Girls,"41 ContributorsSpice Up Your Life LyricsThe first single off their sophomore album Spiceworld, “Spice Up Your Life” debuted at #1 when released in October 1997.
La-la-la, la-la-la-la-la-la
La-la-la, la-la-la-la
La-la-la, la-la-la-la-la-la
La-la-la, la-la-la-la

When you're feeling sad and low
We will take you where you gotta go
Smiling, dancing, everything is free
All you need is positivity

Colours of the world (Spice up your life)
Every boy and every girl (Spice up your life)
People of the world (Spice up your life, ah)

Slam it to the left (If you're havin' a good time)
Shake it to the right (If you know that you feel fine)
Chicas to the front (Ha, ha)
And go 'round
Slam it to the left (If you're havin' a good time)
Shake it to the right (If you know that you feel fine)
Chicas to the front (Ha, ha)
Hai, sí, ja! Hold tight!

La-la-la, la-la-la-la-la-la
La-la-la, la-la-la-la
La-la-la, la-la-la-la-la-la
La-la-la, la-la-la-la

Yellow man in Timbuktu
Colourful, both me and you
Kung Fu fighting, dancing queen
Tribal spaceman and all that's in between

Colours of the world (Spice up your life)
Every boy and every girl (Spice up your life)
People of the world (Spice up your life, ah)

Slam it to the left (If you're havin' a good time)
Shake it to the right (If you know that you feel fine)
Chicas to the front (Ha, ha)
And go 'round
Slam it to the left (If you're havin' a good time)
Shake it to the right (If you know that you feel fine)
Chicas to the front (Ha, ha)
Hai, sí, ja! Hold tight!

Flamenco, lambada
But hip hop is harder
We moonwalk the foxtrot
*Then polka, the salsa*
(Shake it, shake it, shake it, haka)
(Shake it, shake it, shake it, haka)
Arriba! (*Ariba!*)
*Ha-ha-ha-ha-ha-ha-ha*

Colours of the world (Spice up your life)
Every boy and every girl (Spice up your life)
People of the world (Spice up your life, ah)

Slam it to the left (If you're havin' a good time)
Shake it to the right (If you know that you feel fine)
Chicas to the front (Ha, ha)
And go 'round
Slam it to the left (If you're havin' a good time)
Shake it to the right (If you know that you feel fine)
Chicas to the front (Ha, ha)
Hai, sí, ja! Hold tight!
Slam it to the left (If you're havin' a good time)
Shake it to the right (If you know that you feel fine)
Chicas to the front (Ha, ha)
And go 'round
Slam it to the left (If you're havin' a good time)
Shake it to the right (If you know that you feel fine)
Chicas to the front (Ha, ha)
Hai, sí, ja! Hold tight!","pop, 90s, british, female vocalists, dance"
81,82,"""Because of You""",98 Degrees,"8 ContributorsBecause of You Lyrics
You're my sunshine after the rain
You're the cure against my fear and my pain
'Cause I'm losing my mind when you're not around
It's all (It's all) It's all because of you

Baby I really know by now
Since we met that day
You showed me the way
I felt it then, you gave me love, I can't describe
How much I feel for you
I said baby I should have known by now
Should have been right there whenever you gave me love
And if only you were here
I'd tell you yes I'd tell you (oh yeah)


Honestly, could it be you and me
Like it was before neither less or more
'Cause when I close my eyes at night
I realize that no one else could ever take your place
I still can feel and it's so unreal
When you're touching me, kisses endlessly
It's just a place in the sun where our love's begun
I miss you, yes I miss you baby, oh yeah


If I knew how to tell you what's on my mind
(Make you understand)
Then I'd always be there right by your side


You're my sunshine
You're my sunshine
Oh, yeah","pop, boybands, 90s, 98 Degrees, rnb"
82,83,"""The Mummers' Dance""",Loreena McKennitt,"9 ContributorsThe Mummers’ Dance Lyrics“The Mummers' Dance” is a single by Canadian Celtic singer Loreena McKennitt from the 1997 album “The Book of Secrets”. The song refers to seasonal Mummers Play performed by groups of actors, often as… Read More 
When in the springtime of the year
When the trees are crowned with leaves
When the ash and oak and the birch and yew
Are dressed in ribbons fair
When owls call the breathless moon
In the blue veil of the night
The shadows of the trees appear
Amidst the lantern light

We've been rambling all the night
And some time of this day
Now returning back again
We bring a garland gay

Who will go down to those shady groves
And summon the shadows there?
And tie a ribbon on those sheltering arms
In the springtime of the year
The songs of birds seem to fill the wood
That when the fiddler plays
All their voices can be heard
Long past their woodland days

We've been rambling all the night
And some time of this day
And now returning back again
We bring a garland gay

And so they linked their hands and danced
Round in circles and in rows
And so the journey of the night descends
When all the shades are gone
A garland gay, we bring you here
And at your door, we stand
It is a sprout well-budded out
The work of our Lord's hand

We've been rambling all the night
And some time of this day
And now returning back again
We bring a garland gay
We've been rambling all the night
And some time of this day
And now returning back again
We bring a garland gay","celtic, folk, new age, female vocalists, ethereal"
83,84,"""All Cried Out""",Allure featuring 112,"10 ContributorsAll Cried Out Lyrics“All Cried Out” is a cover of the song of the same name by Lisa Lisa and Cult Jam.
The song expresses the feelings of one person being hurt so much in a relationship that, although they were extremely happy… Read More 
All alone on a Sunday mornin'
Outside I see the rain is fallin', whoa oh
Inside I'm slowly dyin'
But the rain will hide my cryin', cryin', cryin'
And you...

Don't you know my tears will burn the pillow
Set this place on fire 'cause I'm tired of your lies
All I needed was a simple ""Hello""
But the traffic was so noisy that you could not hear me cry

I...
I gave you my love in vain
My body never knew such pleasure
My heart never knew such pain
And you...
You leave me so confused
Now I'm all cried out
Over you

(Ooh, I'm over you, oh yeah you, yes)

Never wanted to see things your way, I had to go astray
Oh, why was I such a fool, baby
(Why was I such a fool) Oh, yeah
Now I see that the grass isn't greener
Is it too late for me to find my way home?
How could I be so wrong?
Leavin' me all alone

Don't you know my tears will cause an inferno
Tears will cause an inferno, baby
Romance often fades, why should I take the blame?
Why should... why should I?
You were the one who left me neglected
Oh, I'm so sorry, baby
Apology not accepted, add me to the broken hearts you've collected

I... (Whoa)
I gave you all of me (I gave you all of me)
How was I to know
You would weaken so easily
I...
I don't know what to do (I don't know what to do)
Now I'm all cried out (I'm all cried out)
Over you

I...
I gave you my love in vain
My body never knew such pleasure
My heart never knew such pain
And you... (Left me so confused)
Now I'm all cried out (I'm all cried out)
Now I'm all cried out (All cried out)
I'm so sorry, baby
Over you

Yes, I'm so sorry
Please forgive me, baby!
Oh-oh, whoo!
Please forgive me...","trance, emo, electronic, dance, rnb"
84,85,"""Still Not a Player""",Big Punisher featuring Joe,"142 ContributorsStill Not a Player Lyrics“Still Not a Player” was released as Big Pun’s second single and was a remix of his debut single “I’m Not a Player” merged with the chorus from R&B singer Joe’s hit single “Don’t Wanna Be a Player.” The… Read More 
Oh
Ooh, yeah
Don't wanna be a player (TS)

I don't wanna be a player no more
I'm not a player, I just fuck a lot
But Big Punisher still got what you're lookin' for
For my thug niggas, for my thug niggas (Don't wanna be, don't wanna be)
I don't wanna be a player no more
I'm not a player, I just fuck a lot
But you know Big Pun and Joe still down by law
Who's down to fuck tonight?

Ayo, I'm still not a player, but you still a hater
Elevator to the top, hah, see you later
I'm gone, penthouse suite, Penthouse freaks
In-house beach, French comtesse, 10 thou' piece
Rent-out lease with an option to buy
Coppin' a 5 or Benz for when I'm not far up in the sky
Puffin' the lye from my Twinzito
Up in the Benzito with my kiko from Queens nicknamed Perico
We go back like PAs and wearin' PJs
Now we reached the peakage, runnin' trains for three days
Who wanna ride? It won't cost you a dollar
Whether soft or harder, of course you still gonna holla
Mama, I'm thick, huh? I'll rip my prick through your hooters
I'm sick, you couldn't measure my dick with six rulers
Hold up, chula, I'm all about gettin' loot
But I'll knock that boot if you out to get koofed

I don't wanna be a player no more
I'm not a player, I just fuck a lot
But Big Punisher still got what you're lookin' for
Uptown, baby, uptown
I don't wanna be a player no more
I'm not a player, I just fuck a lot
But you know Big Pun and Joe still down by law
Who's down to fuck tonight?

I love 'em butter pecan to blackberry molass'
I don't discriminate, I regulate every shade of the ass
Long as you show class and pass my test
Fat ass and breasts, highly intelligent bachelorettes
That's the best, I won't settle for less
I want a ghetto brunette with unforgettable sex
Now lay your head on my chest and feel my heartbeat
We can park the Jeep, pump Mobb Deep and just spark the leaf
It's hard to creep since I found Joe
Every pretty, round, brown ho wanna go down low
But this Boogie Down professional, I'ma let you know
Once I put the blows, get your clothes, 'cause you got to go
I could go downstairs, little brown hairs everywhere
You nasty, Twin, I don't care
'Round here they call me Big Pun, if you with the big guns
Thick tongue, known to make the chicks cum

Up in the hot tub poppin' bubbly
Rubbin' your spot, love, got you screamin', ""Punish me!""
But it don't stop, watch the Pun get wicked
When I stick it even Luke be like, ""Don't stop, get it, get it""
Up in the hot tub poppin' bubbly
Rubbin' your spot, love, got you screamin', ""Punish me!""
But it don't stop, watch the Pun get wicked
When I stick it even Luke be like, ""Don't stop, get it, get it""

I don't wanna be a player no more
But Big Punisher still got what you're lookin' for
I don't wanna be a player no more
But you know Big Pun and Joe still down by law
Who's down to fuck tonight?

Boricua, morena
Boricua, morena
Boricua, morena
Boricua, morena
Boricua, morena
Boricua, morena
No more rollin' with an entourage
Unless it's Pun and the Terror Squad
Beatin' niggas down somethin' silly
Joe and Big Punisher
Boricua, morena
Boricua, morena
Boricua, morena
Boricua, morena
Boricua, morena
Boricua, morena
Boricua, morena
Boricua, morena
Boricua, morena
Boricua, morena
Boricua, morena
Boricua, morena","Hip-Hop, rap, east coast rap, hip hop, East Coast"
85,86,"""The One I Gave My Heart To""",Aaliyah,"22 ContributorsTranslationsDeutschThe One I Gave My Heart To LyricsAaliyah sings a tale of a failed trust-fall relationship in this love ballad off of her sophomore album One In a Million. The track centers around Aaliyah’s questioning of a former lover that left her after… Read More 
Hey, oh
Yeah

How could the one I gave my heart to
Break my heart so bad?
How could the one who made me happy
Make me feel so sad?
Won't somebody tell me, so I can understand
If you love me, how could you hurt me like that?
How could the one I gave my world to
Throw my world away?
How could the one who said, ""I love you""
Say the things you say?
How could the one I was so true to just tell me lies?
How could the one I gave my heart to
Break this heart of mine, tell me

How could you be so cold to me?
When I gave you everything
All my love, all I had inside
How could you just walk out the door?
How could you not love me anymore?
I thought we had forever, I can't understand
How could the one I shared my dreams with
Take my dreams from me?
How could the love that brought such pleasure
Bring such misery?
Won't somebody tell me, somebody tell me please?
If you love me, how could you do that to me, tell me
Whoa, hey

Yeah, how could you just walk out the door?
How could you not love me anymore?
I thought we had forever
Can't understand
No I can't understand

How could the one I gave my heart to (Oh)
Break my heart so bad? (Break my heart)
How could the one who made me happy (You made me so happy)
Make me feel so sad? (Oh, yeah)
Won't somebody tell me? (Won't they tell me?)
So I can understand (So I can understand)
If you love me, how could you hurt me like that? (How could you hurt me?)
How could the one I gave my world to
Throw my world away? (Throw my world away)
How could the one who said, ""I love you"" (You said you love me)
Say the things you say? (But you didn't love me, oh)
How could the one I was so true to (Yeah, you did)
Just tell me lies? (You told me lies, oh yeah)

How could the one I gave my heart to (Ooh)
Make me feel so sad? (Hey)
How could the one I gave my heart to
Break my heart so bad?
Tell me (tell me, tell me)
Ooh, tell me","rnb, soul, female vocalists, pop, Hip-Hop"
86,87,"""Foolish Games"" / ""You Were Meant for Me""",Jewel,,"female vocalists, pop, folk, singer-songwriter, rock"
87,88,"""Love You Down""",INOJ,"11 ContributorsLove You Down Lyrics
It never really mattered too much to me
That you were just too damned old for me
All that really mattered was you were my boyfriend
And baby, that's all that mattered to me

Let me love you down, even if it takes all night
Let me love you down, you know it's got to be so right

Remember when I drove you home from work, uh
I love the way you and me kiss goodbye, mmm
All of your friends think I'm just too young for you
So tell 'em I can do what girls their age can do, oh babe

Let me love you down, even if it takes all night
Let me love you down, you know it's got to be so right
Let me love you down, even if it takes all night
Let me love you down, you know it's got to be so right, oh

It never really mattered too much to me
That they were just too damned blind to see
As long as I can love you down, baby, just be my man
That's all that mattered to me

Let me love you down, even if it takes all night
Let me love you down, you know it's got to be so right
Let me love you down, ooh
Let me love you down, I know, I know, I could

Love you, down, down, ooh
Love you down, down, know, know, know
Know, know, know, know
Let me love you, I wanna love you, down
Let me love you, I wanna love you, down, baby","rnb, pop, female vocalists, american, 90s"
88,89,"""Do for Love""",2Pac featuring Eric Williams,"107 ContributorsTranslationsPortuguêsDo For Love LyricsThis song is the perfect Song of how LOVE can lead you blind & the strength of it. Look here’s how the story goes (Told By Lil Mace)…
The first verse is him talking to his girl about how he never even meant… Read More 
Turn it up loud
Hahaha, ahahaha, hey, man
You a little sucker for love, Pac!
Word up, hahahahaha (A sucker for love)

I should've seen you was trouble right from the start, taught me so many lessons
How not to mess with broken hearts, so many questions
When this began, we was the perfect match, perhaps
We had some problems, but we workin' at it, and now
The arguments are gettin' loud, I wanna stay
But I can't help from walkin' out, just throw it away
Just take my hand and understand if you could see
I never planned to be your man, it just wasn't me
But now I'm searchin' for commitment, in other arms
I wanna shelter you from harm, don't be alarmed
Your attitude was the cause, you got me stressin'
Soon as I opened up the door with your jealous questions
Like, where can I be? You're killin' me with your jealousy
Now my ambition's to be free
I can't breathe, 'cause soon as I leave, it's like a trap
I hear you callin' me to come back, I'm a sucker for love

What you won't do, do for love? (That's right, sucker for love)
You tried everything, but you don't give up (Sucker for love)
What you won't do, do for love?
You tried everything, but you don't give up

Just when I thought I broke away and I'm feelin' happy, you tried to trap me
Said you're pregnant and guess who the daddy? Don't wanna fall for it
But in this case what could I do? So now I'm back
To makin' promises to you, tryna keep it true
What if I'm wrong? A trick to keep me holdin' on
Tryna be strong and in the process, keep it goin'
I'm 'bout to lose my composure, I'm gettin' close
To packin' up and leavin' notes, and gettin' ghost
Tell me who knows a peaceful place where I can go
To clear my head, I'm feelin' low, losin' control
My heart is sayin', ""Leave!"" Oh, what a tangled web we weave
When we conspire to conceive, and now
You gettin' calls at the house, guess you cheatin'
That's all I need to hear, 'cause I'm leavin', I'm out the door
Never no more you will see me, this is the end
'Cause now I know you've been cheatin', I'm a sucker for love
What you won't do, do for love? (Sucker for love)
You tried everything, but you don't give up (Don't, sucker for love)
What you won't do, do for love? (Oh, yeah, sucker for love)
You tried everything, but you don't give up (Oh, baby)

Now he left you with scars, tears on your pillow and you still stay
As you sit and pray, hopin' the beatings'll go away
It wasn't always a hit-and-run relationship
It used to be love, happiness and companionship
Remember when I treated you good
I moved you up to the hills, out the ills of the ghetto hood
Me and you, a happy home, when it was on
I had a love to call my own
I should've seen you was trouble but I was lost, trapped in your eyes
Preoccupied with gettin' tossed, no need to lie
You had a man and I knew it, you told me
Don't worry 'bout it, we can do it now, I'm under pressure
Make a decision 'cause I'm waitin', when I'm alone
I'm on the phone havin' secret conversations, huh
I wanna take your misery
Replace it with happiness but I need your faith in me, I'm a sucker for love

What you won't do, do for love? (What you won't do for love, sucker for love)
You tried everything, but you don't give up (That ain't right, I'm a sucker for love)
What you won't do, do for love?
You tried everything, but you don't give up (No)

What you won't do, do for love? (Sucker for love)
You tried everything, but you don't give up (Sucker for love)
What you won't do, do for love? (Sucker for love)
You tried everything, but you don't give up (Sucker for love)
What you won't do? (Do for love)
You tried everything, but you don't give up
What you won't do? (Do for love)
You tried everything, but you don't give up
Do for love, yeah, baby, yeah
Do for love",
89,90,"""Raise the Roof""",Luke featuring No Good But So Good,"4 ContributorsRaise The Roof Lyrics(Featuring No Good But So Good)
WHAT TIME IS IT?? (BOOTY TIME)
CHORUS:
Let's go Raise the roof
Put em up there
Raise the Roof
Put em up there
Raise the roof
Put em up there
Raise the roof Repeat 4 more times
Come on ya'll it's a big booty party
Get all ya'll day in day
Chillin' in the M to the I to the A
Makin' hits with Luke this way
Burn the roof downtown..up
If ya feel me just pump your fists up
Left side, right side, what's up
Put them legs up, wanna' be change up
Biggest stars show up out to the beat
Federal track got more game than the Heat
Get with that and I'ma get with this
If you need to bite something playa bite this
Don't say (???) how ya feel
Now like a pimp talkin' out, comin' here
Southside ready to get loose
Pump ya fists and just raise the roof
CHORUS
Throw your hands in the air
Big booty girls shake your darria
And the place gonna' see one
Yeah I see ya'll playa's representing over there
And what about New York, Foxy Brown
You know that we get down
T nasty in the house and we don't quit
This and that girls move your ass pump ya fists
Little Kim and NGBG, pump ya fists in the air if your with me
One time for Salt N Pepa
Luke breaks express, gets so better
Can't leave out the dirty south
Phatlanta and the Brat
That's what it's all about
So (????) you came in
All across the world let me see you pump your fists
CHORUS
What time is it? (Booty Time)
What time is it? (Booty Time)
What time is it? (Booty, booty, booty time) -Repeat
CHORUS
Time to get right, ride down I95
Might see me at Iny
Wednesday night 4 - 5 - 6
Head track, Monday night fat break fsss
Take a trip where they go, Cay club Chicago
Ain't no tellin' where I might be
Huston Texas, or D.C
Red Roper Fayetteville, Cap D get ill
Eastside New York, Funk Master Flex get back
Sssssouthside bama 9
WESTCOAST, show me love
For bound west in the G-club
Uncle Luke get loose
I'm platinum bound, Now Raise the roof
CHORUS
Put em up there
Put em up there
Put yo hands up high (HIGH)
Let me see you raise the roof (let me see you raise the roof)
Put yo hands up high (HIGH)
Let me see you raise the roof (let me see you raise the roof)
Let me see you raise the Roof, roof, roof",
