Unnamed: 0,No.,Title,Artist(s),lyrics,genres
26,27,"""Diamonds""",Rihanna,"129 ContributorsTranslationsPortuguêsΕλληνικάFrançaisالعربيةBahasa IndonesiaDeutschČeskyРусский (Russian)Diamonds Lyrics“Diamonds” was released as the lead single from Rihanna’s seventh studio album, Unapologetic. It became her twelfth number-one in the US. During the tracking week ending February 25, 2023, the song re-entered… Read More 
Shine bright like a diamond
Shine bright like a diamond

Find light in the beautiful sea
I choose to be happy
You and I, you and I
We're like diamonds in the sky
You're a shooting star I see
A vision of ecstasy
When you hold me, I'm alive
We're like diamonds in the sky

I knew that we'd become one right away
Oh, right away
At first sight, I felt the energy of sun rays
I saw the life inside your eyes

So shine bright, tonight, you and I
We're beautiful like diamonds in the sky
Eye to eye, so alive
We're beautiful like diamonds in the sky

Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shinin' bright like a diamond
We're beautiful like diamonds in the sky
Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shinin' bright like a diamond
We're beautiful like diamonds in the sky

Palms rise to the universe
As we moonshine and Molly
Feel the warmth, we'll never die
We're like diamonds in the sky
You're a shooting star I see
A vision of ecstasy
When you hold me, I'm alive
We're like diamonds in the sky

At first sight, I felt the energy of sun rays
I saw the life inside your eyes

So shine bright, tonight, you and I
We're beautiful like diamonds in the sky
Eye to eye, so alive
We're beautiful like diamonds in the sky

Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shinin' bright like a diamond
We're beautiful like diamonds in the sky
Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shinin' bright like a diamond
We're beautiful like diamonds in the sky

Shine bright like a diamond
Shine bright like a diamond
Shine bright like a diamond

So shine bright, tonight, you and I
We're beautiful like diamonds in the sky
Eye to eye, so alive
We're beautiful like diamonds in the sky

Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shine bright like a diamond
Oh, yeah
Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shine bright like a diamond
Shine bright like a diamond","pop, rnb, female vocalists, dance, Hip-Hop"
27,28,"""I Love It""",Icona Pop featuring Charli XCX,"99 ContributorsTranslationsPortuguêsDeutschРусский (Russian)DanskI Love It LyricsThis song was Icona Pop and Charli XCX’s breakout song and first hit in the US. Charli wrote this song and contributed vocals to the track. Icona Pop’s producer Patrik Berger (the Swedish producer behind… Read More 
I got this feelin' on the summer day when you were gone
I crashed my car into the bridge, I watched, I let it burn
I threw your shit into a bag and pushed it down the stairs
I crashed my car into the bridge

I don't care, I love it
I don't care

I got this feeling on the summer day when you were gone
I crashed my car into the bridge, I watched, I let it burn
I threw your shit into a bag and pushed it down the stairs
I crashed my car into the bridge

I don't care, I love it
I don't care

You're on a different road, I'm in the Milky Way
You want me down on Earth, but I am up in space
You're so damn hard to please, we gotta kill this switch
You're from the '70s, but I'm a '90s bitch

I love it
I love it

I got this feeling on the summer day when you were gone
I crashed my car into the bridge, I watched, I let it burn
I threw your shit into a bag and pushed it down the stairs
I crashed my car into the bridge

I don't care, I love it
I don't care, I love it, I love it
I don't care, I love it
I don't care

You're on a different road, I'm in the Milky Way
You want me down on Earth, but I am up in space
You're so damn hard to please, we gotta kill this switch
You're from the '70s, but I'm a '90s bitch

I don't care, I love it
I don't care, I love it, I love it
I don't care, I love it
I don't care, I love it, I love it
I don't care

I love it","electronic, electropop, swedish, pop, synthpop"
28,29,"""Safe and Sound""",Capital Cities,"67 ContributorsTranslationsDeutschEspañolTürkçeSafe and Sound LyricsThe crackin' single that has vaulted Capital Cities to early stardom. While it has cracked the US Billboard 100, it peaked at #1 on the German single chart after being used in this Vodafone commercial:
I could lift you up
I could show you what you wanna see
And take you where you wanna be
You could be my luck
Even if the sky is falling down
I know that we'll be safe and sound

We're safe and sound

I could fill your cup
You know my river won't evaporate
This world we still appreciate
You could be my luck
Even in a hurricane of frowns
I know that we'll be safe and sound

(Safe and sound)
We're safe and sound
(Safe and sound)
We're safe and sound
(Hold your ground)
We're safe and sound
(Safe and sound)

I could show you love
In a tidal wave of mystery
You'll still be standing next to me
You could be my luck
Even if we're six feet underground
I know that we'll be safe and sound

We're safe and sound
(Safe and sound)
(Safe and sound)
(Hold your ground)
(Safe and sound)

I could lift you up
I could show you what you wanna see
And take you where you wanna be
You could be my luck
Even if the sky is falling down
I know that we'll be safe and sound

I could lift you up
I could show you what you wanna see
And take you where you wanna be
You could be my luck
Even if the sky is falling down
I know that we'll be safe and sound

We're safe and sound
We're safe and sound
We're safe and sound
We're safe and sound
(Safe and sound)
We're safe and sound
(Safe and sound)
We're safe and sound
(Hold your ground)
We're safe and sound
(Safe and sound)
We're safe and sound","electronic, indie, electropop, pop, rock"
29,30,"""Treasure""",Bruno Mars,"97 ContributorsTranslationsPortuguêsDeutschFrançaisTreasure Lyrics“Treasure” is a song by American singer-songwriter Bruno Mars. The song was written by Mars, Philip Lawrence, Ari Levine, and Phredley Brown, while production was handled by the former three as members of The… Read More 
Baby squirrel, you's a sexy motherfucker

Gimme your, gimme your, gimme your attention, baby
I gotta tell you a little somethin' about yourself
You're wonderful, flawless, ooh, you a sexy lady
But you walk around here like you wanna be someone else

Oh, woah
I know that you don't know it
But you're fine, so fine (Fine, so fine)
Oh, woah
Oh, girl, I'm gonna show you
When you're mine, oh, mine (Mine, oh, mine)

Treasure
That is what you are
Honey, you're my golden star
You know you can make my wish come true
If you let me treasure you
If you let me treasure you
Oh, oh, oh

Pretty girl, pretty girl, pretty girl, you should be smilin'
A girl like you should never look so blue
You're everything I see in my dreams
I wouldn't say that to you if it wasn't true

Oh, woah
I know that you don't know it
But you're fine, so fine (Fine, so fine)
Oh, woah
Oh, girl, I'm gonna show you
When you're mine, oh, mine (Mine, oh, mine)

Treasure
That is what you are
Honey, you're my golden star
You know you can make my wish come true
If you let me treasure you
If you let me treasure you
Oh, oh, oh

You are my treasure
You are my treasure
You are my treasure
Yeah, you, you, you, you are
You are my treasure
You are my treasure
You are my treasure
Yeah, you, you, you, you are

Treasure (You are my treasure)
That is what you are (You are my treasure)
(You are my treasure)
Honey, you're my golden star (You, you, you are)
(You are my treasure)
You know you can make my wish come true (You are my treasure)
(You are my treasure)
If you let me treasure you (You, you, you are)
(You are my treasure)
If you let me treasure you (You are my treasure)
Oh, oh, oh","pop, rnb, male vocalists, r&b, slow jams"
30,31,"""The Way""",Ariana Grande featuring Mac Miller,"4 ContributorsTranslationsEnglishFrançaisPolskiAriana Grande - The Way ft. Mac Miller (Traducción al Español) Lyrics

Lo que tenemos que hacer aquí es regresar
Volver en el tiempo
Me encanta la manera de la que me hace sentir (Okay)
Me encanta, me encanta (Sí)
Me encanta la manera de la que me hace sentir
Me encanta (Sí), me encanta (Sí)

Digo
Pienso en ella cada segundo, cada hora
Hago mi canto en la ducha, recogiendo pétalos de las flores como
Ella me ama o no me ama (No me ama)
No soy un jugador, yo solo—
Tú me das ese algo
Lo quiero todo el tiempo, lo necesito cada día
En la escala del uno al diez estoy en un 100
Nunca tengo suficiente, no puedo estar lejos

Si quieres lo tengo, lo tengo todos los días
Puedes tener lo que necesites de mí
Quedarme a tu lado, nunca te dejaré
Y no iré a ningún lado porque eres un guardián

Así que no te preocupes
Me tienes, cariño (Ayy)
Tengo, tengo un chico malo, debo admitirlo (Hey)
Tienes mi corazón, no sé cómo lo hiciste (Hey)
Y no me importa quién lo veo, bebé, no quiero esconder la manera
En la que me siento cuando estás cerca de mí (Hey)

Me encanta la manera (En la que me haces sentir)
Me encanta la manera (Me encanta, me encanta)
Cariño, me encanta la manera (En la que me haces sentir)
Ooh, me encanta la manera, la manera en la que te amo
(Me encanta, me encanta)

Ooh, es tan loco, tienes mi corazón saltando
Cuando pones tus labios en los míos
Y cariño no es una pregunta (Pre-pre-pregunta)
Porque, chico, sé lo que te gusta

Si lo necesitas, lo tengo, lo tengo cada día
Ser tu amada, ser tu amiga, lo encontrarás todo en mí
Quedarme a tu lado, nunca te dejaré
Y no iré a ningún lado porque eres un guardián

Así que no te preocupes
Me tienes, cariño
Tengo, tengo un chico malo, debo admitirlo (Hey)
Tienes mi corazón, no sé cómo lo hiciste (Hey)
Y no me importa quién lo veo, bebé, no quiero esconder la manera
En la que me siento cuando estás cerca de mí (Hey)

Me encanta la manera (En la que me haces sentir)
Me encanta la manera (Me encanta, me encanta)
Cariño, me encanta la manera (En la que me haces sentir)
Ooh, me encanta la manera, la manera en la que te amo
(Me encanta, me encanta)

Te hago sentir tan bien, sentir tan bien
Espero que me llames al teléfono cuando escabulla en tu mente
Eres una princesa para el público, pero una loca cuando es el momento
Dices que tu cama se siente sola cuando duermes en la mía
Ven y ve una película conmigo, Belleza Americana
O Todopoderoso, eso es maravilloso, solo ven y muévete más cerca a mí
Tengo algunos sentimientos por ti, no me voy a aburrir
Pero, cariño, tú eres una aventura así que déjame explorarte

Así que no te preocupes (Sí)
Me tienes, cariño (Woo)
Tengo, tengo un chico malo, debo admitirlo (Uh-huh) (Hey)
Tienes mi corazón, no sé cómo lo hiciste (Hey)
Y no me importa quién lo vea, bebé, no quiero esconder la manera
En la que me siento cuando estás cerca de mí (Hey)

Me encanta la manera (En la que me haces sentir)
Me encanta la manera, me encanta la manera
Me encanta la manera
(Me encanta, me encanta)
Cariño, me encanta la manera
Me encanta la manera (En la que me haces sentir)
Me encanta la manera, me encanta, me encanta
Cariño, me encanta la manera (En la que me haces sentir)
Ooh, me encanta la manera, la manera en la que te amo
(Me encanta, me encanta)
Me encanta la manera (En la que me haces sentir)
Me encanta la manera, me encanta la manera
(Me encanta, me encanta)
Bebé, me encanta la manera (En la que me haces sentir)
Ooh, me encanta la manera, la manera en la que te amo
(Me encanta, me encanta)

La manera en la que te amo
Amo, amo, sí, la manera
Me encanta la manera en la que me haces sentir
Me encanta, me encanta
Me encanta la manera en la que me haces sentir
Me encanta, la manera en la que te amo","pop, rnb, female vocalists, Ariana Grande, american"
31,32,"""Started from the Bottom""",Drake,"251 ContributorsTranslationsDeutschFrançaisفارسیStarted from the Bottom LyricsOn the lead single to Nothing Was the Same, Drake delivers a come-up piece about how he “Started from the Bottom.“
Thematically, this track embodies the famed underdog narrative, but it was subject to a lot… Read More 
Started—
Zombie on the track
Started from the bottom, now we're here
Started from the bottom, now my whole team fuckin' here
Started from the bottom, now we're here
Started from the bottom, now the whole team here, nigga
Started from the bottom, now we're here
Started from the bottom, now my whole team here, nigga
Started from the bottom, now we're here
Started from the bottom, now the whole team fuckin' here

I done kept it real from the jump
Livin' at my momma's house, we'd argue every month
Nigga, I was tryna get it on my own
Workin' all night, traffic on the way home
And my uncle callin' me, like, ""Where you at?
I gave you the keys, told you bring it right back”
Nigga, I just think it's funny how it goes
Now I'm on the road, half a million for a show, and we—
Started from the bottom, now we're here
Started from the bottom, now my whole team fuckin' here
Started from the bottom, now we're here
Started from the bottom, now the whole team here, nigga
Started from the bottom, now we're here
Started from the bottom, now the whole team fuckin' here
Started from the bottom, now we're here
Started from the bottom, now the whole team here, nigga

Boys tell stories 'bout the man
Say I never struggled, wasn't hungry, yeah, I doubt it
Nigga, I could turn your boy into the man
There ain't really much out here that's poppin' off without us
Nigga, we just want the credit where it's due
I'ma worry 'bout me, give a fuck about you
Nigga, just as a reminder to myself
I wear every single chain, even when I'm in the house
'Cause we—

Started from the bottom, now we're here
Started from the bottom, now my whole team fuckin' here
Started from the bottom, now we're here
Started from the bottom, now the whole team here, nigga
No new niggas, nigga, we don't feel that
Fuck a fake friend, where your real friends at?
We don't like to do too much explainin'
Story stayed the same, I never changed it
No new niggas, nigga, we don't feel that
Fuck a fake friend, where your real friends at?
We don't like to do too much explainin'
Story stayed the same through the money and the fame
'Cause we—

Started from the bottom, now we're here
Started from the bottom, now my whole team fuckin' here
Started from the bottom, now we're here
Started from the bottom, now the whole team here, nigga
Started from the bottom, now we're here
Started from the bottom, now my whole team here, nigga
Started from the bottom, now we're here
Started from the bottom, now the whole team here, nigga","Hip-Hop, rap, rnb, hip hop, Canadian"
32,33,"""Come & Get It""",Selena Gomez,"67 ContributorsTranslationsPortuguêsالعربيةTürkçeCome & Get It Lyrics“Come & Get It” is a song recorded by American singer Selena Gomez for her debut solo album Stars Dance.
The song was written by Ester Dean, M.S. Eriksen, and T.E. Hermansen and was produced by Stargate.… Read More 
محبوب میں اکیلا ہوں یہاں
میری محبوب میں اکیلا ہوں یہاں
‎اے، اے، اے، اے

When you're ready, come and get it
Na-na-na-na, na-na-na-na, na-na-na-na
When you're ready, come and get it
Na-na-na-na, na-na-na-na, na-na-na-na
When you're ready, when you're ready
When you're ready, come and get it
Na-na-na-na, na-na-na-na, na-na-na-na

You ain't gotta worry, it's an open invitation
I'll be sittin' right here real patient
All day, all night, I'll be waitin' standby
Can't stop, because I love it
Hate the way I love you
All day, all night
Maybe I'm addicted for life, no lie

I'm not too shy to show I love you
I got no regrets
I love you much too much to hide you
This love ain't finished yet
This love ain't finished yet
So baby, whenever you're ready

When you're ready, come and get it
Na-na-na-na, na-na-na-na, na-na-na-na
When you're ready, come and get it
Na-na-na-na, na-na-na-na, na-na-na-na
When you're ready, when you're ready
When you're ready, come and get it
Na-na-na-na, na-na-na-na, na-na-na-na

You got the kind of love that I want, let me get that
(Let me get that, yeah)
And baby, once I get it, I'm yours, no take-backs
Gon' love you for life, I ain't leavin' your side
Even if you knock it, ain't no way to stop it
Forever, you're mine
Baby, I'm addicted, no lie, no lie

I'm not too shy to show I love you
I got no regrets
So baby, whenever you're ready

When you're ready, come and get it
Na-na-na-na, na-na-na-na, na-na-na-na
When you're ready, come and get it
Na-na-na-na, na-na-na-na, na-na-na-na
When you're ready, when you're ready
When you're ready, come and get it
Na-na-na-na, na-na-na-na, na-na-na-na

This love will be the death of me
But I know I'll die happily
I'll know, I'll know, I'll know
Because you love me so
Yeah

When you're ready, come and get it
Na-na-na-na, na-na-na-na, na-na-na-na
When you're ready come and get it
Na-na-na-na, na-na-na-na, na-na-na-na
(I'm gonna get it, yeah, yeah)
When you're ready, when you're ready
When you're ready, come and get it
(When you're ready, when you're ready
Come and get it, get it)
Na-na-na-na, na-na-na-na, na-na-na-na","pop, female vocalists, Disney, pop rock, dance"
33,34,"""Hold On, We're Going Home""",Drake featuring Majid Jordan,"229 ContributorsTranslationsEspañolFrançaisHold On, We’re Going Home LyricsDrake’s single isn’t a rap song as we all know, but here’s the rapper-singer reiterating the fact for all us: Drizzy says him and Noah “40” Shebib “wanted to channelize the Michael Jackson-Quincy Jones sound… Read More 
I got my eyes on you
You're everything that I see
I want your heart, love and emotion endlessly
I can't get over you
You left your mark on me
I want your hot love and emotion endlessly

'Cause you're a good girl and you know it
You act so different around me
'Cause you're a good girl and you know it
I know exactly who you could be

Just hold on, we're going home
Just hold on, we're going home
It's hard to do these things alone
Just hold on, we're going home
Home

I got my eyes on you
You're everything that I see
I want your heart, love and emotion endlessly
I can't get over you
You left your mark on me
I want your hot love and emotion endlessly

'Cause you're a good girl and you know it (Oh yeah)
You act so different around me (Ah-ah, da-da)
'Cause you're a good girl and you know it (Ah-ah-ah)
I know exactly who you could be

So just hold on, we're going home (Going home)
Just hold on, we're going home (Going home)
It's hard to do these things alone (Things alone)
Just hold on, we're going home (Going home)
Home (Going home)

You're the girl, you're the one
Gave you everything I loved
I think there's something, baby
I think there's something, baby
You're the girl, you're the one
Gave you everything I loved (Oh)
I think there's something, baby
I think there's something, baby

'Cause you're a good girl and you know it
You act so different around me
'Cause you're a good girl and you know it
I know exactly who you could be

Oh, just hold on, we're going home (Going home)
Just hold on, we're going home (Going home)
It's hard to do these things alone (Things alone)
Just hold on, we're going home (Going home)
Home (Going home)

(Hold on)
(Oh, oh)",
34,35,"""Daylight""",Maroon 5,"36 ContributorsDaylight Lyrics“Daylight” is a song by American pop rock band Maroon 5, released as the third single from their fourth studio album, Overexposed. Lyrically, the song is about coming to the realization that one has to move… Read More 
Here I am waiting, I'll have to leave soon
Why am I holding on?
We knew this day would come, we knew it all along
How did it come so fast?

This is our last night, but it's late
And I'm trying not to sleep
'Cause I know when I wake
I will have to slip away

And when the daylight comes, I'll have to go
But tonight, I'm gonna hold you so close
'Cause in the daylight, we'll be on our own
But tonight, I need to hold you so close

Ooh-whoa-oh, ooh-whoa-oh, ooh-whoa-oh, oh, oh, oh-oh-oh
Ooh-whoa-oh, ooh-whoa-oh, ooh-whoa-oh, oh, oh, oh-oh-oh

Here I am staring at your perfection
In my arms, so beautiful
The sky is getting bright, the stars are burning out
Somebody slow it down

This is way too hard
'Cause I know when the sun comes up
I will leave, this is my last glance
That will soon be memory

And when the daylight comes, I'll have to go
But tonight, I'm gonna hold you so close
'Cause in the daylight, we'll be on our own
But tonight, I need to hold you so close

Ooh-whoa-oh, ooh-whoa-oh, ooh-whoa-oh, oh, oh, oh-oh-oh
Ooh-whoa-oh, ooh-whoa-oh, ooh-whoa-oh, oh, oh, oh-oh-oh

I never want it to stop
Because I don't wanna start all over, start all over
I was afraid of the dark
But now it's all that I want, all that I want, all that I want

And when the daylight comes, I'll have to go
But tonight, I'm gonna hold you so close
'Cause in the daylight, we'll be on our own
But tonight, I need to hold you so close
And when the daylight comes, I'll have to go
But tonight, I'm gonna hold you so close
'Cause in the daylight, we'll be on our own
But tonight, I need to hold you so close

Ooh-whoa-oh, ooh-whoa-oh, ooh-whoa-oh, oh, oh, oh-oh-oh
Ooh-whoa-oh, ooh-whoa-oh, ooh-whoa-oh, oh, oh, oh-oh-oh

Ooh-whoa-oh (Yeah), ooh-whoa-oh (Yeah)
Ooh-whoa-oh (Yeah), oh, oh-oh-oh (Yeah)
Ooh-whoa-oh (Yeah-ah), ooh-whoa-oh (Yeah-ah)
Ooh-whoa-oh, oh","pop rock, rock, pop, alternative, alternative rock"
35,36,"""Feel This Moment""",Pitbull featuring Christina Aguilera,"97 ContributorsTranslationsΕλληνικάTürkçeFeel This Moment Lyrics“Feel This Moment” is a song by American rapper Pitbull, featuring guest vocals from Christina Aguilera. The song was released as the fourth single from Pitbull’s album Global Warming, and marks the first… Read More 
Ask for money and get advice, huh
Ask for advice, get money twice, huh
I'm from the dirty, huh, but that chico nice, ha
Y'all call it a moment, I call it a life

One day while my light is glowin'
I'll be in my castle golden
But until the gates are open
I just wanna feel this moment

Woah-woah
I just wanna feel this moment
Woah-woah
I just wanna feel this moment

Mr. Worldwide (C'mon)
Christina Aguilera
Oye, mamita (C'mon)
Dale, que la cosa está rica, haha, haha (I just wanna feel this moment)

Woo
Feel this moment

Reporting live from the tallest building in Tokyo
Long ways from them hard ways, filled with zoes and oye's
Dade County always, 3-0-5, all day
And, now, baby, we can parlay or, baby, we can party (Heh)
She read books (Hahaha), especially about red rooms and tie-ups (Yeah)
I got her hooked, huh
'Cause she seen me in a suit with the red tie tied up
Meet and greet, nice to meet ya
But time is money, only difference is I own it
Now let's stop time and enjoy this moment, dale (Woo)

One day while my light is glowin'
I'll be in my castle golden
But until the gates are open
I just wanna feel this moment

Woah-woah (C'mon)
I just wanna feel this moment
Woah-woah (Ha, yeah)
I just wanna feel this moment

Woo
Come on, feel this moment

I see the future but live for the moment
Make sense, don't it? Ha
Now make dollars, I mean billions (Yeah)
I'm a genius, I mean brilliant (Brilliant)
The streets is what schooled him (Schooled him)
And made him slicker than Slick Rick the Ruler (Yeah)
I've lost a lot and learned a lot
But I'm still undefeated like Shula
I'm far from cheap (Ah-haha)
I break down companies with all my peeps (That's right)
Baby, we can travel the world
And I can give you and all you can see
Time is money, only difference is I own it
Like a stopwatch, let's stop time
And enjoy this moment, dale (Woo)

One day while my light is glowin'
I'll be in my castle golden
But until the gates are open
I just wanna feel this moment

Woah-woah (C'mon)
I just wanna feel this moment
Oh, woah-woah (Ha, yeah)
I just wanna feel this moment

Woo (C'mon), yeah (C-come on)
Feel this moment

Woah-woah
I just wanna feel this moment
Woah-woah
I just wanna feel this moment","Hip-Hop, rap, Reggaeton, hip hop, Crunk"
36,37,"""Applause""",Lady Gaga,"95 ContributorsTranslationsTürkçePortuguêsEspañolPolskisrpskiDeutschApplause Lyrics“Applause” is an EDM/electro-pop celebration of sticking it to the haters, doing what one loves, and embracing the thrill of the crowd. Bed-ridden and forced to cancel tour dates due to a 2013 hip injury… Read More 
I stand here waiting for you to bang the gong
To crash the critic saying, ""Is it right or is it wrong?""
If only fame had an IV, baby, could I bear
Being away from you? I found the vein, put it in here

I live for the applause, applause, applause
I live for the applause-plause, live for the applause-plause
Live for the way that you cheer and scream for me
The applause, applause, applause

Give me that thing that I love (I'll turn the lights out)
Put your hands up, make 'em touch, touch (Make it real loud)
Give me that thing that I love (I'll turn the lights out)
Put your hands up, make 'em touch, touch (Make it real loud)

A-P-P-L-A-U-S-E (Make it real loud)
A-P-P-L-A-U-S-E
Put your hands up, make 'em touch, touch
A-P-P-L-A-U-S-E (Make it real loud)
A-P-P-L-A-U-S-E
Put your hands up, make 'em touch, touch

I've overheard your theory, ""Nostalgia's for geeks""
I guess sir, if you say so, some of us just like to read
One second I'm a Koons, then suddenly the Koons is me
Pop culture was in art, now art's in pop culture, in me

I live for the applause, applause, applause
I live for the applause-plause, live for the applause-plause
Live for the way that you cheer and scream for me
The applause, applause, applause

Give me that thing that I love (I'll turn the lights out)
Put your hands up, make 'em touch, touch (Make it real loud)
Give me that thing that I love (I'll turn the lights out)
Put your hands up, make 'em touch, touch (Make it real loud)

A-P-P-L-A-U-S-E (Make it real loud)
A-P-P-L-A-U-S-E
Put your hands up, make 'em touch, touch
A-P-P-L-A-U-S-E (Make it real loud)
A-P-P-L-A-U-S-E
Put your hands up, make 'em touch, touch

Ooh-woo, touch, touch
Ooh-woo, touch, touch now
Ooh-woo-ooh-ooh-ooh-ooh-ooh
Ooh-woo-ooh-ooh-ooh-ooh-ooh
Ooh-woo-ooh-ooh-ooh-ooh-ooh, ooh

I live for the applause, applause, applause
I live for the applause-plause, live for the applause-plause
Live for the way that you cheer and scream for me
The applause, applause, applause

Give me that thing that I love (I'll turn the lights out)
Put your hands up, make 'em touch, touch (Make it real loud)
Give me that thing that I love (I'll turn the lights out)
Put your hands up, make 'em touch, touch (Make it real loud)

A-P-P-L-A-U-S-E (Make it real loud)
A-P-P-L-A-U-S-E
Put your hands up, make 'em touch, touch (Make it real loud)
A-P-P-L-A-U-S-E (Make it real loud)
A-P-P-L-A-U-S-E
Put your hands up, make 'em touch, touch

A-R-T-P-O-P","pop, dance, electronic, female vocalists, female vocalist"
37,38,"""One More Night""",Maroon 5,"79 ContributorsTranslationsPortuguêsEspañolOne More Night Lyrics“One More Night” is a song performed by American band Maroon 5. The song was released as the second single from their fourth studio album, Overexposed.
Ooh, ooh-ooh-ooh, ooh-ooh, ooh-ooh
Ooh, ooh-ooh-ooh, ooh-ooh, ooh-ooh

You and I go hard at each other like we're going to war
You and I go rough, we keep throwing things and slamming the doors
You and I get so damn dysfunctional, we stopped keeping score
You and I get sick, yeah, I know that we can't do this no more

Yeah but baby, there you go again, there you go again
Making me love you
Yeah, I stopped using my head, using my head
Let it all go
Got you stuck on my body, on my body like a tattoo
And now I'm feeling stupid, feeling stupid crawling back to you

So I cross my heart, and I hope to die
That I'll only stay with you one more night
And I know I've said it a million times
But I'll only stay with you one more night

Try to tell you ""no,"" but my body keeps on telling you ""yes""
Try to tell you ""stop,"" but your lipstick got me so out of breath
I'll be waking up in the morning, probably hating myself
And I'll be waking up, feeling satisfied, but guilty as hell

Yeah but baby, there you go again, there you go again
Making me love you (Making me love you)
Yeah, I stopped using my head, using my head
Let it all go (Let it all go)
Got you stuck on my body, on my body like a tattoo (Like a tattoo, yeah)
And now I'm feeling stupid, feeling stupid crawling back to you

So I cross my heart, and I hope to die (Yeah)
That I'll only stay with you one more night (Oh)
And I know I've said it a million times (Yeah)
But I'll only stay with you one more night (Yeah)

(Ooh, ooh-ooh-ooh, ooh-ooh, ooh-ooh)
Yeah, baby, give me one more night
(Ooh, ooh-ooh-ooh, ooh-ooh, ooh-ooh)
Yeah, baby, give me one more night (Woah, yeah)
(Ooh, ooh-ooh-ooh, ooh-ooh, ooh-ooh)
Yeah, baby, give me one more night
(Ooh, ooh-ooh-ooh, ooh-ooh, ooh-ooh)
Oh yeah yeah

But baby, there you go again, there you go again
Making me love you
Yeah, I stopped using my head, using my head
Let it all go
Got you stuck on my body, on my body like a tattoo, yeah, yeah
Yeah, yeah

So I cross my heart, and I hope to die (Oh-oh-oh-oh, oh-oh-oh-oh)
That I'll only stay with you one more night (Oh-oh-oh-oh-oh-oh)
And I know I've said it a million times
(Oh, I've said it a million times)
But I'll only stay with you one more night
(Yeah, baby, give me one more night)
So I cross my heart and I hope to die (Yeah, yeah)
That I'll only stay with you one more night (Yeah, yeah)
And I know I've said it a million times (Yeah, yeah)
But I'll only stay with you one more night (Yeah, yeah)

I dunno
Whatever, whatever","pop rock, rock, pop, alternative, alternative rock"
