Unnamed: 0,No.,Title,Artist(s),lyrics,genres
25,26,"""Bailamos""",Enrique Iglesias,"24 ContributorsTranslationsDeutschBailamos Lyrics“Bailamos” (English: “We Dance”) is a Latin pop song from singer Enrique Iglesias, sung in Spanglish. It was the debut single of Iglesias in the English-language market, and attained immense success, reaching… Read More 
Esta noche bailamos
Te doy toda mi vida
Quédate conmigo

Tonight we dance
I lay my life in your hands
We take the floor
Nothing is forbidden anymore

Don't let the world in outside
Don't let a moment go by
Nothing can stop us tonight

Bailamos!
Let the rhythm take you over, bailamos
Te quiero amor mio
Bailamos, wanna live this night forever, bailamos
Te quiero amor mío, te quiero

Tonight, I'm yours
We can make it happen, I'm so sure
I won't let it go
There is something I think you should know
I won't be leaving your side
We're gonna dance through the night
I want to reach for the stars

Bailamos!
Let the rhythm take you over, bailamos
Te quiero amor mio
Bailamos, wanna live this night forever, bailamos
Te quiero amor mío, te quiero

Whoa, oh-oh-oh, tonight we dance
Whoa, oh-oh-oh, like no tomorrow
Whoa, oh-oh-oh, if you will stay with me
Te quiero mi amor
Quédate conmigo
Esta noche, bailamos

Bailamos!
Let the rhythm take you over, bailamos
Te quiero amor mio
Bailamos, wanna live this night forever, bailamos
Te quiero amor mío

(Como te quiero, como te quiero)
Let the rhythm take you over, bailamos
(Como te quiero, como te quiero)
Te quiero, amor mío
(Como te quiero, como te quiero)
Bailamos, wanna live this night forever, bailamos
(Como te quiero, como te quiero)
Te quiero, amor mío, te quiero, bailamos","pop, latin, spanish, dance, latin pop"
26,27,"""What's It Gonna Be?!""",Busta Rhymes featuring Janet,"23 ContributorsWhat’s It Gonna Be?! Lyrics“What’s It Gonna Be?!” is a single from Busta Rhymes' E.L.E. album featuring Janet Jackson. This song is the first time Janet was ever a featured guest on a rapper’s single. The Hype Williams-directed music… Read More 

Ah, ah, chka-chh-chh, ahh, ahh
Ahh, ahh, come on
Ahh, ahh, ahh, uh, uh-uh, uh...
Ahh...
Yeah, Busta Rhymes, Janet Jackson
Here we go, one time

Baby just tell me just how you feel (How you feel)
We livin' it and just givin' it to you real, baby c'mon
Every time (Hah) we crossing the borderline (Huh)
Be giving (Hah) it to you, making you feel fine, turn the heat up
Better believe we gon' shine (Hah), make your body wind
Baby the pleasure (Huh) is all mine, to my people
Who be regulating (Hah) the dance floor (Dance floor)
Better step to your business and handle yours, how we do it
Makin' your people just wanna bounce and get busy (Hah)
Because you know that we (Hah) always'll hit you off, what you said?
You wondering why you feeling the force (Force...)
And don't you worry 'cause, yo, we ready to floss (Floss...)
Mohicans'll always a put you on
And blow the spot 'til the very second I'm gone (Get your groove on!)
Now that you tired I hope your body recouping
Because we keepin' you movin' that's what we doin' and you know we're gonna

Gonna make, gonna make, gonna make your body wet (Wet)
(Yeah, yeah, yeah, yeah, gonna make your body wet)
Gonna make, gonna make your body scream out yes (Yes)
(Yeah, yeah, make your body just scream out yeah, yeah)
Gonna make, gonna make you think of naughty things (Naughty things)
(Hah, hah, make you think of naughty things)
Like me on you (Like me on you) (On me, on you)
And you on me (Yeah)
What's it gonna be (What it's gon' be)
Gonna make, gonna make, gonna make your body wet (Wet)
(Hah, hah, hah, make your body wet, come on)
Gonna make, gonna make your body scream out yes (Yes)
(Hah, make your body scream yeah yeah, yeah yeah)
Gonna make, gonna make, gonna make your body cream (Body cream)
(Hah, make your body cream)
Make you have wet dreams
(Make you have wet dreams)
What, what, what, what's it gonna be
(What, what, what, all my people)

Seein' you waving your hand high
Hot shit, burnin' you, making yo' ass fry, baby c'mon
Give you the shiver that (Hah) make you quiver while I deliver (Hah)
The shit that'll hit you right in your liver (Hah)
Always SoundScan'n (Huh), we never leavin' you hanging
I'm always doing my thang (Hah) and my music always be bangin', so check it
You know we be always movin' the crowd (Crowd, crowd)
Type of feeling that make you wanna go play it loud (Loud), whattup
When (When), we (We), come (Come), and hit you (You)
You best believe, we really gon' get you (You)
Light up whatever you wanna flaunt (Flaunt...)
(Hah-ah) 'Cause we be dipping it baby, so what you want, here we go
Paintin' the picture we keep it hot (Hah) in the winter
Now big up (Hah) my people you know I'm always wit'cha (Flipmode...)
We blowing and taking over the planet (Hah) - full blast (Hoo)
Hittin' with Busta Rhymes and Janet (Hah) and you know we're gonna

Gonna make, gonna make, gonna make your body wet (Wet)
(Hah, hah, hah, hah, gonna make your body wet)
Gonna make, gonna make your body scream out yes (Yes)
(Yeah, gonna make your body scream out yeah, yeah)
Gonna make, gonna make you think of naughty things (Naughty things)
(Uh, uh, make you think of naughty things)
Like me on you (Like me on you) (On me, on you)
And you on me
What's it gonna be (What it's gon' be)
Gonna make, gonna make, gonna make your body wet (Wet)
(Hah, hah, yeah, we gonna make your body wet)
Gonna make, gonna make your body scream out yes (Yes)
(Hah, hah, gonna make your body scream out yeah yeah, yeah!)
Gonna make, gonna make, gonna make your body cream (Body cream)
(Hah, gonna make your body cream)
Make you have wet dreams
(Make you have wet dreams)
What, what, what, what's it gonna be
(What, what, what, what-what)

We gonna make your body feel wet (Wet)
We gonna make your body say yeah (Yes)
I wanna know where my road dawgs is at (Where you at?)
I wanna know where my live women is at (Where you at?)
We gonna make your body feel wet (Wet)
We gonna make your body say yeah (Yes)
Now everybody wave your hand real high (Real high)
And let me see you all put 'em up in the sky, c'mon

Making my niggas just say (Hoo!), word up
And making you women just say (Ahh), baby c'mon
Bringin' it to you in many ways
We makin' and takin' you people right through another phase, come on
We rockin' it baby that's (Hah!) how we droppin' it baby
There ain't no (Huh) stoppin' it baby (Hah), I know we driving you crazy (Hooo)
And then we hit with the greatest of all time (Time...)
No matter what you do baby, we gon' shine and you know we're gonna

Gonna make, gonna make, gonna make your body wet (Wet)
(Hah, yeah, gonna make your body wet)
Gonna make, gonna make your body scream out yes (Yes)
(Hah, gonna make your body scream out yeah yeah, yeah!)
Gonna make, gonna make you think of naughty things (Naughty things)
(Gonna think of naughty things)
Like me on you (Like me on you) (On me, on you)
And you on me (Yeah)
What's it gonna be (What it's gon' be)
Gonna make, gonna make, gonna make your body wet (Wet)
(Hah, yeah, gonna make your body wet)
Gonna make, gonna make your body scream out yes (Yes)
(Hah, we gonna make your body scream out yeah yeah, yeah!)
Gonna make, gonna make, gonna make your body cream (Body cream)
(Hah, gonna make your body cream)
Make you have wet dreams
(Make you have wet dreams)
What, what, what, what's it gonna be
(What, what, what, what's it gon' be?)
Gonna make, gonna make, gonna make your body wet (Wet)
(Hah, yeah, gonna make your body wet girl)
Gonna make, gonna make your body scream out yes (Yes)
(Hah, yeah, gonna make your body scream out yeah yeah, yeah!)
Gonna make, gonna make you think of naughty things (Naughty things)
(Gon' think of naughty things)
Like me on you (Like me on you) (On me, on you)
And you on me (Hah)
What's it gonna be (What it's gon' be)
Gonna make, gonna make, gonna make your body wet (Wet)
(Hah, yeah, gonna make your body real wet girl)
Gonna make, gonna make your body scream out yes (Yes)
(Hah, gonna make your body scream out yeah yeah, yeah!)
Gonna make, gonna make, gonna make your body cream (Body cream)
(We gon' make your body cream)
Make you have wet dreams
(Make you have wet dreams)
What, what, what, what's it gonna be
(What, what, what, what-what, what, what?)
Gonna make, gonna make, gonna make your body wet (Wet)
(Hah, gon' make your body wet girl)
Gonna make, gonna make your body scream out yes (Yes)
(Yeah, gon' make your body scream out yeah yeah, yeah! Yeah! Yeah!)
Gonna make, gonna make you think of naughty things (Naughty things)
(Gon' think of naughty things)
Like me on you (Like me on you) (Hah, like me, on you)
And you on me (Yeah, yeah)
What's it gonna be (What it's gon' be)
Gonna make, gonna make, gonna make your body wet (Wet)
(Hah, gon' make your body real wet)
Gonna make, gonna make your body scream out yes (Yes)
(Yeah, gon' make your body scream out yeah yeah, yeah!)
Gonna make, gonna make, gonna make your body cream (Body cream)
(Gon' make your body cream)
Make you have wet dreams
(Make you have wet dreams)
What, what, what, what's it gonna be
(What, wha-what, what, what, what it's gon' be?)

Busta Rhymes, Janet Jackson (Wet)
Finally (Wet, we-we-wet)
Flipmode baby, what (Yes)
Yeah, yeah, what it's gonna be (Wet, we-wet, we-wet)
What it's gon' be (Wet)
What it's gon' be
What's it gonna be (We-wet)
(We-we-wet)
What, wha-what, wha-what, what
Hahaha, yeah (Yes)
Uh, uh, uh (We-we-wet)
Ah, ah, ah, ah, ah, ah-ah
Close the door nigga (Yes)","Hip-Hop, rap, Gangsta Rap, East Coast, hip hop"
27,28,"""What It's Like""",Everlast,"59 ContributorsWhat It’s Like Lyrics“What It’s Like” is the fourth track and lead single of Everlast’s 1998 album Whitey Ford Sings the Blues. “What It’s Like” tells tales of people who face adversity and asks the listener to sympathize and… Read More 
We've all seen the man at the liquor store beggin' for your change
The hair on his face is dirty, dreadlocked and full of mange
He ask a man for what he could spare with shame in his eyes
""Get a job, you fucking slob"" is all he replies

God forbid you ever had to walk a mile in his shoes
'Cause then you really might know what it's like to sing the blues

Yeah, then you really might know what it's like (What it's like)
Yeah, then you really might know what it's like (What it's like)
Yeah, then you really might know what it's like (What it's like)
Then you really might know what it's like

Mary got pregnant from a kid named Tom who said he was in love
He said ""Don't worry about a thing, baby doll, I'm the man you've been dreamin' of""
But three months later he say he won't date her or return her calls
And she swear, ""Goddamn, If I find that man I'm cuttin' off his balls""
And then she heads for the clinic and she gets some static walkin' through the door
They call her a killer and they call her a sinner and they call her a whore

God forbid you ever had to walk a mile in her shoes
'Cause then you really might know what it's like to have to choose

Then you really might know what it's like (What it's like)
Then you really might know what it's like (What it's like)
Then you really might know what it's like (What it's like)
Then you really might know what it's like

I've seen a rich man beg, I've seen a good man sin, I've seen a tough man cry
I've seen a loser win and a sad man grin, I heard an honest man lie
I've seen the good side of bad and the down side of up and everything in between
I licked the silver spoon, drank from the golden cup and Smoked the finest green
I stroked the baddest of dimes at least a couple of times before I broke they heart
You know where it ends, yo, it usually depends on where you start

I knew this kid named Max, who used to get fat stacks out on the corner with drugs
He like to hang out late, he like to get shit-faced and keep pace with thugs
Until late one night there was a big gun fight and Max lost his head
He pulled out his chrome .45, talked some shit and wound up dead
Now his wife and his kids are caught up in the midst of all of this pain
You know it crumbles that way, at least that's what they say when they play the game

God forbid you ever had to wake up to hear the news
'Cause then you really might know what it's like to have to lose

Yeah, then you really might know what it's like (What it's like)
Yeah, then you really might know what it's like (What it's like)
Yeah, then you really might know what it's like (What it's like)
To have to lose","Hip-Hop, rock, blues, alternative, rap"
28,29,"""Fly Away""",Lenny Kravitz,"32 ContributorsFly Away LyricsFly Away was the fourth single from Lenny Kravitz’s album 5.
The song peaked at #12 on the Billboard Hot 100 and topped Billboard’s Mainstream Rock and Modern Rock Tracks charts in November of 1998. It also… Read More 
I wish that I could fly
Into the sky, so very high
Just like a dragonfly
I'd fly above the trees
Over the seas, in all degrees
To anywhere I please, oh

I want to get away
I wanna fly away, yeah, yeah, yeah
I want to get away
I wanna fly away, yeah, yeah, yeah

Let's go and see the stars
The Milky Way or even Mars
Where it could just be ours
Let's fade into the sun
Let your spirit fly where we are one
Just for a little fun, oh, oh, oh, yeah

I want to get away
I wanna fly away, yeah, yeah, yeah
I want to get away
I wanna fly away, yeah, yeah, yeah

I gotta get away
Girl, I gotta get away
Oh, oh, oh yeah

I want to get away
I wanna fly away, yeah (With you), yeah, yeah, oh yeah
I want to get away
I wanna fly away, yeah (With you), yeah, yeah, I gotta get away

I want to get away, I want to get away
I want to get away, I want to get away, yeah!
I want to get away
I wanna fly away, yeah (With you) yeah, yeah
Girl, I gotta get away
I want to get away, I want to get away
I want to get away, I want to get away, yeah!
I want to get away
I wanna fly away, yeah (With you) yeah, yeah
Yeah, yeah, yeah, yeah, yeah","rock, funk, alternative, alternative rock, pop"
29,30,"""Someday""",Sugar Ray,"18 ContributorsSomeday LyricsSomeday is a single from Sugar Ray’s album 14:59.
One interpretation is that it’s about how one man continues to mess up in his relationship, but the woman continues to stay with him because she loves him.
Someday, when my life has passed me by
I'll lay around and wonder why you were always there for me
One way, in the eyes of a passerby
I'll look around for another try and fade away

Just close your eyes, and I'll take you there
This place is warm without a care
We'll take a swim in the deep blue sea
I go to leave and you reach for me

Some say better things will come our way
No matter what they try to say, you were always there for me
Some way, when the sun begins to shine
I hear a song from another time and fade away
And fade away

Just close your eyes, and I'll take you there
This place is warm without a care
We'll take a swim in the deep blue sea
I go to leave and you reach for me

(Oh, come on)
Someone said we tried too long (Someday will pass me by)
Someone said we got it all (Someday, I wonder why)
Someone said we tried too long (Someday will pass me by)
Is there a place where I belong? (Someday will)

So far, so long
So far away
So far, so wrong
So far away, away, away

Someday, when my life has passed me by
I'll lay around and wonder why you were always there for me (All right)
One way (Someone said we tried too long), in the eyes of a passerby (In the eyes of a passerby)
I'll look around for another try (Around for another try) and fade away (And fade away)

And fade away (And fade away)
And fade away (So far, so long)
And fade away (So far away)
And fade away (So far, so wrong)
And fade away (So far away)
And fade away (Someday, when my life has passed me by)
And fade away
And fade away","rock, alternative, alternative rock, pop, 90s"
30,31,"""Lately""",Divine,"6 ContributorsLately Lyrics
Lately (I've been watchin' you)
Been thinkin' 'bout you baby (And everything you do)
Just sittin' away watchin' the days go by
Lately (I've been watchin' you)
Been thinkin' 'bout you, baby (And everything you do)
Just sittin' away watchin' the days go by

Have you ever felt a breeze hit your heart
Like the wind was blowin' it apart (blowin' it apart)
As you're spinnin' like a merry-go-round
Indications of a storm touchin' down
I wish that I could weather any storm
But I guess it was a heartbreak from the norm
Was a day I will always remember
The saddest day in sweet November

Lately (I've been watchin' you)
Been thinkin' 'bout you, baby (And everything you do)
Just sittin' away watchin' the days go by
Lately (I've been watchin' you)
Been thinkin' 'bout you, baby (And everything you do)
Just sittin' away watchin' the days go by (Watchin' the days go by)

Baby, I'm on my knees
Prayin', ""God help me, please
Bring my baby back
Right back to me"" (Mmm)
If lovin' you is right
Then I don't wanna go wrong
So I drown myself with tears
Sitting here, singin' another sad love song

Lately (I've been watchin' you)
Been thinkin' 'bout you, baby (And everything you do)
Just sittin' away watchin' the days go by
Lately (I've been watchin' you)
Been thinkin' 'bout you, baby (And everything you do)
Just sittin' away watchin' the days go by

Lately, I've been torn apart
I wish you hadn't broke my heart
I'm missin' you, babe, missin' you every day
Lately, I've been torn apart
I wish you hadn't broke my heart
I'm missin' you babe, missin' you every day

Lately (I've been watchin' you)
Been thinkin' 'bout you, baby (And everything you do)
Just sittin' away watchin' the days go by
Lately (I've been watchin' you)
Been thinkin' 'bout you, baby (And everything you do)
Just sittin' away watchin' the days go by

Lately (I've been watchin' you)
Been thinkin' 'bout you, baby (And everything you do)
Just sittin' away watchin' the days go by
Lately (I've been watchin' you)
Been thinkin' 'bout you, baby (And everything you do)
Just sittin' away watchin' the days go by","Disco, 80s, Hi-NRG, dance, pop"
31,32,"""That Don't Impress Me Much""",Shania Twain,"42 ContributorsTranslationsEnglishThat Don’t Impress Me Much Lyrics“That Don’t Impress Me Much” is the sixth single from Come on Over and the 12th track on the original, 1997 version of the album. It spent a week at number eight, its peak position, on the Billboard Hot… Read More 
Ow
Uh-huh, yeah, yeah

I've known a few guys who thought they were pretty smart
But you've got being right down to an art
You think you're a genius, you drive me up the wall
You're a regular original, a know-it-all

Oh-oh, you think you're special
Oh-oh, you think you're something else
Okay, so you're a rocket scientist

That don't impress me much
So you got the brains, but have you got the touch?
Now, don't get me wrong—yeah, I think you're alright
But that won't keep me warm in the middle of the night
That don't impress me much
Uh-huh, yeah, yeah

I never knew a guy who carried a mirror in his pocket
And a comb up his sleeve—just in case
And all that extra hold gel in your hair oughta lock it
’Cause heaven forbid it should fall outta place

Oh-oh, you think you're special
Oh-oh, you think you're something else
Okay, so you're Brad Pitt

That don't impress me much (Oh, oh, ooh)
So you got the looks, but have you got the touch?
Now, don't get me wrong—yeah, I think you're alright
But that won't keep me warm in the middle of the night
That don't impress me much
Yeah

You're one of those guys who likes to shine his machine
You make me take off my shoes before you let me get in
I can't believe you kiss your car good night
Now, come on, baby, tell me, you must be joking, right?

Oh-oh, you think you're something special
Oh-oh, you think you're something else
Okay, so you've got a car

That don't impress me much (Oh, oh, ooh)
So you got the moves, but have you got the touch?
Now, don't get me wrong—yeah, I think you're alright
But that won't keep me warm in the middle of the night
That don't impress me much (That don't impress me)
Oh, oh no, you think you're cool, but have you got the touch?
Now, now, don't get me wrong—yeah, I think you're alright
But that won't keep me warm on the long, cold, lonely night
That don't impress me much
Uh-huh, yeah, yeah

Okay, so what do you think, you're Elvis or something?
Whatever
That don't impress me","country, pop, female vocalists, Canadian, Shania Twain"
32,33,"""Wild Wild West""",Will Smith featuring Dru Hill and Kool Moe Dee,"52 ContributorsWild Wild West LyricsThis is the theme song from the 1999 steampunk film Wild Wild West starring Will Smith. Though the song was commercially successful and reached No. 1 on the Billboard Hot 100, it received widespread criticism… Read More 
Mmmts
Uhh (Doo-doo-doo-doo)
Wicki-wild wild (Doo-doo-doo-doo-doo)
Wicki-wicki-wild
Wicki-wild
Wicki-wicki

Wild Wild West (Yeah)
Jim West, desperado
Rough rider, no you don't want nada
None of this, six-gunnin this, brother runnin this
Buffalo soldier, look it's like I told ya
Any damsel that's in distress
Be outta that dress when she meet Jim West
Rough neck so go check the law and abide
Watch your step or flex and get a hole in your side
Swallow your pride, don't let your lip react
You don't wanna see my hand where my hip be at
With Artemus, from the start of this, runnin' the game
James West, tamin' the West, so remember the name

Now who ya gonna call?
Not the GB's
Now who you gonna call?
J Dub and A.G
If you ever riff with either one of us
Break out, before you get bum-rushed, at the

The Wild Wild West (When I roll into the)
The Wild Wild West (When I stroll into the)
The Wild Wild West (When I bounce into the)
The Wild Wild West (Sisqo, Sisqo)
We're goin' straight to The Wild Wild West
(The Wild Wild West, The Wild Wild West)
We're goin' straight to The Wild Wild
(The Wild Wild West)

Now, now, now
Now once upon a time in the West
Mad man lost his damn mind in the West
Loveless, kidnap a dime, nuttin less
Now I must, put his behind to the test 
Then through the shadows, in the saddle, ready for battle
Bring all your boys in, here come the poison
Behind my back, all that riffin ya did
Front and center, now where your lip at kid? 
Who dat is? A mean brother, bad for your health
Lookin damn good though, if I could say it myself
Told me Loveless is a mad man, but I don't fear that
He got mad weapons too? Ain't tryna hear that
Tryin to bring down me, the champion?
When y'all clowns gon' see that it can't be done
Understand me, son, I'm the slickest they is
I'm the quickest they is (Yeah)
Did I say I'm the slickest they is?
So if you barkin up the, wrong tree, we comin
Don't be startin nuttin, me and my partner gonna
Test your chest, Loveless
Can't stand the heat, then get out the Wild, Wild, West
{The Wild, The Wild}

(The Wild, Wild West)
We're goin' straight to the Wild Wild West (When I roll into the)
(The Wild, Wild West)
We're goin' straight to the Wild Wild West (When I roll into the)
(The Wild, Wild West)
(When I bounce into the)
(The Wild, Wild West)
We're goin straight (Straight) to (To)
The Wild Wild West (The Wild Wild West)
(The Wild Wild West)
We're goin straight (Straight) to (To)
The Wild Wild West (The Wild Wild West)
(The Wild Wild West)

Yeah
Can you feel it? C'mon, c'mon
Yeah (Breakdown, breakdown, breakdown)
Keep it moving, keep it moving
(Breakdown, breakdown, breakdown)
Ooh, yeah

To any outlaw tryin to draw, thinkin you're bad
Any drawin on West, best with a pen and a pad
Don't even think about it, six gun, weighin a ton
Ten paces and turn (One, two, three) just for fun, son *BANG*
Up 'til sundown, rollin' around
See where the bad guys are to be found and make em lay down
The defenders of the West
Crushin all pretenders in the West
Don't mess with us, cause we in the

The Wild Wild West, we're goin straight, to
When I'm rollin to the
The Wild Wild West, the Wild Wild West
When I'm strollin' to the
The Wild Wild West, we're goin straight, to
When I'm bouncin' to the
The Wild Wild West the Wild Wild..
The Wild Wild West, we're goin straight, to
When I'm rollin to the
The Wild Wild West, the Wild Wild West
When I'm strollin' to the
The Wild Wild West, we're goin straight, to
When I'm bouncin' to the
The Wild Wild West, the Wild Wild
We're goin straight, to the Wild Wild West
We're goin straight, to the Wild Wild West, c'mon
The Wild Wild West
When I'm rollin to the
The Wild Wild West C'mon..
When I'm strollin' to the
We're goin straight, to
The Wild Wild West (The Wild Wild West)
 + (Will Smith) + {Sisqo}
The Wild Wild West (Whoo! Uhh)
The Wild Wild West (Ha hah, ha hah)
The Wild Wild West (Uhh)
The Wild Wild West (I done done it again y'all, done done it again)
The Wild Wild West (Ha hah, ha hah)
The Wild Wild West (Big Will, Dru Hill, uh)
The Wild Wild West (Big Will, Dru Hill)
The Wild Wild West (Ha hah, ha hah) {The Wild Wild West}
The Wild Wild West (Uhh)
The Wild Wild West (One time)
The Wild Wild West (Uhh)
The Wild Wild West (Bring in the heat, bring in the heat)
{It's the Wild Wild..}
The Wild Wild West (What? Ha hah, ha hah)
The Wild Wild West (Whoo.. Wild Wild, wicki-wild)
The Wild Wild West (wick Wild Wild Wild, wa-wicki Wild Wild)
The Wild Wild West (wickidy-wick Wild Wild Wild)
(wa-wickedy wickedy wickedy wickedy)
{The Wild Wild..}
The Wild Wild West (Whoo..)
The Wild Wild West
The Wild Wild West (Uhh.. uhh..)
The Wild Wild West (Can't stop the bumrush)
{The Wild Wild..}
The Wild Wild West",
33,34,"""Scar Tissue""",Red Hot Chili Peppers,"89 ContributorsTranslationsTürkçePortuguêsScar Tissue LyricsThe first single off of Californication describes the struggles addicts go through to get sober and how they are viewed different when they return to reality. Scar tissue is a good comparison, as it is a sign… Read More 
Scar tissue that I wish you saw
Sarcastic mister know-it-all
Close your eyes and I'll kiss you
'Cause with the birds I'll share

With the birds, I'll share this lonely viewing
With the birds, I'll share this lonely viewing

Ah, push me up against the wall
Young Kentucky girl in a push-up bra
Ah, fallin' all over myself
To lick your heart and taste your health, 'cause

With the birds (Share this lone—), I'll share this lonely viewing
With the birds (Share this lone—), I'll share this lonely viewing
With the birds (Share this lone—), I'll share this lonely viewing

Blood loss in a bathroom stall
A southern girl with a scarlet drawl
I wave good-bye to Ma and Pa
'Cause with the birds I'll share

With the birds (Share this lonely), I'll share this lonely viewing
With the birds (Share this lonely), I'll share this lonely viewing

Soft-spoken with a broken jaw
Step outside but not to brawl and
Autumn's sweet, we call it fall
I'll make it to the moon if I have to crawl and

(I will share this lonely)
With the birds, I'll share this lonely viewing
(I will share this lonely)
With the birds, I'll share this lonely viewing
(I will share this lonely)
With the birds, I'll share this lonely viewing


Scar tissue that I wish you saw
Sarcastic mister know-it-all
Close your eyes and I'll kiss you
'Cause with the birds I'll share

(I will share this lonely)
With the birds, I'll share this lonely viewing
(I will share this lonely)
With the birds, I'll share this lonely viewing
(I will share this lonely)
With the birds, I'll share this lonely viewing","rock, alternative rock, Funk Rock, alternative, funk"
34,35,"""Heartbreaker""",Mariah Carey featuring Jay-Z,"47 ContributorsHeartbreaker LyricsThe lead single from Mariah’s 1999 album Rainbow, this Jay-Z assisted track was released on September 21 and would two weeks later become her #14 chart topper in the US, as well as Jay’s first #1 single.
… Read More 
Yeah
We're gonna do it like this
Aight
Let's go
Jigga

Gimme your love (Uh), gimme your love (What?)
Gimme your love (MC), gimme your love (Uh, jigga)
Gimme your love, gimme your love
Gimme your love, gimme your love (Hey)
Gimme your love, gimme your love (You gotta bounce to this like this)
Gimme your love, gimme your love (You almost gotta watch and listen)
Gimme your love (Uh-huh), gimme your love (Woo)
Gimme your love (X-Scape), gimme your love

Boy, your love's so good
I don't wanna let go
And although I should
I can't leave you alone
'Cause you're so disarming
I'm caught up in the midst of you
And I cannot resist at all

Boy, if I do
The things you want me to (Uh-huh)
The way I used to do
Would you love me, baby (Uh-huh)
Or leave me feeling used?
Would you go and break my heart?

Heartbreaker, you got the best of me
But I just keep on coming back incessantly
Oh, why did you have to run your game on me?
I should have known right from the start
You'd go and break my heart

Gimme your love, gimme your love
Gimme your love (Uh-huh), gimme your love (Yeah)
Gimme your love, gimme your love
Gimme your love, gimme your love (What?)
Gimme your love (She want), gimme your love (She said)
Gimme your love (She want), gimme your love (She said)
Gimme your love (Uh-huh), gimme your love
Gimme your love, gimme your love (Yeah, we comin' back)

It's a shame to be so euphoric and weak
When you smile at me
And you tell me the things that you know
Persuade me to relinquish my love to you
But I cannot resist at all

Boy, if I do (Oh, yeah, yeah, yeah-yes)
The things you wanna do
The way I used to do
Would you love me, baby (Love me, oh)
Or leaving me feeling used?
Would you go and break my heart?

(Heartbreaker, you got the best of me)
Heartbreaker, you got the best of me (You got the best)
But I just keep on coming back incessantly (I keep on, keep on)
Oh, why did you have to run your game on me?
(Why, why did you have to run your game?)
I should have known right from the start (I'm all over ready, uh-huh, okay, cool)
(The start that you'd go and break my heart)
You'd go and break my heart (Alright, yo)

She wanna shop with Jay, play box with Jay
She wanna pillow fight in the middle of the night
She wanna drive my Benz with five of her friends
She wanna creep past the block, spying again
She wanna roll with Jay, chase skeeos away
She wanna fight with lame chicks, blow my day
She wanna inspect the rest, kick me to the curb
If she find one strand of hair longer than hers
She want love in the jacuzzi (Uh-huh), rub up in the movies (Uh-huh)
Access to the old crib, keys to the newbie
She wanna answer the phone, tattoo her arm
That's when I gotta send her back to her mom's
She calls me ""heartbreaker""
When we apart, it makes her want a piece of paper
Scribble down ""I hate ya""
But she knows she loves Jay because
She loves everything Jay say, Jay does, and all

(Oh boy, you got the best of me)
Heartbreaker, you got the best of me
But I just keep on coming back incessantly (I keep on coming back)
Oh, why did you have to run your game on me (Why did you have to run your game?)
I should have known right from the start, (Right from the start that you'd)
You'd go and break my heart (Go and break my heart)
Heartbreaker, you got the best of me (Ah)
But I just keep on coming back incessantly (Ooh)
Oh, why did you have to run your game on me?
I should have known right from the start (I should have known)
You'd go and break my heart (That you would go and break my heart)
Heartbreaker, you got the best of me
But I just keep on coming back incessantly (Break it down)
Oh, why did you have to run your game on me?
I should have known right from the start
You'd go and break my heart

Heartbreaker, you got the best of me (Boy, if I do)
But I just keep on coming back incessantly (The things you want me to, the way I used to do)
Oh, why did you have to run your game on me? (Would you love me, baby)
I should have known right from the start (Or leave me feeling used?)
You'd go and break my heart (Would you go and break my heart?)

Gimme your love, gimme your love (Damn straight)
Gimme your love, gimme your love (That's a wrap)","pop, rnb, female vocalists, soul, Mariah Carey"
35,36,"""I Still Believe""",Mariah Carey,"23 ContributorsTranslationsΕλληνικάI Still Believe Lyrics“I Still Believe” was originally released by R&B vocalist Brenda K. Starr in 1988. The then-18-year-old Mariah, who sang backup for Starr, is actually on the original track.

Mariah released her cover of “I… Read More 
You look in my eyes
And I get emotional inside
I know it's crazy
But you still can touch my heart
And after all this time
You'd think that I
I wouldn't feel the same
But time melts into nothing
And nothing's changed

I still believe
Someday you and me
Will find ourselves in love again
I had a dream
Someday you and me
Will find ourselves in love again

Each day of my life
I'm filled with all the joy I could find
You know that I
I'm not the desperate type
If there's one spark of hope
Left in my grasp
I'll hold it with both hands
It's worth the risk of burning
To have a second chance

No, no, no, no, no, no, I need you, baby
I still believe that we can be together
Whoa, oh, no, no, no, ooh
If we believe that true love never has to end
Then we must know that we will love again, mmm
Ohh

I still believe
Someday you and me
Will find ourselves in love again (Oh baby, yeah, yeah)
I had a dream, you and me
Will find ourselves in love again, yeah
I still believe (Ooh baby, I do)
Someday you and me (Just give me one more try)
In love again, yeah
I had a dream (I miss your love)
Someday you and me (Mmm, mmm)
Will find ourselves in love again (Ahh, ahh, oh)
I still believe
Someday you and me
Will find ourselves in love again
I had a dream","pop, rnb, female vocalists, soul, Mariah Carey"
