Unnamed: 0,No.,Title,Artist(s),lyrics,genres
0,1,"""Lose Control""",Teddy Swims,"48 ContributorsTranslationsEspañolDeutschУкраїнськаNorskFrançaisTürkçeLose Control Lyrics
Something's got a hold of me lately
No, I don’t know myself anymore
Feels like the walls are all closin' in
And the devil's knockin’ at my door, woah
Out of my mind, how many times did I tell you
I'm no good at bein' alone?
Yeah, it's taken a toll on me, tryin' my best to keep
From tearin' the skin off my bones, don't you know

I lose control
When you're not next to me
I’m fallin’ apart right in front of you, can't you see?
I lose control
When you’re not next to me, mhm
Yeah, you're breakin' my heart, baby
You make a mess of me

Problematic
The problem is I want your body like a fiend, like a bad habit
Bad habits hard to break when I'm with you
Yeah, I know I can do it on my own
But I want that real full-moon black magic and it takes two
Problematic
The problem is when I’m with you I'm an addict
And I need some relief, my skin in your teeth
Can't see the forest through the trees
Got me down on my knees, darlin', please, oh

I lose control
When you're not next to me
I'm fallin' apart right in front of you, can't you see?
I lose control
When you're not next to me (Mm-hmm)
Yeah, you're breakin' my heart, baby
You make a mess of me, yeah


I lose control
When you're not here with me, mm
I'm fallin' apart right in front of you, can't you see?
I lose control
When you're not here with me, mhm
Yeah, you're breakin' my heart, baby
You make a mess of me","soul, singer-songwriter, pop, rnb, Neo-Soul"
1,2,"""A Bar Song (Tipsy)""",Shaboozey,"56 ContributorsTranslationsEspañolDeutschFrançaisУкраїнськаNorskA Bar Song (Tipsy) Lyrics
My baby want a Birkin, she's been tellin' me all night long
Gasoline and groceries, the list goes on and on
This nine-to-five ain't workin', why the hell do I work so hard?
I can't worry 'bout my problems, I can't take 'em when I'm gone, uh

One, here comes the two to the three to the four
Tell 'em ""Bring another round,"" we need plenty more
Two-steppin' on the table, she don't need a dance floor
Oh my, good Lord

Someone pour me up a double shot of whiskey
They know me and Jack Daniеl's got a history
There's a party downtown near 5th Street
Evеrybody at the bar gettin' tipsy

Everybody at the bar gettin' tipsy
Everybody at the bar gettin' tipsy

I've been Boozey since I left
I ain't changin' for a check
Tell my ma I ain't forget (Oh, Lord), I
Woke up drunk at 10 a.m.​
We gon' do this shit again
Tell your girl to bring a friend, oh, Lord

One, here comes the two to the three to the four
Tell 'em ""Bring another round,"" we need plenty more
Two-steppin' on the table, she don't need a dance floor
Oh my, good Lord

Someone pour me up a double shot of whiskey (Double shot of whiskey)
They know me and Jack Daniel's got a history (We go way back)
There's a party downtown near 5th Street
Everybody at the bar gettin' tipsy

Everybody at the bar gettin' tipsy (At the bar gettin' tipsy)
Everybody at the bar gettin' tipsy

One, here comes the two to the three to the four
When it's last call and they kick us out the door
It's gettin' kind of late, but the ladies want some more
Oh my, good Lord (Tell 'em drinks on me)

Someone pour me up a double shot of whiskey (Double shot of whiskey)
They know me and Jack Daniel's got a history (Way back)
There's a party downtown near 5th Street (Come on)
Everybody at the bar gettin' tipsy (Woo-ooh)
Someone pour me up a double shot of whiskey (Double shot of whiskey)
They know me and Jack Daniel's got a history (It's Jack D)
At the bottom of a bottle, don't miss me (Baby, don't miss me)
Everybody at the bar gettin' tipsy (At the bar gettin' tipsy)

Everybody at the bar gettin' tipsy
Everybody at the bar gettin' tipsy

That's fuckin' messed up, bro, they kicked me out the bar","country, rap, Hip-Hop, pop, american"
2,3,"""Beautiful Things""",Benson Boone,"79 ContributorsTranslationsDeutschPortuguêsEspañolItalianoTiếng ViệtУкраїнськаNorskFrançaisBeautiful Things Lyrics“Beautiful Things” is the lead single off of Benson Boone’s debut album, Fireworks & Rollerblades. It was released on January 18, 2024. Boone began teasing the song on TikTok and Instagram on December 3, 2023… Read More 
For a while there, it was rough
But lately, I've been doin' better
Than the last four cold Decembers I recall
And I see my family every month
I found a girl my parents love
She'll come and stay the night, and I think I might have it all
And I thank God every day
For the girl He sent my way
But I know the things He gives me, He can take away
And I hold you every night
And that's a feeling I wanna get used to
But there's no man as terrified as the man who stands to lose you

Oh, I hope I don't losе you
Mm, please stay
I want you, I need you, oh God
Don't take
Thеse beautiful things that I've got

Please stay
I want you, I need you, oh God
Don't take
These beautiful things that I've got

Oh, ooh
Please don't take

I found my mind, I'm feelin' sane
It's been a while, but I'm finding my faith
If everything's good and it's great, why do I sit and wait 'til it's gone?
Oh, I'll tell ya, I know I've got enough
I've got peace and I've got love
But I'm up at night thinkin' I just might lose it all

Please stay
I want you, I need you, oh God
Don't take
These beautiful things that I've got

Oh, ooh

Please stay
I want you, I need you, oh God
I need
These beautiful things that I've got","pop, pop rock, my top songs, rock, USA"
3,4,"""I Had Some Help""",Post Malone featuring Morgan Wallen,"67 ContributorsTranslationsPortuguêsDeutschNorskEspañolPolskiItalianoI Had Some Help Lyrics“I Had Some Help” marks the first collaboration between Post Malone and Morgan Wallen. It was initially performed by the duo at Stagecoach 2024 on April 28 and released a month later that same year.
… Read More 
You got a lotta nerve, don't you, baby?
I only hit the curb 'cause you made me
You're tellin' all your friends that I'm crazy
Like I'm the only one
Why'd you throw them stones if you
Had a wild hair of your own or two?
Livin' in your big glass house with a view
I thought you knew

I had some help
It ain't like I can make this kinda mess all by myself
Don't act like you ain't help me pull that bottle off the shelf
Been deep in every weekend if you couldn't tell
They say, ""Teamwork makes the dream work,"" hell, I had some help (Help)

(Help)

You thought I'd take the blame for us a-crumbling
Go 'round like you ain't guilty of somethin'
Already lost the game that you been runnin'
Guess it's catchin' up to you, huh
You think that you're so innocent
After all the shit you did
I ain't an angel, you ain't heaven-sent
Can't wash our hands of this

I had some help
It ain't like I can make this kinda mess all by myself
Don't act like you ain't help me pull that bottle off the shelf
Been deep in every weekend if you couldn't tell
They say, ""Teamwork makes the dream work,"" hell, I had some help (Help)
(Help)
(Help)
(Help)

It takes two to break a heart in two, ooh
Baby, you blame me and, baby, I blame you
Aw, if that ain't the truth (Oh)

I had some help
It ain't like I can make this kinda mess all by myself
Don't act like you ain't help me pull that bottle off the shelf
Been deep in every weekend if you couldn't tell
They say, ""Teamwork makes the dream work,"" hell, I had some help (Help)
(Help)
(Help)
(Help)",
4,5,"""Lovin on Me""",Jack Harlow,"65 ContributorsTranslationsDeutschEspañolPortuguêsРусский (Russian)Lovin On Me Lyrics
I don't like no whips and chains and you can't tie me down
But you can whip your lovin' on me, baby
Whip your lovin' on me, baby

I'm vanilla, baby (I don't like no whips and chains)
I'll choke you, but I ain't no killer, baby (And you can't tie me down)
She twenty-eight, tellin' me I'm still a baby (But you can whip your lovin' on me, baby)
I get love in Detroit like Skilla Baby (Whip your lovin' on me, baby)
And the thing about your boy is
I don't like no whips and chains and you can't tie me down
But you can whip your lovin' on me, baby (That's right, that's right)
Whip your lovin' on me, baby

Young J-A-C-K, AKA
Rico like Suave, Young Enrique
Speakin' of AKA, she's a alpha
But not around your boy, she get quiet 'round your boy, hold on (Shh)
Don't know what you heard or what you thought about your boy
But they lied about your boy, goin' dumb and it's somethin' idiotic 'bout your boy
She wearin' cheetah print
That's how bad she wanna bе spotted 'round your boy

I don't like no whips and chains and you can't tie mе down
But you can whip your lovin' on me, baby
Whip your lovin' on me

I'm vanilla, baby (I don't like no whips and chains)
I'll choke you, but I ain't no killer, baby (And you can't tie me down)
She twenty-eight, tellin' me I'm still a baby (But you can whip your lovin' on me, baby)
I get love in Detroit like Skilla Baby (Whip your lovin' on me, baby)
And the thing about your boy is
I don't like no whips and chains and you can't tie me down
But you can whip your lovin' on me, baby
Whip your lovin' on me, baby

Young M-I-S-S-I-O-N-A-R-Y
You sharp like barbed wire
She stole my heart, then she got archived
I keep it short with a bitch, Lord Farquaad
All the girls in the front row (Ayy)
All the girls at the barricade (Ayy)
All the girls that been waitin' all day
Let your tongue hang out, fuck everything (Ayy)
If you came with a man (Came with a man)
Let go of his hand (Let go of that shit)
Everybody in the suite kickin' up they feet
Stand up, bitch, dance

I don't like no whips and chains and you can't tie me down (I see you, and all the guys in the back waitin' on the next track)
But you can whip your lovin' on me, baby (Cut your boy a lil' slack)
Whip your lovin' on me (It's young Jack)

I'm vanilla, baby (I don't like no whips and chains)
I'll choke you, but I ain't no killer, baby (And you can't tie me down)
She twenty-eight, tellin' me I'm still a baby (But you can whip your lovin' on me, baby)
I get love in Detroit like Skilla Baby (Whip your lovin' on me, baby)
And the thing about your boy is
I don't like no whips and chains and you can't tie me down
But you can whip your lovin' on me, baby (That's right, that's right)
Whip your lovin' on me, baby

I don't like no whips and chains and you can't tie me down
But you can whip your lovin' on me, baby
Whip your lovin' on me, baby","rap, Hip-Hop, trap, hip hop, pop rap"
5,6,"""Not Like Us""",Kendrick Lamar,"1640 ContributorsTranslationsTürkçePortuguêsРусский (Russian)EspañolDeutschPolskiRomânăFrançaisالعربيةहिन्दी (Hindi)ItalianoУкраїнськаČeskyÖsterreichisches Deutscho‘zbekעברית (Hebrew)Not Like Us Lyrics“Not Like Us” is Kendrick Lamar’s fourth diss track directed at Drake, released on the evening of May 4, 2024, less than 24 hours after the release of “meet the grahams,” his third dedicated diss. On the… Read More 
Psst, I see dead people
(Mustard on the beat, ho)

Ayy, Mustard on the beat, ho
Deebo any rap nigga, he a free throw
Man down, call an amberlamps, tell him, ""Breathe, bro""
Nail a nigga to the cross, he walk around like Teezo
What's up with these jabroni-ass niggas tryna see Compton?
The industry can hate me, fuck 'em all and they mama
How many opps you really got? I mean, it's too many options
I'm finna pass on this body, I'm John Stockton
Beat your ass and hide the Bible if God watchin'
Sometimes you gotta pop out and show niggas
Certified boogeyman, I'm the one that up the score with 'em
Walk him down, whole time, I know he got some ho in him
Pole on him, extort shit, bully Death Row on him
Say, Drake, I hear you like 'em young
You better not ever go to cell block one
To any bitch that talk to him and they in love
Just make sure you hide your lil' sister from him
They tell me Chubbs the only one that get your hand-me-downs
And Party at the party playin' with his nose now
And Baka got a weird case, why is he around?
Certified Lover Boy? Certified pedophiles
Wop, wop, wop, wop, wop, Dot, fuck 'em up
Wop, wop, wop, wop, wop, I'ma do my stuff
Why you trollin' like a bitch? Ain't you tired?
Tryna strike a chord and it's probably A minor

They not like us, they not like us, they not like us
They not like us, they not like us, they not like us

You think the Bay gon' let you disrespect Pac, nigga?
I think that Oakland show gon' be your last stop, nigga
Did Cole foul, I don't know why you still pretendin'
What is the owl? Bird niggas and burnt bitches, go
The audience not dumb
Shape the stories how you want, hey, Drake, they're not slow
Rabbit hole is still deep, I can go further, I promise
Ain't that somethin'? B-Rad stands for bitch and you Malibu most wanted
Ain't no law, boy, you ball boy, fetch Gatorade or somethin'
Since 2009, I had this bitch jumpin'
You niggas'll get a wedgie, be flipped over your boxers
What OVO for? The ""Other Vaginal Option""? Pussy
Nigga better straighten they posture, got famous all up in Compton
Might write this for the doctorate, tell the pop star quit hidin'
Fuck a caption, want action, no accident
And I'm hands-on, he fuck around, get polished
Fucked on Wayne girl while he was in jail, that's connivin'
Then get his face tatted like a bitch apologizin'
I'm glad DeRoz' came home, y'all didn't deserve him neither
From Alondra down to Central, nigga better not speak on Serena
And your homeboy need subpoena, that predator move in flocks
That name gotta be registered and placed on neighborhood watch
I lean on you niggas like another line of Wock'
Yeah, it's all eyes on me, and I'ma send it up to Pac, ayy
Put the wrong label on me, I'ma get 'em dropped, ayy
Sweet Chin Music and I won't pass the aux, ayy
How many stocks do I really have in stock? Ayy
One, two, three, four, five, plus five, ayy
Devil is a lie, he a 69 God, ayy
Freaky-ass niggas need to stay they ass inside, ayy
Roll they ass up like a fresh pack of 'za, ayy
City is back up, it's a must, we outside, ayy

They not like us, they not like us, they not like us
They not like us, they not like us, they not like us

Once upon a time, all of us was in chains
Homie still doubled down callin' us some slaves
Atlanta was the Mecca, buildin' railroads and trains
Bear with me for a second, let me put y'all on game
The settlers was usin' townfolk to make 'em richer
Fast-forward, 2024, you got the same agenda
You run to Atlanta when you need a check balance
Let me break it down for you, this the real nigga challenge
You called Future when you didn't see the club (Ayy, what?)
Lil Baby helped you get your lingo up (What?)
21 gave you false street cred
Thug made you feel like you a slime in your head (Ayy, what?)
Quavo said you can be from Northside (What?)
2 Chainz say you good, but he lied
You run to Atlanta when you need a few dollars
No, you not a colleague, you a fuckin' colonizer
The family matter and the truth of the matter
It was God's plan to show y'all the liar

Mm
Mm-mm
He a fan, he a fan, he a fan (Mm)
He a fan, he a fan, he a
Freaky-ass nigga, he a 69 God
Freaky-ass nigga, he a 69 God
Hey, hey, hey, hey, run for your life
Hey, hey, hey, hey, run for your life
Freaky-ass nigga, he a 69 God
Freaky-ass nigga, he a 69 God
Hey, hey, hey, hey, run for your life
Hey, hey, hey, hey, run for your life
Let me hear you say, ""OV-ho"" (OV-ho)
Say, ""OV-ho"" (OV-ho)
Then step this way, step that way
Then step this way, step that way

Are you my friend?
Are we locked in?
Then step this way, step that way
Then step this way, step that way","Hip-Hop, rap, west coast, hip hop, compton"
6,7,"""Espresso""",Sabrina Carpenter,"134 ContributorsTranslationssrpskiNorskTürkçePolskiالعربيةFrançaisItalianoDeutschPortuguêsEspañolBahasa Indonesiaไทย (Thai)Tiếng ViệtSlovenčinaБеларускаяРусский (Russian)УкраїнськаΕλληνικάCatalà日本語 (Japanese)МакедонскиSuomiNederlands한국어 (Korean)ČeskyhrvatskiEspresso Lyrics“Espresso” is the first single from Sabrina Carpenter’s sixth studio album, Short n' Sweet. In the song, Sabrina likens herself to the coffee as her partner can’t sleep when he’s with her. The funky pop… Read More 
Now he's thinkin' 'bout me every night, oh
Is it that sweet? I guess so
Say you can't sleep, baby, I know
That's that me espresso
Move it up, down, left, right, oh
Switch it up like Nintendo
Say you can't sleep, baby, I know
That's that me espresso

I can't relate to desperation
My give-a-fucks are on vacation
And I got this one boy and he won't stop calling
When they act this way, I know I got 'em

(Mm) Too bad your ex don't do it for ya
(Mm) Walked in and dream-came-trued it for ya
(Mm) Soft skin and I perfumed it for ya
(Yes) I know I Mountain Dew it for ya
(Yes) That morning coffee, brewed it for ya
(Yes) One touch and I brand-newed it for ya (Ooh)

And now he's thinkin' 'bout me every night, oh
Is it that sweet? I guess so
Say you can't sleep, baby, I know
That's that me espresso
Move it up, down, left, right, oh
Switch it up like Nintendo
Say you can't sleep, baby, I know
That's that me espresso

Holy shit
Is it that sweet? I guess so (Mm)

I'm working late 'cause I'm a singer
Oh, he looks so cute wrapped 'round my finger
My twisted humor make him laugh so often
My honeybee, come and get this pollen

(Mm) Too bad your ex don't do it for ya
(Mm) Walked in and dream-came-trued it for ya
(Mm) Soft skin and I perfumed it for ya (Ayy, ayy, oh)
(Yes) I know I Mountain Dew it for ya
(Yes) That morning coffee, brewed it for ya
(Yes) One touch and I brand-newed it for ya (Stupid)

Now he's thinkin' 'bout me every night, oh
Is it that sweet? I guess so
Say you can't sleep, baby, I know
That's that me espresso
Move it up, down, left, right, oh
Switch it up like Nintendo
Say you can't sleep, baby, I know
That's that me espresso (Yes)
Thinkin' 'bout me every night, oh
Is it that sweet? I guess so (Yes)
Say you can't sleep, baby, I know
That's that me espresso (Yes)
Move it up, down, left, right, oh (Move it up, down, left, right, oh)
Switch it up like Nintendo (Yes)
Say you can't sleep, baby, I know
That's that me espresso

Is it that sweet? I guess so
Mm, that's that me espresso","pop, female vocalists, rnb, american, my top songs"
7,8,"""Million Dollar Baby""",Tommy Richman,"103 ContributorsTranslationsPortuguêsDeutschEspañolРусский (Russian)PolskiNorskTürkçeMILLION DOLLAR BABY Lyrics
Do it, baby, do what I should think
Do it, do it, baby, do what I could think
Do it, do it, baby, do what I should think
Do it, do it, baby, do what I could think
Do it, do it, do it, baby, do what I should think
Do it, baby, do what I could think
Do it, do it, do it, baby, do what I should think
Do it, do it, baby, do what I could think

I ain't never rep a set, baby (Tsk, tsk)
I ain't do no wrong
I could clean up good for you
Oh, I know right from wrong
'Cause I wanna make it so badly
I'm a million-dollar baby, don't at me
Yeah, oh, hell no (Yeah, yeah)

You rep my city for so damn long (Ah, ah)
But you still don't notice me, my sound next
VA next (Yeah, yeah), I'm at they neck (Yeah, yeah)
I'm running up a check (Yeah, yeah, yeah, yeah)
She a bad lil' mama, she a diva
No matter what happens, he cannot come between us again
I know we're better than friends (Better than friends)
I took her to Queen's Gambit (Yeah, yeah), showed around my friends
Tried to pick some energy up, it don't matter
I know you haven't moved on if you tried (Oh, no)
I don't believe it, baby, I know you lied (Oh, no)
All night long, what you mean I changed?
Haven't stayed the same
I've been losing my mind (Ooh)
I said the city is mine (Ooh)

I ain't never rep a set, baby
Ain't do no wrong
I could clean up good for you
Oh, I know right from wrong
'Cause I wanna make it so badly
I'm a million-dollar baby, don't at me
I ain't never rep a set, baby
Ain't do no wrong
I could clean up good for you
Oh, I know right from wrong
'Cause I wanna make it so badly
I'm a million-dollar baby, don't at me (No, no, no)

Hell, hell nah
Yeah, hell, hell no
Hell, hell no
Do it, baby, do what I should think
Do it, do it, baby, do what I could think
Do it, baby, do what I should think
Do it, do it, baby, do what I could think
Hell, hell nah
Yeah, hell, hell nah
Hell, hell nah","rnb, rap, funk, Hip-Hop, alternative rnb"
8,9,"""I Remember Everything""",Zach Bryan featuring Kacey Musgraves,"1 ContributorTranslationsEnglishDeutschPortuguêsNorskEspañolZach Bryan & Kacey Musgraves - I Remember Everything (日本語翻訳) Lyrics
安物のウイスキーが俺の心を癒してくれる
ビーチタオルが物干し竿で揺れている
俺が君に88年型フォードに乗った君の父さんを思い出させるかい？
助手席ではラブラドールがくつろいでいる
君の髪についた砂が俺の目に入ってきて
ビーチのせいにしてくれ　大の男は泣かない
あの壊れた地下室のソファを覚えてるかい？
俺がラブソングを歌っていると君は
君の母さんがどうして指輪を質に入れて出て行ったかを教えてくれるんだ
すべて、すべて覚えているよ

閉店時間の冷え切った態度
君は俺に日が昇るまで一緒に居てほしいと懇願したのに
おかしな言葉が口から零れる
大人の男の心が壊れたときは
写真と過ぎ去った時間
君は飲んでるときだけそんな風に笑うんだ
したくないけど、そうしてしまうよ
君と過ごした夜の、一瞬一秒を思い出す

あなたは心を癒すためなら何でも飲む
でも私の心はいつになったら癒してくれるの？
あなたといると、まるで夏の暑さに熱せられたコンクリートの上を歩いてるようで
二人の魂が出会うとき、それは地獄のように燃え上がる
あなたはあなたがいつも誓っていたような男にはなれないわ
でも、あの88年型フォードで歌うあなたのことを忘れない

閉店時間の冷え切った態度
君は俺に日が昇るまで一緒に居てほしいと懇願したのに
おかしな言葉が口から零れる
大人の男の心が壊れたときは
写真と過ぎ去った時間
君は飲んでるときだけそんな風に笑うんだ
したくないけど、そうしてしまうよ
君と過ごした夜の、一瞬一秒を思い出す
閉店時間の冷え切った態度
君は俺に日が昇るまで一緒に居てほしいと懇願したのに
おかしな言葉が口から零れる
大人の男の心が壊れたときは
写真と過ぎ去った時間
君は飲んでるときだけそんな風に笑うんだ
したくないけど、そうしてしまうよ
君と過ごした夜の、一瞬一秒を思い出す

安物のウイスキーが俺の心を癒してくれる
ビーチタオルが物干し竿で揺れている
俺が君に88年型フォードに乗った君の父さんを思い出させるかい？
助手席ではラブラドールがくつろいでいる",country; red dirt
9,10,"""Too Sweet""",Hozier,"129 ContributorsTranslationsEspañolDanskDeutschMagyarالعربيةNorskPortuguêsFrançaisTürkçeBahasa MelayuPolskiУкраїнськаToo Sweet LyricsIn “Too Sweet” Hozier draws a contrast between two individuals with different lifestyles and preferences, one who enjoys living life at his own pace, indulging in simple pleasures like whiskey, coffee, and… Read More 
It can't be said I'm an early bird
It's 10 o'clock before I say a word
Baby, I can never tell
How do you sleep so well?
You keep tellin' me to live right
To go to bed before the daylight
But then you wake up for the sunrise
You know you don't gotta pretend
Baby, now and then

Don't you just wanna wake up, dark as a lake
Smellin' like a bonfire, lost in a haze?
If you're drunk on life, babe, I think it's great
But while in this world

I think I'll take my whiskey neat
My coffee black and my bed at 3
You're too sweet for me
You're too sweet for me
I take my whiskеy neat
My coffee black and my bed at 3
You're too sweet for mе
You're too sweet for me

Ooh, ooh
Ooh, ooh

I aim low
I aim true, and the ground's where I go
I work late where I'm free from the phone
And the job gets done
But you worry some, I know
But who wants to live forever, babe?
You treat your mouth as if it's Heaven's gate
The rest of you like you're the TSA
I wish I could go along
Babe, don't get me wrong

You know you're bright as the morning, as soft as the rain
Pretty as a vine, as sweet as a grape
If you can sit in a barrel, maybe I'll wait
Until that day
I'd rather take my whiskey neat
My coffee black and my bed at 3
You're too sweet for me
You're too sweet for me
I take my whiskey neat
My coffee black and my bed at 3
You're too sweet for me
You're too sweet for me

Woah, woah
Woah, woah
Woah, woah
Woah, woah

I take my whiskey neat
My coffee black and my bed at 3
You're too sweet for me
You're too sweet for me","blues, indie, soul, singer-songwriter, irish"
