Unnamed: 0,No.,Title,Artist(s),lyrics,genres
0,1,"""Gangsta's Paradise""",Coolio featuring L.V.,"1 ContributorRap Critic Reviews: “Gangsta’s Paradise” by Coolio ft. L.V. LyricsHi. I'm the Rap Critic. Let's talk about Coolio. Now, I don't think pop music history as a whole has been very kind to Coolio, since as far as I can remember, everyone's kind of taken him to be a bit of a joke, a rapper to not be taken seriously. When you talk about the biggest names in hiphop in the 90's, the names that are often tossed around are cats like Biggie Smalls, Wu-Tang, Snoop Dogg, Ice Cube, LL Cool J, and Nas, but I almost never hear any praise for Coolio, which is interesting, because, I mean, he wasn't a bad rapper or anything, he was decent enough, and the man had multiple hits back in the day, and in fact, the song I'm reviewing today, became the first rap song to be number 1 on the billboards year-end charts, so people knew who he was, and, I think people still know who he is, he's not some obscure reference that time forgot, I just think that, well, people don't really respect Coolio as far as Hiphop is concerned, and, hey, I get it, the guy's name is a portmanteau of ""cool"" and ""yo"", his name couldn't sound like a more cheesy ""urban"" buzzword if he called himself ""nahmean-nahmsayin"", and yeah, at the height of his fame, he did rap the theme song for a kids' t.v. show, definitely not the most gangsta thing to do in hindsight, but I'll defend that move, because, hey, Kenan and Kel was a good show, and he never struck me as someone who was trying to be a super thug or anything, But hey, honestly: it was the hair, wasn't it? Yeah, it was probably the hair. I mean, few things are gonna make you look like a comical portrayal of hip hop's aggressiveness than gravity defying braids. *I refuse to bow down to any law written by a white man, and neither will my hair!* But yeah, while I think the zero G braids were cool, it's not exactly the most toned down look you could have. I mean, if the only other rapper rocking' a similar hairstyle to you is this guy:
*show ODB with hair*
You might wanna go for something different if you want to be taken seriously. It's also not helping that, despite the fact that he's currently balding, he's decided to keep his braids up, on the two little islands of hair left on his head. Dude, cut that off, man! Go out with some dignity! *looks over* Oh, what's that? He's doing soundtracks for porn websites now? …alright… And I will say that, in addition, it's not like ""Gangsta's Paradise was the only type of music he was making. His first hit was actually this:
""Fantastic Voyage""
Yeah, a lot of his stuff was actually a lot more party oriented, but with a hardcore rap slant to it. And actually, if you think about it, his first smash hit was a song that actually serves as a transitional point for what was happening in hiphop at the time. ""Fantastic Voyage"" was released in 1994, the time period in Hiphop where rap in the mainstream charts was losing it's grip on happy dance music like C+C Music factory and Kid n Play in favor of hardcore rap like 2Pac and Bone Thugz N Harmony dominating the charts. And ""Fantastic Voyage"" represented the harder edge of that party music, but a lighter side of gangsta funk, with the bouncing bass and synth sounds commonly associated with Dr. Dre's style of harsher, thugged out rap personas, while the song, indeed incorporating themes of ghetto culture, had a main message about Coolio wishing he could close his eyes and escape the dangers of his neighborhood
Come on y'all let's take a ride
Don't you say shit just get inside
Close your eyes and hit the switch
We're going to a place where everybody kick it
A Place where my kids can play outside
Without living in fear of a drive-by
And ya know, where this song encapsulated the transition of trends in mainstream rap, this happier joint wasn't the one people remembered the most. The one that topped the charts and solidified Coolio into the minds of millions was the song, ""Gangsta's Paradise"". This, in my eyes, is the quintessential song that represented Hiphop's identity as a genre and at the same time, echoed the mind set of Black culture in American Society in the 90's. In fact, I'd dare say that few songs that got this popular in the 90's really summed up the overall feel of the decade, at least as far as hiphop and it's young audience was concerned
*video starts*
You know, I actually think that, in addition to this song being good, this is quite an audacious music video here, A because it's one of the very few music videos for a song on a movie's soundtrack that actually tried to incorporate what was happening in the movie clips with what was happening in the actual video (seriously, how many music videos have you watched where they just randomly throw clips or t.v. screens in there showing parts of a movie that has absolutely nothing to do with the context of the video?), and B, because it ties so well into the movie that this is from, ""Dangerous Minds"", a movie about an upper class teacher coming into a poor neighborhood to get the hardest kids to teach interested in learning. Now, I can't tell you how good the movie is at portraying this, as I haven't seen it in a while, but I don't remember it being too terrible; however, the way they tie it into the music video itself, actually having Michelle Pfeiffer in the video for a cameo, was pretty cool. And then, she says the line:
""You wanna tell me what this is all about""

Which sets off the tone in a fitting way, as here is this person of upper class privilege coming into the darker world of poverty… *ahem* visually, but uh… I guess you could say ""ethnically"" as well, and she wants to know what this is all about, what is happening in the minds of the people of this environment. And this song and video served as a microcosmic interpretation of what was happening in the black community as gangsta rap got more popular in the homes of the people typically located outsides the confines of hip hop's culture at the time… ya know… upper class white folk
As I walk through the valley of the shadow of death
I take a look at my life and realize there's nothin' left
Cause I've been blastin' and laughin' so long
That even my momma thinks that my mind is gone
Right of the bat, we start with Coolio interpolating a quote from Psalms, chapter 23, verse 4, and where, in the original context, the verse describes being comforted by a loving God through hardships, inciting hope and faith, Coolio contrasts that with being unassured of his life's path, saying that, now that he's gone down this road, there's no way out for him, nothing left for him to do but ride out this path of destruction until his demise, and that, in addition, no one believes in his ability to be anything more than a lowlife thug
But I ain't never crossed a man that didn't deserve it
Me be treated like a punk, you know that's unheard of
You betta watch how ya talkin' and where ya walkin'
Or you and your homies might be lined in chalk
*eyes get low* I'm gonna assume that this rhyme scheme is actually a clever way to indicate that Coolio's character had a neglectful elementary school teacher, and instead focus on the content, where he defends his motives, citing that, despite everyone on the outside wanting to portray his actions as thoughtless and unjustified, that they arise from an instinct that comes from living in an environment where survival means killing any man who poses a threat
As they croak, I see myself in the pistol smoke
Now this is interesting imagery. He might be saying that he actually sees himself in the smoke, which… probably isn't likely, since smoke isn't very reflective, OR, he could be saying that he sees the smoke, the result of the fired pistol, as a part of him, he sees himself IN it, and what pistol smoke is, is an aftereffect of a violent action, which is what he embodies as what he is: an aftereffect of a violent society
Keep spending most our lives
Livin' in a gangsta's paradise
Been spending most their lives
Livin' in a gangsta's paradise
Going back to my point that this song encapsulates the 90's, we have a heavily sampled beat and chorus, which flips a Stevie Wonder song, but gives it a darker, more sinister tint

*play original*
They've been spending most their lives
Living in a pastime paradise
They've been spending most their lives
Living in a pastime paradise
You know, I really like it when a song not only uses a sample, but changes the feel of it, as Stevie Wonder's original version sounds more cerebral and contemplative, as from what I can tell from it's cryptic writing, is about people who are obsessed with the past and waste their lives reminiscing on a time that might not actually be as great as they thought it might have been, not focusing on the problems that are present in front of them, people who may be lost or insecure, and are seeking something to comfort them, similar to the psalm quoted at the beginning of Coolio's verse. Now, what do they do to flip it?
Keep spending most our lives
Livin' in a gangsta's paradise
Been spending most their lives
Livin' in a gangsta's paradise
So here, L.V., the singer, is saying that they've been surrounded by the exact type of environment that criminals thrive off of, just as dead animals attract buzzards, the environment that they have been born into, the hood, attracts criminal activity. So, when you're born into it, why WOULDN'T you get caught up in it? It doesn't matter what type of person you throw into it, either: this environment we live in invites criminals based on the way it functions. So, as you may have guessed, the word ""paradise"" is a subversion of what the word typically represents. And whereas a lesser emcee would have used the ""paradise"" angle to blast on the fleeting perks that come with that life, like maybe the rush of drugs, easy women and power, this song focuses mainly on how this paradise is in reality festering pool of negative energy that inherently drags you down
Look at the situation, they got me facing
I can't live a normal life, I was raised by the street
And I pretty much… just explained that line before it happened…
So I gotta be down with the 'hood team
Too much television watching, got me chasing dreams
And in this lyric, he throws a quick jab at television's typical portrayal of life, as frequently on t.v., we see the lives of those who live 10 times better than we may ever live, and it causes us to not be content with reality, to chase after a shallow, predetermined expectation of success
Power in the money, money in the power
Minute after minute, hour after hour
Everybody's running, but half of them ain't looking
It's goin' on in the kitchen, but I don't know what's cookin'

A lot can be said about this guy's cadence, which has gruff but ear-catching vocal inflection, so that each line rises in it's energy and pitch, that when it gets to the end of the 4th line in the couplet, you've heard this build up of tension, leading to him saying that everyone's afraid of him, scared of who he is and what he represents, and when he says that last line, it honestly comes across as a man who doesn't know what's wrong with himself, why he is the way he is, what even motivates his actions anymore. And what really cranks this song up to what it represents is broken down in the last few lines:
They say I gotta learn
But nobody's here to teach me
If they can't understand it, how can they reach me?
I guess they can't, I guess they won't
I guess they front, that's why I know my life is out of luck, foo!
This is honestly to me, one of the most important lyrics in Hiphop here. In lower class communities, our school systems keep getting their budgets gutted every year, and we have to deal with bad teachers, outdated books, and a biased educational system that doesn't care if students actually learned anything as long as they mindlessly memorize facts for tests that will never apply to their every day lives. Here, he makes it plain, in a general sense: if our own government doesn't see the value in our intelligence, and actively doesn't care about our well-being, if the ones in charge don't want to help us, and actively cut the funding for education, and has authority figures that abuse their power for their own gain at my expense, why do I need to care about what their institution wants to tell me? THAT, my friends, is what the youth of the 90's were going through in poor neighborhoods, and for the first real time in music history, you had to pay attention to the unedited words of a disenfranchised chunk of America, the people that were once glossed over are now in your face, and you had to be uncomfortable, you had to see what America's racist, classist system had done to those not lucky enough to be born in a suburban neighborhood, and FINALLY, AMERICA, YOU HAD TO LOOK YOUR PROBLEMS IN THE EYE, AND ONCE YOU DID THAT, YOU HAD NO CHOICE BUT TO… *sigh* assimilate the culture into a watered down caricature of it's former self, without really understanding it's problems, draining it of any impact, and grossly rewarded those who exploited and exaggerated the ills of it's lifestyle. Life is stupid like that…
Anyways, I give this song a 5 out of 5 stars. You know, a lot of mainstream rap songs talked about being gangsta and hardcore, but very few gave you a look into the paranoid persona, the pessimistic, self-destructive thought processes that come with it, at least very few have done it in ways that didn't come off as just trying to sound cool. I didn't feel like he enjoyed any of this. I felt like he hated this lifestyle, he hated himself, and he hated the world that put him here. This song is a lament, it is a dark evaluation of what was going on in the heart of Hiphop, and it was needed in pop culture, and… hey, this song was also parodied by Weird Al… I swear, I'm not doing this on purpose...","rap, Hip-Hop, 90s, hip hop, West Coast Rap"
1,2,"""Waterfalls""",TLC,"114 ContributorsWaterfalls Lyrics“Waterfalls” is a Grammy-nominated 1995 single by TLC from their second album CrazySexyCool and arguably the group’s signature song.
The song was produced by Organized Noize and written by Marqueze Etheridge… Read More 
A lonely mother gazing out of the window
Staring at a son that she just can't touch
If at any time he's in a jam, she'll be by his side
But he doesn't realize he hurts her so much
But all the praying just ain't helping at all
'Cause he can't seem to keep himself out of trouble
So he goes out and he makes his money the best way he knows how
Another body laying cold in the gutter, listen to me

Don't go chasing waterfalls
Please stick to the rivers and the lakes that you're used to
I know that you're gonna have it your way or nothing at all
But I think you're moving too fast
Little precious has a natural obsession
For temptation, but he just can't see
She gives him loving that his body can't handle
But all he can say is, ""Baby, it's good to me""
One day, he goes and takes a glimpse in the mirror
But he doesn't recognize his own face
His health is fading, and he doesn't know why
Three letters took him to his final resting place, y'all don't hear me

Don't go chasing waterfalls
Please stick to the rivers and the lakes that you're used to
I know that you're gonna have it your way or nothing at all (Your way or no way)
But I think you're moving too fast
Don't go chasing waterfalls
Please stick to the rivers and the lakes that you're used to
I know that you're gonna have it your way or nothing at all
But I think you're moving too fast

Come on!
I seen a rainbow yesterday, but too many storms
Have come and gone, leaving a trace of not one God-given ray
Is it because my life is ten shades of gray?
I pray all ten fade away, seldom praise Him for the sunny days
And like His promise is true, only my faith can undo
The many chances I blew to bring my life to anew
Clear blue and unconditional skies
Have dried the tears from my eyes, no more lonely cries
My only bleeding hope is for the folk who can't cope
With such an endurin' pain that it keeps 'em in the pourin' rain
Who's to blame for tooting 'caine into your own vein?
What a shame, you shoot and aim for someone else's brain
You claim the insane, and name this day in time
For falling prey to crime
I say the system got you victim to your own mind
Dreams are hopeless aspirations in hopes of coming true
Believe in yourself, the rest is up to me and you

Don't go chasing waterfalls
Please stick to the rivers and the lakes that you're used to
I know that you're gonna have it your way or nothing at all
But I think you're moving too fast
Don't go chasing waterfalls
Please stick to the rivers and the lakes that you're used to
I know that you're gonna have it your way or nothing at all
But I think you're movin' too fast (Ooh, you're movin' too fast)
Don't go chasing waterfalls (Don't go, don't go)
Please stick to the rivers and the lakes that you're used to
I know that you're gonna have it your way or nothing at all (I know, I know, your way, hey)
But I think you're moving too fast","rnb, Hip-Hop, female vocalists, pop, soul"
2,3,"""Creep""",TLC,"44 ContributorsCreep Lyrics“Creep” is the first single from TLC’s iconic sophomore album CrazySexyCool.
The lyrics are from the perspective of a woman who is aware of her boyfriend’s infidelity, and in turn, cheats on him in an effort… Read More 
Yes
It's me again
And I'm back
Ah-ah, woo

(Creep) Oh I, oh I, oh I, yeah
(Creep) Oh I, oh I, oh I, ah yeah
(Creep) Oh I oh I, oh I, ah yeah

The 22nd of loneliness
And we've been through so many things
I love my man with all honesty
But I know he's cheating on me

(Creep) I look him in his eyes
But all he tells me is lies to keep me near
I'll never leave him down
Though I might mess around
It's only 'cause I need some affection

So I creep, yeah
Just keep it on the down low
Said nobody is supposed to know
So I creep, yeah
'Cause he doesn't know what I do
And no attention goes to show
Oh, so I creep

The 23rd of loneliness
And we don't talk like we used to do
Now it seems pretty strange
But I'm not buggin', 'cause I still feel the same
Yeah, yeah

(Creep) I'll keep giving loving
'Till the day he pushes me away
Never go astray
If he knew the things I did (Woo)
He couldn't handle it
And I choose to keep him protected, oh

So I creep, yeah
Just keep it on the down low
Said nobody is supposed to know
So I creep, yeah (Yeah)
'Cause he doesn't know what I do
And no attention goes to show, oh
(So I creep, yeah)
I think about us baby all the time
(Just keep it on the down low)
But you know that I'm gonna need some attention, yeah, yeah
(Said nobody is supposed to know)
And I shake it
(So I creep, yeah)
Love you forever, baby, soul and mind
('Cause he doesn't know what I do)
And you gotta know it, if you don't give it, I'm gonna get mine, yeah, yeah
(And no attention goes to show, oh)

(So I creep) Oh I, oh I, oh I, yeah
(So I creep) Oh I, oh I, oh I, yeah
(So I creep) Oh I, oh I, oh I, baby
Oh I, oh I, oh I, ah yeah

Yeah, yeah
Yeah, yeah
Yeah

(So I creep, yeah)
I creep around because I need attention
(I just keep it on the down low)
Don't mess around with my affection, yeah
(So I creep, yeah)
I creep around because I need attention
('Cause he doesn't know what I do)
Don't mess around with my affection, yeah
(So I creep, yeah)
Oh I, oh I, oh I, ah yeah
(I just keep it on the down low)
Oh I, oh I, oh I, ah
(So I creep, yeah)
Oh I, oh I, oh I, ah yeah
('Cause he doesn't know what I do)
Oh I, oh I, oh I, ah

So I creep, yeah (Yeah)
Just keep it on the down low
Said nobody is supposed to know
So I creep, yeah
'Cause he doesn't know what I do
And no attention, goes to show","rnb, Hip-Hop, female vocalists, pop, soul"
3,4,"""Kiss from a Rose""",Seal,"78 ContributorsTranslationsDeutschKiss from a Rose Lyrics“Kiss from a Rose” is a song from Seal’s second eponymous album, Seal II. The song was first released as a single in July 1994. Re-released in 1995, it was included on the Batman Forever Soundtrack, which… Read More 

Ba-ya-ya, ba-da-da-da-da-da, ba-ya-ya
Ba-ya-ya, ba-da-da-da-da-da, ba-ya-ya
Ba-ya-ya, ba-da-da-da-da-da, ba-ya-ya
Ba-ya-ya, ba-da-da-da-da-da, ba-ya-ya
There used to be a greying tower alone on the sea
And you became the light on the dark side of me
Love remained a drug that's the high and not the pill

But did you know that when it snows
My eyes become large and
The light that you shine can't be seen?

Baby, I compare you to a kiss from a rose on the grey
Ooh, the more I get of you, stranger it feels, yeah
And now that your rose is in bloom
A light hits the gloom on the grey

Ba-ya-ya, ba-da-da-da-da-da, ba-ya-ya
Ba-ya-ya, ba-da-da-da-da-da, ba-ya-ya

There is so much a man can tell you
So much he can say
You remain my power, my pleasure, my pain, baby
To me, you're like a growing addiction that I can't deny
Won't you tell me, is that healthy, baby?

But did you know that when it snows
My eyes become large and
The light that you shine can't be seen?

Baby, I compare you to a kiss from a rose on the grey
Ooh, the more I get of you, stranger it feels, yeah
Now that your rose is in bloom
A light hits the gloom on the grey

I've been kissed by a rose on the grey
I, I've been kissed by a rose on the grey
I've (And if I should fall, will it all go away?) been kissed by a rose on the grey
I, I've been kissed by a rose on the grey

There is so much a man can tell you
So much he can say
You remain my power, my pleasure, my pain
To me you're like a growing addiction that I can't deny, yeah
Won't you tell me, is that healthy, baby?

But did you know that when it snows
My eyes become large and
The light that you shine can't be seen?

Baby, I compare you to a kiss from a rose on the grey
Ooh, the more I get of you, the stranger it feels, yeah
Now that your rose is in bloom
A light hits the gloom on the grey
Yes, I compare you to a kiss from a rose on the grey
Ooh, the more I get of you, the stranger it feels, yeah
And now that your rose is in bloom
A light hits the gloom on the grey

Ba-ya-ya, ba-da-da-da-da-da, ba-ya-ya

Now that your rose is in bloom
A light hits the gloom on the grey","soul, pop, singer-songwriter, 90s, rock"
4,5,"""On Bended Knee""",Boyz II Men,"34 ContributorsOn Bended Knee Lyrics
Darlin' I, I can't explain
Where did we lose our way
Girl it's drivin' me insane
And I know I just need one more chance
To prove my love to you
And if you come back to me
I'll guarantee
That I'll never let you go

Can we go back to the days our love was strong?
Can you tell me how a perfect love goes wrong?
Can somebody tell me how to get things back
The way they use to be?
Oh God give me a reason
I'm down on bended knee
I'll never walk again until you come back to me
I'm down on bended knee

So many nights I dream of you
Holding my pillow tight
And I know I don't need to be alone
When I open up my eyes
To face reality
Every moment without you
It seems like eternity
I'm begging you, begging you come back to me

Can we go back to the days our love was strong?
Can you tell me how a perfect love goes wrong?
Can somebody tell me how to get things back
The way they use to be?
Oh God give me a reason
I'm down on bended knee
I'll never walk again until you come back to me
I'm down on bended knee

Baby, I'm sorry
Please forgive me for all the wrong I've done
Please come back home, girl
I know you put all your trust in me
I'm sorry I let you down
Please forgive me

I'm gonna swallow my pride, say I'm sorry
Stop pointing fingers, the blame is on me
I want a new life, and I want it with you
If you feel the same, don't ever let it go
You gotta believe in the spirit of love
It'll heal all things, it won't hurt anymore
No, I don't believe our love's terminal
I'm down on my knees begging you please
Come home

Can we go back to the days our love was strong?
Can you tell me how a perfect love goes wrong?
Can somebody tell me how to get things back
The way they used to be?
Oh God give me a reason
I'm down on bended...
Down on bended knee
I'll never walk again until you come back to me
I'm down on bended knee
Can we go back to the days our love was strong
Can you tell me how a perfect love goes wrong
Can somebody tell me how to get things back
The way they use to be
Oh God give me a reason
I'm down on
Down on bended knee
I'll never walk again until you come back to me
I'm down on bended knee

I'll never walk again
Until you come back to me
I'm down on bended knee","rnb, soul, 90s, pop, r and b"
5,6,"""Another Night""",Real McCoy,"14 ContributorsAnother Night LyricsOriginally, the band was known as “MC Sar & The Real McCoy”. They released this song under that name in 1993 in Europe as part of their album “Space Invaders”. It featured Karin Kasar as the singer and band… Read More 
Another night, another dream, but always you
It's like a vision of love that seems to be true
Another night, another dream, but always you
In the night, I dream of love so true

Just another night, another vision of love
You feel joy, you feel pain, 'cause nothing will be the same
Just another night, is all that it takes
To understand, the difference between lovers and fakes
So baby, I talk talk, I talk to you
In the night, in your dream, of love so true
I talk talk, I talk to you
In the night, in your dream, of love so true

In the night, in my dreams, I'm in love with you
'Cause you talk to me like lovers do
I feel joy, I feel pain 'cause it's still the same
When the night is gone, I'll be alone

Another night, another dream, but always you
It's like a vision of love that seems to be true
Another night, another dream, but always you
In the night, I dream of love so true


Just another night, another dream, another vision
Of love, with me
I'm here to set you free
I am your lover, your brother
Hey sister, let me cover
Your body with my love is with my lovin' just another
Vision of love, that seems to be true
All we do, all the things that only lovers do
Vision of love, that seems to be true
All we do, all the things that only lovers do

In the night, in my dreams, I'm in love with you
'Cause you talk to me like lovers do
I feel joy, I feel pain 'cause it's still the same
When the night is gone, I'll be alone

Another night, another dream, but always you
It's like a vision of love that seems to be true
Another night, another dream, but always you
In the night, I dream of love so true

I talk talk, I talk to you
In the night, in your dream, of love so true
I talk talk, I talk to you, in the night, in your dream, of love so true

In the night, in my dreams I'm in love with you
'Cause you talk to me like lovers do
I feel joy, I feel pain, 'cause it's still the same
When the night is gone, I'll be alone

Another night, another dream, but always you
It's like a vision of love that seems to be true
Another night, another dream, but always you
In the night, I dream of love so true","eurodance, dance, 90s, pop, House"
6,7,"""Fantasy""",Mariah Carey,"54 ContributorsFantasy LyricsThe lead single for Mariah’s Daydream album, this R&B song topped the US charts for eight consecutive weeks, and gained strong success overseas as well. The song was also received positively by critics, who… Read More 
Sha-do-do-do-do
Sha-do-do-do-do-do-do-do-do
Sha-do-do-do-do
Sha-do-do-do-do-do-do-do-do
Sha-do-do-do-do
Sha-do-do-do-do-do-do-do-do
Sha-do-do-do-do
Sha-do-do-do-do-do-do-do-do

Oh, when you walk by every night
Talkin' sweet and lookin' fine
I get kind of hectic inside
Mm, baby, I'm so into you
Darlin', if you only knew
All the things that flow through my mind

But it's just a sweet, sweet fantasy, baby
When I close my eyes, you come and take me
On and on and on, it's so deep in my daydreams
But it's just a sweet, sweet fantasy, baby (Fantasy)
(And I want you so badly)

Sha-do-do-do-do
Sha-do-do-do-do-do-do-do-do
Sha-do-do-do-do
Sha-do-do-do-do-do-do-do-do
Sha-do-do-do-do
Sha-do-do-do-do-do-do-do-do
Sha-do-do-do-do
Sha-do-do-do-do-do-do-do-do

Images of rapture
Creep into me slowly
As you're goin' to my head
And my heart beats faster
When you take me over
Time and time and time again

But it's just a sweet, sweet fantasy, baby
When I close my eyes, you come and take me
On and on and on, it's so deep in my daydreams
But it's just a sweet, sweet fantasy, baby (Fantasy)
Oh, oh, it's just a sweet, sweet fantasy, baby
When I close my eyes, you come and take me
On and on and on, it's so deep in my daydreams
But it's just a sweet, sweet fantasy, baby (Fantasy)

I'm in heaven
With my boyfriend, my laughin' boyfriend
There's no beginning and there is no end
Feels like I'm dreaming, but I'm not sleeping

Oh, it's just a sweet, sweet fantasy, baby
When I close my eyes, you come and take me
On and on and on, it's so deep in my daydreams
But it's just a sweet, sweet fantasy, baby
Sweet, sweet fantasy, baby
When I close my eyes, you come and take me
On and on and on, it's so deep in my daydreams
But it's just a sweet, sweet fantasy, baby
Sweet, sweet fantasy, baby
Sweet, sweet fantasy, baby","pop, rnb, female vocalists, soul, Mariah Carey"
7,8,"""Take a Bow""",Madonna,"33 ContributorsTranslationsPortuguêsItalianoУкраїнськаTake a Bow Lyrics“Take a Bow” is a song by American singer Madonna from her sixth studio album Bedtime Stories (1994). It was released as the album’s second single on October 28, 1994, by Maverick Records. It is a mid-tempo… Read More 
Take a bow, the night is over
This masquerade is getting older
Lights are low, the curtains down
There's no one here
(There's no one here, there's no one in the crowd)
Say your lines, but do you feel them?
Do you mean what you say when there's no one around?
(No one around)
Watchin' you, watchin' me, one lonely star
(One lonely star, you don't know who you are)

I've always been in love with you (Always with you)
I guess you've always known it's true (You know it's true)
You took my love for granted, why, oh, why?
The show is over, say goodbye
Say goodbye (Bye-bye)
Say goodbye

Make them laugh, it comes so easy
When you get to the part where you're breakin' my heart
(Breakin' my heart)
Hide behind your smile, all the world loves a clown
(Just make 'em smile the whole world loves a clown)
Wish you well, I cannot stay
You deserve an award for the role that you played
(Role that you played)
No more masquerade, you're one lonely star
(One lonely star, you don't know who you are)

I've always been in love with you (Always with you)
I guess you've always known it's true (You know it's true)
You took my love for granted, why, oh, why?
The show is over, say goodbye
I've always been in love with you (Always with you)
I guess you've always known it's true (You know it's true)
You took my love for granted, why, oh, why?
The show is over, say goodbye
Say goodbye (Bye-bye)
Say goodbye

All the world is a stage (World is a stage)
And everyone has their part (Has their part)
But how was I to know which way the story’d go?
How was I to know you'd break (You'd break, you'd break, you'd break)
You'd break my heart?

I've always been in love with you
(I've always been in love with you)
Guess you've always known
You took my love for granted, why, oh, why?
The show is over, say goodbye
I've always been in love with you (Always with you)
I guess you've always known it's true (You know it's true)
You took my love for granted, why, oh, why?
The show is over, say goodbye
Say goodbye (Bye-bye)
Say goodbye

Say goodbye","pop, dance, female vocalists, 80s, electronic"
8,9,"""Don't Take It Personal (Just One of Dem Days)""",Monica,"17 ContributorsDon’t Take It Personal (Just One of Dem Days) Lyrics“Don’t Take it Personal (Just One of Dem Days)” peaked at #2 on the Billboard Hot 100 and topped Billboard’s R&B chart for 2 weeks in June of 1995.


The song samples LL Cool J’s song “Backseat”

and… Read More 
It's just one of dem days when I wanna be all alone
It's just one of dem days when I gotta be all alone
It's just one of dem days, don't take it personal
I just wanna be all alone, and you think I treat you wrong

I wanna take some time out to think things through
I know it always feels like I'm doing you wrong
But I'm so in love with you
So understand that I'm only in love
You're the only one I need
So have no thought that I want to leave
And baby, trust me please

Just one of dem days
That a girl goes through
When I'm angry inside
Don't wanna take it out on you
Just one of dem days
Don't take it personal
I just wanna be all alone
And you think I treat you wrong
Don't take it personal
Baby, baby, baby, baby, don't take it personal

I sit and I think about every thing we do
And I find myself in misery and that ain't cool
Hey now, I really wanna be with you the whole way through
'Cause the way you make me feel inside keeps me confused
As I swing back mood to mood, it's not because of you
I never want you to be insecure
So won't you understand that I'm only in love?
You're the only one I need
I'll be there for you when you need me, boy
So baby, don't you leave

Just one of dem days
That a girl goes through
When I'm angry inside
Don't wanna take it out on you
Just one of dem days
Don't take it personal
I just wanna be all alone
And you think I treat you wrong
Just one of dem days (Just one of dem days)
That a girl goes through
When I'm angry inside
I don't wanna take it out on you
Just one of dem days
Don't take it personal
I just wanna be all alone
And you think I treat you wrong
Don't take it personal
Baby, baby, baby, baby, baby, don't take it personal

(Don't take it personal) Just one of dem days, yeah
Don't take it personal
Just one of dem days
Just one of dem days a girls goes through
When I'm angry inside
Don't wanna take it out on you

Just one of dem days
Don't take it personal
I just wanna be all alone
And you think I treat you wrong
Don't take it personal, baby (Just one of dem days)
Personal, baby
When I'm angry inside (Personal, baby)
Personal, baby
Just one of dem days (Personal, baby)
Personal, baby
I just wanna be all alone (Personal, baby)
And you think I treat you wrong (Personal, baby)

Just one of dem days
Just one of dem days","rnb, soul, female vocalists, pop, urban"
9,10,"""This Is How We Do It""",Montell Jordan,"80 ContributorsThis Is How We Do It Lyrics“This Is How We Do It” is the debut single by American singer Montell Jordan, released as the lead single from his debut album of the same name.
The song was a massive hit, peaking at number one on the… Read More 
(Background chatter)
This is how we do it!
(This is how we do it!)
Sha la la la la la lo
Shabada lo lo lo, whoa
(This is how we do it!)
Lo lo lo low-oh-oh

This is how we do it
It's Friday night, and I feel alright
The party is here on the West Side
So I reach for my 40 and I turn it up
Designated driver, take the keys to my truck
Hit the 'shaw cause I'm faded
Honies in the street say, ""Monty, yo, we made it!""
It feels so good in my hood tonight
The summertime skirts and the guys in Kani
All the gangbangers forgot about the drive-by
You gotta get your groove on, before you go get paid

So tip up your cup and throw your hands up
And let me hear the party say

I'm kinda buzzed and it's all because (This is how we do it)
South Central does it like nobody does (This is how we do it)
To all my neighbors, you got much flavor (This is how we do it)
Let's flip the track, bring the old school back (this is how we do it)

This is how we do it, all hands are in the air
And wave them from here to there
If you're an O.G. mack or a wannabe player
You see the hood's been good to me
Ever since I was a lower-case g
But now I'm a big G
The girls see I got the money
Hundred-dollar bills, y'all
If you were from where I'm from then you would know
That I gotta get mine in a big black truck
You can get yours in a '64
Whatever it is, the party's underway

So tip up your cup and throw your hands up
And let me hear the party say...

I'm kinda buzzed and it's all because (This is how we do it)
South Central does it like nobody does (This is how we do it)
To all my neighbors you got much flavor (This is how we do it)
Let's flip the track, bring the old school back (This is how we do it)
I'm kinda buzzed and it's all because (This is how we do it)
South Central does it like nobody does (This is how we do it)
Y?N-Vee, SCC (This is how we do it)
I'll never come wack on an old school track (This is how we do it)

Check it out!
Once upon a time in '94
Montell made no money and life sure was slow
All they said was 6' 8"" he stood
And people thought the music that he made was good
There lived a D.J. and Paul was his name
He came up to Monty, this is what he said
You and Oji are gonna make some cash
Sell a million records and we're makin' tha dash

Ohh, I'm buzzin' because... (This is how we do it)
South Central does it like nobody does (This is how we do it)
To all my neighbors you got much flavor (This is how we do it)
I'll never come wack on an old school track (This is how we do it)
I'm kinda buzzed and it's all because (This is how we do it)
South Central does it like nobody does (This is how we do it)

Oh, it's party time! (This is how we do it)
Straight up comin' from the West Side (This is how we do it)
OG's got the flavor, yeah (This is how we do it)
And Monty does it like nobody does (This is how we do it)
C'mon now, Def Jam, you know what it is (This is how we do it)

Yo Montell, this Percy, man
The barber, your barber
Man I'm sitting up here listening to ya tape, dude
And this shit is on, man
You gon' make it, fool
Keep on doing what you doing, man
My phone number is area code
Nine oh nine, zero, eighty-
Gimme a call, man
We getting ready to step out to the Fox Hills Mall right now
But, uh
It's Monday morning, about a quarter to eleven, peace","rnb, Hip-Hop, 90s, hip hop, urban"
